"GEOID","White.Percent","Minority.Percent","Black.Percent","American.Indian.Percent","Asian.Percent","Pacific.Islander.Percent","Hispanic.Percent","Poverty.Rate","Household.Income","HHI.Factor"
"51153901509",82.0807108478341,17.9192891521659,8.51536467974824,0,2.81377267678638,0,4.36875231395779,3.3,123603,"$100,000+"
"51153901510",63.5912516081603,36.4087483918397,10.3657415916192,0,10.2003308215402,0,8.96893953317405,1.7,156788,"$100,000+"
"51153901511",75.9597806215722,24.0402193784278,12.187690432663,0,3.93053016453382,0,4.32663010359537,0,140781,"$100,000+"
"51153901601",44.6349701221096,55.3650298778904,8.02805923616524,0,9.95063652896856,0,32.9176409457002,4.6,78263,"$75,000-99,999"
"51153901602",36.1184293062351,63.8815706937649,16.8987579977418,0.501819094216535,8.11692384895245,0,34.1989712708569,16.4,63970,"$50,000-74,999"
"51153901701",23.7742946708464,76.2257053291536,12.0626959247649,0.326018808777429,10.8087774294671,0,48.3761755485893,18.6,44522,"$25,000-49,999"
"51153901702",32.2094852775905,67.7905147224095,3.12429759496516,0,1.41604855023601,0,60.3955945156215,11.8,88011,"$75,000-99,999"
"51153901900",33.5741669124152,66.4258330875848,11.5010321439104,0,11.7369507519906,0,38.8086110291949,26.2,59797,"$50,000-74,999"
"51153980100",,,,,,,,,,
"51155210100",91.9044170890659,8.09558291093411,5.74945691527878,0.188269370021723,0,0,0.275162925416365,8.8,54750,"$50,000-74,999"
"51155210201",88.2509303561935,11.7490696438065,3.66826156299841,0,0.159489633173844,0,5.20999468367889,34.2,31406,"$25,000-49,999"
"51155210202",94.9973103819258,5.00268961807423,0.726196880043034,0,1.85583647122109,0,0.833781603012372,5.4,57049,"$50,000-74,999"
"51155210300",89.1060197663971,10.8939802336029,6.89577717879605,0,0.584007187780773,0,2.38095238095238,18.7,42574,"$25,000-49,999"
"51155210400",92.0846394984326,7.9153605015674,6.54388714733542,0,0,0,1.37147335423198,18.8,47802,"$25,000-49,999"
"51155210500",92.1637426900585,7.83625730994152,3.89863547758285,0,0,0,1.32553606237817,23.2,52596,"$50,000-74,999"
"51155210600",88.3569602602835,11.6430397397165,8.6218917034627,0,0.395073204740878,0,0.557750406693005,18.4,60833,"$50,000-74,999"
"51155210700",92.0177383592018,7.98226164079823,4.04656319290466,0,0,0,1.24722838137472,24.1,44105,"$25,000-49,999"
"51155980100",,,,,,,,,,
"51155980200",,,,,,,,,,
"51157950100",89.1096394407653,10.8903605592347,4.23105224429728,0.0367917586460633,0,0,5.15084621044886,10.2,59650,"$50,000-74,999"
"51157950200",89.6338867603235,10.3661132396765,4.17198808003406,0.2767134951043,1.02171136653895,0,2.4904214559387,7.3,56151,"$50,000-74,999"
"51159040100",68.4114052953157,31.5885947046843,21.1201629327902,0.509164969450102,0,0,4.41955193482688,21.3,38102,"$25,000-49,999"
"51159040200",52.6275896917635,47.3724103082365,32.1121778676099,0,5.05305709954522,0,8.69125821121779,15.2,54063,"$50,000-74,999"
"51161030100",97.5725446428571,2.42745535714286,0.669642857142857,0,1.08816964285714,0,0.669642857142857,5.9,68333,"$50,000-74,999"
"51161030201",81.0480349344978,18.9519650655022,11.2008733624454,0,0.480349344978166,0,4.60698689956332,9.2,62917,"$50,000-74,999"
"51161030203",85.9547859547859,14.045214045214,10.1491101491101,0.216450216450216,0.649350649350649,0,2.54930254930255,9.1,70000,"$50,000-74,999"
"51161030204",84.4170053141607,15.5829946858393,6.68959049703032,0.422006877149109,1.26602063144733,0,3.51672397624258,13.4,49354,"$25,000-49,999"
"51161030205",86.1103912930811,13.8896087069189,6.76341020989894,0,6.53018916817828,0,0.233221041720653,0,68997,"$50,000-74,999"
"51161030300",88.3566918219621,11.6433081780379,4.28153395964885,0,0.523640843985831,0,3.69628831048822,12.1,57265,"$50,000-74,999"
"51161030500",91.0109736166239,8.98902638337614,6.84099929955639,0,1.05066542143357,0,0.957272939528368,2,83776,"$75,000-99,999"
"51161030600",90.3302180685358,9.66978193146417,1.38317757009346,0,2.0809968847352,0,2.33021806853583,16.9,71946,"$50,000-74,999"
"51161030701",90.6352427032933,9.36475729670673,1.10816294677696,0,4.15170906820665,0,0.296550647729046,6.4,90000,"$75,000-99,999"
"51161030702",77.8596549991626,22.1403450008374,18.4056271981243,0.418690336627031,1.32306146374142,0,1.20582816948585,18.6,51094,"$50,000-74,999"
"51161030801",72.0158494304111,27.9841505695889,7.80914644213307,0.528314347036487,10.219580650487,0,8.35397061251444,6.1,55696,"$50,000-74,999"
"51161030802",87.359900373599,12.640099626401,0.8302200083022,0,2.46990452469905,0,7.86633457866335,2.2,74875,"$50,000-74,999"
"51161030900",79.4803345791066,20.5196654208934,7.47463961558996,0,7.93735540131696,0,2.08222103577149,9.3,59120,"$50,000-74,999"
"51161031000",92.530897367007,7.46910263299302,5.64212788823213,0,0,0,1.12842557764643,5.4,48661,"$25,000-49,999"
"51161031101",88.6884880872857,11.3115119127143,5.81162324649299,0,3.69628145179247,0,0,9.2,41620,"$25,000-49,999"
"51161031102",89.1818428920902,10.8181571079098,4.51209567817342,0,3.34329980973091,0,2.96276162000544,18.5,47669,"$25,000-49,999"
"51161031201",94.4476800621239,5.55231993787614,3.31974373907979,0,0.91244418559503,0,1.10658124635993,6.9,61250,"$50,000-74,999"
"51161031202",93.4276729559748,6.57232704402516,1.36792452830189,0.110062893081761,0.754716981132076,0,2.72012578616352,7,74243,"$50,000-74,999"
"51163930100",93.5863377609108,6.41366223908918,2.51739405439595,0,0.480708412397217,0.354206198608476,0.923466160657812,24,53404,"$50,000-74,999"
"51163930200",95.5027138795554,4.49728612044455,0.568622383044714,0.0258464719565779,1.08555182217627,0,2.48126130783148,10.2,41071,"$25,000-49,999"
"51163930300",93.272076000623,6.72792399937704,1.33935524061673,0.28033016664071,0.7631210091886,0,0.669677620308363,19.6,57702,"$50,000-74,999"
"51163930400",90.1292596944771,9.87074030552292,6.22796709753232,0.0705052878965922,0.211515863689777,0,3.26674500587544,12.5,46967,"$25,000-49,999"
"51165010100",98.1830417227456,1.81695827725438,1.5814266487214,0,0,0,0.235531628532974,9.9,41932,"$25,000-49,999"
"51165010200",92.5189128607453,7.48108713925469,4.53908657887363,0,0,0,1.90529560100869,7,49784,"$25,000-49,999"
"51165010300",88.6344359626802,11.3655640373198,5.97964376590331,0,0.932994062765055,0.212044105173876,4.09245122985581,20.7,63085,"$50,000-74,999"
"51165010400",97.7291494632535,2.27085053674649,0,0.247729149463254,0,0,2.02312138728324,5.4,60972,"$50,000-74,999"
"51165010500",60.2118503806687,39.7881496193313,0.66203243958954,0,0.099304865938431,0.165508109897385,36.5772922873221,54.2,42625,"$25,000-49,999"
"51165010600",93.849938499385,6.15006150061501,1.05781057810578,0.19680196801968,0,0,3.96063960639606,5.9,59432,"$50,000-74,999"
"51165010700",99.9165275459098,0.0834724540901499,0.0556483027267668,0,0,0,0.0278241513633834,6.7,63225,"$50,000-74,999"
"51165010800",90.1787126364068,9.82128736359323,1.32848331488218,0,1.13869998418472,0,6.54752490906215,31,39092,"$25,000-49,999"
"51165010900",89.1219891219891,10.8780108780109,3.06915306915307,0,0.155400155400155,0,7.65345765345765,26.1,43462,"$25,000-49,999"
"51165011000",98.4148397976391,1.58516020236088,0,0,0,0,1.18043844856661,8.9,55541,"$50,000-74,999"
"51165011100",96.0864485981308,3.91355140186916,0.700934579439252,0.175233644859813,0.233644859813084,0,0.759345794392523,8.7,66009,"$50,000-74,999"
"51165011200",94.3459915611814,5.65400843881857,0.0210970464135021,0,0,0,4.72573839662447,8.2,54189,"$50,000-74,999"
"51165011400",82.5918405021229,17.4081594978771,0.775336902344471,0,2.38139191434373,0,13.0699649252354,21.1,56912,"$50,000-74,999"
"51165011500",89.7473997028232,10.2526002971768,4.52369159649992,0.148588410104012,0.330196466897804,0,3.89631830939409,9.1,56986,"$50,000-74,999"
"51165011600",97.0306075833714,2.9693924166286,0.0913659205116492,0,0.822293284604842,0,1.59890360895386,13.8,59813,"$50,000-74,999"
"51165011700",73.7917702292184,26.2082297707816,5.30240265120133,0,0,0.552333609500138,18.6688760011047,29.7,45519,"$25,000-49,999"
"51165011800",88.9799855317097,11.0200144682903,1.21774776947191,0,2.7972027972028,0,4.95538943814806,1.7,71154,"$50,000-74,999"
"51165011900",94.8900588417467,5.10994115825333,1.51749767729947,0,0.154846701765252,0,2.75627129142149,15.1,56075,"$50,000-74,999"
"51165012000",90.2005730659026,9.79942693409742,0.993314231136581,1.33715377268386,0,0,4.37440305635148,19.8,50067,"$50,000-74,999"
"51167030100",95.2243721696171,4.77562783038288,0.617538081515027,0.288184438040346,0,0,1.37916838205023,24,30095,"$25,000-49,999"
"51167030200",97.6012583562721,2.39874164372788,1.41565080613449,0,0.0393236335037357,0,0.943767204089658,31.5,32892,"$25,000-49,999"
"51167030300",97.2356074055288,2.76439259447121,0.507227998985544,0,0,0,0.507227998985544,26.6,38048,"$25,000-49,999"
"51167030401",97.013352073085,2.98664792691496,0.579761068165847,0,0,0,1.3879128601546,13.3,55160,"$50,000-74,999"
"51167030402",97.5451263537906,2.45487364620939,2.12996389891697,0,0,0,0.324909747292419,12.5,48672,"$25,000-49,999"
"51167030500",99.7757847533632,0.224215246636772,0.179372197309417,0,0.0448430493273543,0,0,22.5,42891,"$25,000-49,999"
"51167030600",94.4313494401886,5.56865055981143,1.73836181496759,0,0.883912787271656,0,2.79905715969358,27.2,34036,"$25,000-49,999"
"51169030100",95.1076841265621,4.89231587343791,2.28662589736772,0,0.186120712576442,0,0.74448285030577,18.4,39449,"$25,000-49,999"
"51169030200",97.1351616062684,2.86483839373164,0.661116552399608,0.220372184133203,0.0734573947110676,0,0.587659157688541,28.4,33512,"$25,000-49,999"
"51169030300",99.5096625324488,0.490337467551194,0,0.403807326218633,0,0,0.0865301413325642,26.9,37788,"$25,000-49,999"
"51169030400",94.9398937657255,5.06010623427453,0,0,0,0,4.64076041375454,28.5,40765,"$25,000-49,999"
"51169030500",100,0,0,0,0,0,0,24,39008,"$25,000-49,999"
"51169030600",95.0962772785623,4.90372272143774,0.975609756097561,0.333761232349166,1.33504492939666,0,1.61745827984596,19.8,38105,"$25,000-49,999"
"51171040100",87.8766724840023,12.1233275159977,3.37405468295521,0,0.651541593949971,0,5.08435136707388,9.4,52284,"$50,000-74,999"
"51171040201",97.9125640015754,2.08743599842458,1.81173690429303,0,0,0,0,4.5,50750,"$50,000-74,999"
"51171040202",99.4708994708995,0.529100529100535,0,0.165343915343915,0,0,0,5.8,56200,"$50,000-74,999"
"51171040300",93.4550628408821,6.54493715911786,0.877400995968698,0,0,0,3.55703106473797,6,54191,"$50,000-74,999"
"51171040400",90.616411464468,9.383588535532,0,0,0.981546917942678,0,1.68826069886141,3.5,69750,"$50,000-74,999"
"51171040500",83.0123632905373,16.9876367094627,3.44745601521636,0,0.796481217308607,0,10.2948169281978,22.7,43516,"$25,000-49,999"
"51171040600",93.8203652739555,6.17963472604454,0,0,0.825619214410808,0,4.77858393795347,9.9,49176,"$25,000-49,999"
"51171040700",78.157284419144,21.842715580856,1.91861690912924,0.0843348091924942,1.22285473329117,0,17.5627240143369,15.3,45250,"$25,000-49,999"
"51171040800",91.2189002717959,8.78109972820406,0.585406648546937,0.146351662136734,0,0,7.33849048714196,16.9,45943,"$25,000-49,999"
"51173030100",99.2680695333943,0.731930466605668,0,0,0.731930466605673,0,0,22.4,41761,"$25,000-49,999"
"51173030200",97.980943738657,2.01905626134301,0.340290381125227,0,0,0,0.930127041742287,35.2,30404,"$25,000-49,999"
"51173030301",93.8151743976987,6.18482560230134,3.73966199208918,0,0,0,2.44516361021215,26.2,35150,"$25,000-49,999"
"51173030302",91.7013527575442,8.29864724245577,4.21436004162331,0,0.130072840790843,0,1.61290322580645,16.1,38939,"$25,000-49,999"
"51173030400",91.0086718393428,8.99132816065723,0,0,1.91693290734824,1.00410771337289,2.55591054313099,9.1,37361,"$25,000-49,999"
"51173030500",89.9923896499239,10.0076103500761,6.65905631659056,0,0.494672754946728,0,1.82648401826484,31.6,36833,"$25,000-49,999"
"51173030600",90.5717151454363,9.4282848545637,3.3099297893681,0.668672684720829,0,0,2.54095620193915,41.4,28397,"$25,000-49,999"
"51173030701",93.6139332365747,6.38606676342526,2.01119635081899,0,0,0,3.83578685465478,21.2,51108,"$50,000-74,999"
"51173030702",97.4168126094571,2.58318739054291,0,0,0.218914185639229,0,1.70753064798599,13.2,46129,"$25,000-49,999"
"51175200100",75.3252788104089,24.6747211895911,22.8624535315985,0,0.255576208178439,0,0.557620817843866,17.9,59225,"$50,000-74,999"
"51175200200",48.8372093023256,51.1627906976744,47.3925299506695,0.140944326990839,0,0,2.00845665961945,16.7,47121,"$25,000-49,999"
"51175200300",37.9984362783425,62.0015637216575,56.3721657544957,0,0,0,2.34558248631744,,,
"51175200400",61.5532118887824,38.4467881112176,32.8219878555449,0.607222754873762,0,0,1.67785234899329,24,51031,"$50,000-74,999"
"51175200500",57.6965669988926,42.3034330011074,36.7940199335548,0.0276854928017719,0.359911406423034,0,0.968992248062015,14.4,46758,"$25,000-49,999"
"51177020104",77.8336476010895,22.1663523989105,14.0582442908024,0,1.44563167818982,0,4.27404148334381,15,102061,"$100,000+"
"51177020105",92.5729442970822,7.42705570291777,3.62511052166225,0.17683465959328,0.26525198938992,0,1.9893899204244,2.6,93098,"$75,000-99,999"
"51177020106",78.5020576131687,21.4979423868313,8.26337448559671,0,3.02880658436214,0.0493827160493827,8.65843621399177,0,86719,"$75,000-99,999"
"51177020107",82.2117892540428,17.7882107459572,7.82472613458529,0.834637454355764,3.02556077203965,0,4.32968179447053,2,107778,"$100,000+"
"51177020108",62.4970159942707,37.5029840057293,19.0498925757937,0.334208641680592,5.68154690857006,0,12.1269992838386,22.7,50807,"$50,000-74,999"
"51177020109",76.9516728624535,23.0483271375465,11.1524163568773,0.318640467339352,4.08921933085502,0,6.74455655868295,12.7,56103,"$50,000-74,999"
"51177020110",65.8802177858439,34.1197822141561,12.0300751879699,0,5.60020741508945,0,15.5561317085818,7.2,65913,"$50,000-74,999"
"51177020111",69.2940666955392,30.7059333044608,19.2724122996968,0.389779125162408,0.606323083585968,0,7.10264183629277,0,93125,"$75,000-99,999"
"51177020112",68.496079828938,31.503920171062,17.3913043478261,0,1.71062009978617,0,10.4062722736992,14.6,92167,"$75,000-99,999"
"51177020113",74.7806524184477,25.2193475815523,13.1608548931384,0.202474690663667,0.832395950506187,0.0899887514060742,8.70641169853768,0,93817,"$75,000-99,999"
"51177020114",57.5680272108844,42.4319727891156,22.3639455782313,0.102040816326531,2.04081632653061,0,15.7312925170068,8.9,90990,"$75,000-99,999"
"51177020201",60.655737704918,39.344262295082,15.0975800156128,0,4.52771272443404,0,14.1139734582358,10.9,76222,"$75,000-99,999"
"51177020202",64.2945290004113,35.7054709995886,19.5392842451666,0.34965034965035,3.33196215549157,0.596462361168243,9.66680378445084,11,73686,"$50,000-74,999"
"51177020203",58.4553660982949,41.5446339017051,26.5396188565697,0.922768304914744,4.99498495486459,0,7.86359077231695,8.3,90403,"$75,000-99,999"
"51177020204",72.8821931341072,27.1178068658928,12.0276611509015,0,2.98839219560385,0.345764386268214,6.9399851815263,2.5,84716,"$75,000-99,999"
"51177020205",65.0220771741217,34.9779228258783,14.743712804761,0,2.03493952774045,0,10.1938951814168,12.6,88843,"$75,000-99,999"
"51177020304",70.1532912533814,29.8467087466186,14.0441839495041,0,1.93868349864743,0,12.0378719567178,1.5,66964,"$50,000-74,999"
"51177020305",59.4136246047715,40.5863753952285,24.4610520264444,0,3.1618281115263,0,11.152630066111,10.3,64357,"$50,000-74,999"
"51177020306",52.6433477080339,47.3566522919661,28.9250918383645,0.479156684235745,5.78182398977799,0,9.91854336367992,3.2,95698,"$75,000-99,999"
"51177020307",54.4483034998664,45.5516965001336,19.1824739513759,0,4.99599251936949,2.69837029121026,17.8466470745391,3.9,77857,"$75,000-99,999"
"51177020308",68.8169364881694,31.1830635118306,19.3275217932752,0,3.5865504358655,0,7.49688667496887,2.1,95663,"$75,000-99,999"
"51177020309",65.346210509085,34.653789490915,19.5121951219512,1.94794565395318,1.0476346374202,0.0818464560484531,7.1533802586348,15.5,82750,"$75,000-99,999"
"51177020310",74.3652020313535,25.6347979686465,14.0869949216163,0,0.971516891145948,0,5.18878339589313,2.3,91250,"$75,000-99,999"
"51177020311",66.9377194603585,33.0622805396415,16.2262058769174,0.554426168915173,0.110885233783035,0,10.0351136573646,17.2,60041,"$50,000-74,999"
"51177020403",80.2668719527842,19.7331280472158,11.9835771105979,0.282268411598666,2.20682576340775,0,4.13138311521683,13.9,63583,"$50,000-74,999"
"51177020404",86.3896103896104,13.6103896103896,10.7792207792208,0.25974025974026,0.441558441558442,0,1.4025974025974,13,60466,"$50,000-74,999"
"51177020405",84.3962008141113,15.6037991858887,12.0488466757123,0,0,0,1.65535956580733,19,63100,"$50,000-74,999"
"51177020406",88.2401315789474,11.7598684210526,4.63267543859649,0.520833333333333,0.68530701754386,0,5.37280701754386,13.1,73301,"$50,000-74,999"
"51177020407",82.8882833787466,17.1117166212534,11.2988192552225,0.127157129881926,0.145322434150772,0,3.74205267938238,5.3,108681,"$100,000+"
"51177020408",81.6218130311615,18.3781869688385,7.82577903682719,0,0.743626062322946,0.106232294617564,5.84277620396601,4,84770,"$75,000-99,999"
"51179010103",65.3767298821117,34.6232701178883,13.7878011276269,0.820092260379293,2.87032291132752,0.281906714505382,12.7883136852896,9.8,108495,"$100,000+"
"51179010105",59.7061500455077,40.2938499544923,19.8673774541672,0,2.78247302041347,0.16902873488493,15.0175529840073,4.8,110634,"$100,000+"
"51179010106",83.1013272903852,16.8986727096148,8.51408222725801,0.194237617351894,1.10067983166073,0,3.46390417610877,7.1,125161,"$100,000+"
"51179010107",79.3939393939394,20.6060606060606,7.35930735930736,0,3.03030303030303,0,8.3982683982684,0,110896,"$100,000+"
"51179010108",54.7305189387619,45.2694810612381,27.8491573502419,0.233605873519106,2.00233605873519,0,11.2631403303855,5.5,103878,"$100,000+"
"51179010201",61.5346534653465,38.4653465346535,7.82178217821782,0,1.23762376237624,1.03960396039604,26.6336633663366,,,
"51179010202",81.0092752711838,18.9907247288162,6.06822826599591,0.141487187549128,3.17560132054708,0,6.24115705077818,5.1,107286,"$100,000+"
"51179010204",68.6629526462395,31.3370473537605,14.7418041568459,0.149989286479537,4.4032569102207,0.107135204628241,6.4066852367688,1.3,162880,"$100,000+"
"51179010205",67.5695041559186,32.4304958440814,18.8879335053024,0.100315276583548,1.53339065634852,0.60189165950129,8.39782172542276,2,125139,"$100,000+"
"51179010206",57.0430513595166,42.9569486404834,19.9206948640483,0,2.41691842900302,0,15.011329305136,5.4,88293,"$75,000-99,999"
"51179010207",38.2310814036763,61.7689185963237,29.3029362616376,0.942945810455956,4.18954404392457,0,23.7884936739079,8.3,64472,"$50,000-74,999"
"51179010210",52.7043513623424,47.2956486376576,15.7381049206995,0,4.98847770096245,0,21.7974786498577,0,89531,"$75,000-99,999"
"51179010211",46.4714022140221,53.5285977859779,26.5913284132841,0,5.69649446494465,0,17.9658671586716,8.2,86731,"$75,000-99,999"
"51179010212",57.7013963480129,42.2986036519871,17.8517722878625,0,3.78088077336198,0,16.4124597207304,7,103017,"$100,000+"
"51179010213",71.765601217656,28.234398782344,12.5190258751903,0.494672754946728,3.80517503805175,0,4.60426179604262,0,156354,"$100,000+"
"51179010214",61.3219726310354,38.6780273689646,18.0222050090369,0,3.7438678027369,0,14.9754712109476,5.3,96574,"$75,000-99,999"
"51179010301",75.4585558393313,24.5414441606687,12.0501509171117,0.0928720687253309,0.882284652890643,0,6.59391687949849,0.8,117100,"$100,000+"
"51179010303",65.471321221345,34.528678778655,18.4913916103871,0.256824883477599,4.63235993531818,0.171216588985066,6.68695900313897,11.8,113651,"$100,000+"
"51179010304",68.0983916745506,31.9016083254494,13.5666982024598,0,6.26300851466414,0,10.558183538316,5.2,61009,"$50,000-74,999"
"51179010305",52.4919981710105,47.5080018289895,23.7006553878982,0.121932632220698,5.77655845145557,0,12.7267184880354,9.3,86433,"$75,000-99,999"
"51179010403",72.0277514979502,27.9722485020498,13.1504257332072,1.00914538000631,2.86975717439294,0,5.26647745190792,2.3,93493,"$75,000-99,999"
"51179010404",75.9532128209023,24.0467871790977,13.4285280267355,0.227859638462707,0.744341485644843,0,8.03584991645147,3.8,83951,"$75,000-99,999"
"51179010405",68.688293370945,31.311706629055,16.4707726061746,0,2.52311549913807,0,6.75442720576712,5,97778,"$75,000-99,999"
"51179010406",72.039362063115,27.960637936885,9.46725483542586,0.644723447573804,0.712589073634204,0,6.88836104513064,5.2,80500,"$75,000-99,999"
"51179010502",79.88518436741,20.11481563259,9.75932877014794,1.03775667917863,0.485758445572974,0,5.40958268933539,3.8,87072,"$75,000-99,999"
"51179010503",86.7924528301887,13.2075471698113,0.80188679245283,2.87735849056604,1.17924528301887,0,5.66037735849057,8,93750,"$75,000-99,999"
"51179010504",86.1971830985916,13.8028169014085,6.76056338028169,0.563380281690141,0,0,2.98591549295775,0,72273,"$50,000-74,999"
"51181860100",52.924071082391,47.075928917609,43.9418416801292,0.420032310177706,0.516962843295638,0,0.61389337641357,29.4,54573,"$50,000-74,999"
"51181860200",51.1001100110011,48.8998899889989,47.9372937293729,0,0.247524752475248,0,0.137513751375138,7.8,57404,"$50,000-74,999"
"51183870100",41.8812989921613,58.1187010078387,55.4311310190369,0,2.07166853303471,0,0.279955207166853,13.8,36488,"$25,000-49,999"
"51183870201",38.7337572573956,61.2662427426044,55.1562068012165,0.552944429084877,0.138236107271219,0.138236107271219,2.40530826651921,2.6,56042,"$50,000-74,999"
"51183870202",21.7736369910283,78.2263630089717,68.2884748102139,0.552104899930987,0.276052449965493,0,4.4168391994479,,,
"51183870300",44.6021287379625,55.3978712620375,50.2787633046123,0,0.0506842372022301,0,3.6999493157628,40.6,36818,"$25,000-49,999"
"51183870400",57.2309801233722,42.7690198766278,40.7128169979438,0.137080191912269,0,0,1.57642220699109,40.8,27214,"$25,000-49,999"
"51185020100",87.4367088607595,12.5632911392405,7.78481012658228,0.158227848101266,0.189873417721519,0,2.65822784810127,23.9,37687,"$25,000-49,999"
"51185020200",88.0913204442616,11.9086795557384,9.19374742904155,0,0,0,1.3986013986014,16.2,39309,"$25,000-49,999"
"51185020300",94.7445900191373,5.25540998086266,4.18077432651259,0.191373472692478,0,0.250257618136317,0.633004563521272,36.7,30009,"$25,000-49,999"
"51185020400",99.5003747189608,0.499625281039218,0,0,0,0,0.174868848363727,27.3,38931,"$25,000-49,999"
"51185020500",97.5641869651086,2.43581303489138,0,0,0,0,0,22.6,31136,"$25,000-49,999"
"51185020600",97.9171435111009,2.08285648889907,0.823987182421607,0.343327992675669,0,0,0.389105058365759,15.2,42321,"$25,000-49,999"
"51185020700",87.3693915181315,12.6306084818685,3.96435156730178,0,1.10633066994468,0,0,17.1,45188,"$25,000-49,999"
"51185020800",93.5839598997494,6.41604010025063,2.60651629072682,0,0,0,3.20802005012531,7.8,38304,"$25,000-49,999"
"51185020900",98.3781278962002,1.62187210379982,0.231696014828545,0.278035217794254,1.11214087117702,0,0,19,31008,"$25,000-49,999"
"51185021000",98.4234234234234,1.57657657657657,0.425425425425425,0.35035035035035,0.35035035035035,0,0,12.7,35573,"$25,000-49,999"
"51185021100",92.7687750479178,7.23122495208225,1.69018992855898,0,1.27199860602892,0,1.77731312075274,6.9,51141,"$50,000-74,999"
"51187020100",93.5740236148956,6.42597638510445,1.74841053587648,0,0.692552225249773,0,2.10036330608538,6.1,84768,"$75,000-99,999"
"51187020200",95.6146657081237,4.38533429187635,2.44428468727534,0,0.467289719626168,0,1.47375988497484,0,96250,"$75,000-99,999"
"51187020300",93.1392931392931,6.86070686070686,1.72260172260172,0.267300267300267,0,0,1.32165132165132,9.5,67095,"$50,000-74,999"
"51187020400",82.794959908362,17.205040091638,7.58304696449026,0.366552119129439,2.38258877434135,0.0916380297823597,4.37571592210767,31.1,48628,"$25,000-49,999"
"51187020500",75.0529536361497,24.9470463638503,13.0854318663215,0.18827959519887,1.41209696399153,0,5.50717815956696,24.4,37350,"$25,000-49,999"
"51187020601",83.9809134287662,16.0190865712338,2.62440354464894,0,1.32924335378323,0,7.36196319018405,10.3,62177,"$50,000-74,999"
"51187020602",80.8270676691729,19.1729323308271,2.97334244702666,0.512645249487355,3.62269309637731,0,6.56185919343814,30.7,62179,"$50,000-74,999"
"51187020700",93.1056910569106,6.89430894308943,0.780487804878049,0.195121951219512,0,0,5.91869918699187,7.8,66200,"$50,000-74,999"
"51191010100",95.6612184249629,4.33878157503714,0.0594353640416048,0,0.950965824665676,0.178306092124814,1.06983655274889,9.1,51146,"$50,000-74,999"
"51191010200",95.7298552796141,4.27014472038592,0,0,0,0,1.76880471681258,11.7,41309,"$25,000-49,999"
"51191010300",98.0981794538362,1.90182054616385,0,0,0,0,0.43888166449935,16.3,40094,"$25,000-49,999"
"51191010401",94.2224152910513,5.77758470894874,1.69417897480452,0,0.564726324934839,0,2.3892267593397,0,73450,"$50,000-74,999"
"51191010402",92.9120695419592,7.08793045804079,2.30692076228686,0,1.20361083249749,0,2.97559344700769,16.7,44313,"$25,000-49,999"
"51191010501",93.4383880134332,6.56161198656677,2.16998191681736,0,0.206664944458796,0,2.8674761043658,8.2,43361,"$25,000-49,999"
"51191010502",92.2155688622755,7.78443113772455,3.97604790419162,0,2.08383233532934,0,1.58083832335329,36.1,26629,"$25,000-49,999"
"51191010601",93.1417044881493,6.85829551185073,3.80736258194655,0,0.806858295511851,0,2.24407463439234,14.8,58838,"$50,000-74,999"
"51191010602",89.4511994742031,10.5488005257969,4.76503450542228,0,1.67597765363128,0,1.15018074268814,23.9,53068,"$50,000-74,999"
"51191010700",97.4642392717815,2.53576072821846,0.433463372345037,0.0650195058517555,0.173385348938015,0,1.86389250108366,22.3,39704,"$25,000-49,999"
"51191010800",97.4923547400612,2.50764525993884,0,0,0,0,0.825688073394495,15.2,43482,"$25,000-49,999"
"51191010900",99.473563744564,0.526436255436025,0.183108262760357,0,0,0,0,22.4,39274,"$25,000-49,999"
"51191011000",97.7886272257323,2.21137277426766,0.172314761631246,0.574382538770821,0.229753015508329,0,0.459506031016657,7.7,60966,"$50,000-74,999"
"51193010100",50.6645990252548,49.3354009747452,47.2529906956136,0.199379707576429,0.287992910943731,0,1.35135135135135,10.5,40375,"$25,000-49,999"
"51193010200",63.3875338753388,36.6124661246612,34.7425474254743,0.21680216802168,0,0,0.460704607046071,6,67875,"$50,000-74,999"
"51193010300",55.6465273856578,44.3534726143422,21.089779785432,0.197628458498024,0.225861095426313,0,21.7955957086392,7,45905,"$25,000-49,999"
"51193010400",78.9519197509512,21.0480802490488,9.33932895191975,0.933932895191975,0.553441715669319,0,3.80491179522656,2.2,61250,"$50,000-74,999"
"51195930700",81.0077519379845,18.9922480620155,16.1001788908766,0.327966607036374,0,0,1.75909361955874,30.7,37273,"$25,000-49,999"
"51195930800",99.5808104331626,0.419189566837452,0,0,0,0,0.419189566837448,30.9,34432,"$25,000-49,999"
"51195930900",96.1936882678873,3.80631173211274,1.68634064080944,0.313177547578897,0.843170320404722,0,0.0481811611659841,19.6,41994,"$25,000-49,999"
"51195931000",98.8593155893536,1.14068441064639,1.14068441064639,0,0,0,0,20.3,41462,"$25,000-49,999"
"51195931100",94.2083490033847,5.79165099661527,2.55735238811583,0,0.0752162467092892,0,0.714554343738247,42.9,26250,"$25,000-49,999"
"51195931200",80.812324929972,19.187675070028,13.4142545907252,0.0622471210706505,0.606909430438842,0,3.19016495487084,39.8,33891,"$25,000-49,999"
"51195931300",93.2338564445588,6.76614355544122,4.75945459223051,0,0,0,0,37.4,39063,"$25,000-49,999"
