"Home","Away","Age Group","Gender","Field"
"CSA United 08B Gold U10 Boys NCSL","VIST Clifton Cobras U10 Boys NCSL","U10","Boys","Hallowing Point Park Back 22 (Field 7)"
"CSA INFERNO 03G U15 Girls NCSL","STAF Revolution 03G White U15 Girls NCSL","U15","Girls","Dunkirk District Park #7"
"CSA Flames 06G U12 Girls NCSL","PAC Gold 06 U12 Girls NCSL","U12","Girls","Hallowing Point Park Back 22 (Field 8)"
"CSA United 06B U12 Boys NCSL","BSC United U12 Boys NCSL","U12","Boys","Hallowing Point Park Back 22 (Field 8)"
"CSA Pride 08G U10 Girls NCSL","PWSI Girls 2008 Swoosh U10 Girls NCSL","U10","Girls","St. John Vianney Catholic Church"
"CSA Courage 08G U10 Girls NCSL","PWSI Girls 2008 Nike U10 Girls NCSL","U10","Girls","St. John Vianney Catholic Church"
"CUGI Kaizen 17 U16 Boys NCSL","VSA 02B Academy Select Red U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CUGI Kaizen 17 U16 Boys NCSL","FSCI Phoenix Orange U16 boys U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CUGI Kaizen 17 U16 Boys NCSL","FRSA ROX 02B Blue U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CUGI Kaizen 17 U16 Boys NCSL","LOUD 02B Silver U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CUGI Kaizen 17 U16 Boys NCSL","CPSA CSC Comets 02B U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CUGI Kaizen 17 U16 Boys NCSL","BRYC Elite Academy U16 Black U16 Boys NCSL","U16","Boys","Friends Meeting School Field 1"
"CYA 00G Purple U18 Girls NCSL","FSCI Phoenix Orange U18 Girls U18 Girls NCSL","U18","Girls","Arrowhead #1"
"CYA 03B Gold U15 Boys NCSL","FPYC United Blue 03 U15 Boys NCSL","U15","Boys","Arrowhead #1"
"CYA 04G Gold U14 Girls NCSL","FPYC Blue Fury 04 U14 Girls NCSL","U14","Girls","Arrowhead #1"
"CYA 08B Gold U10 Boys NCSL","CSA United 08B Black U10 Boys NCSL","U10","Boys","Sully Highlands 1B"
"CYA 06G Gold U12 Girls NCSL","CFC 06G Red U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 08B Purple U10 Boys NCSL","CSA United 08B Gold U10 Boys NCSL","U10","Boys","Sully Highlands 1B"
"CYA 06B Black U12 Boys NCSL","PAC Elite 06 White U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 04B Gold U14 Boys NCSL","SEVP Surge U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 00G Purple U18 Girls NCSL","HERN Saints FC U18 Girls NCSL","U18","Girls","Westfield HS Turf"
"CYA 04B Black U14 Boys NCSL","TCSC 04 Fusion Black U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 06B Black U12 Boys NCSL","GRFL 06B White U12 Boys NCSL","U12","Boys","Sully Highlands 2A"
"CYA 04G Gold U14 Girls NCSL","GRFL 04G Courage Blue U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 06B Gold U12 Boys NCSL","SEVP Premier Green U12 Boys NCSL","U12","Boys","Sully Highlands 2A"
"CYA 02G Gold U16 Girls NCSL","LAPL La Plata Liberty U16 Girls NCSL","U16","Girls","Westfield HS Turf"
"CYA 07G Gold U11 Girls NCSL","MCLN 2007 Girls Gold U11 Girls NCSL","U11","Girls","Sully Highlands 2A"
"CYA 07B Gold U11 Boys NCSL","HERN Central Black U11 Boys NCSL","U11","Boys","Sully Highlands 2A"
"CYA 02G Gold U16 Girls NCSL","FRSA CC Dynamite U16 Girls NCSL","U16","Girls","Westfield HS Turf"
"CYA 04B Gold U14 Boys NCSL","WIN United 04B Orange U14 Boys NCSL","U14","Boys","Westfield HS Turf"
"CYA 03B Gold U15 Boys NCSL","FSCI VISA Vasquez Academy 03 U15 Boys NCSL","U15","Boys","Sully Highlands 2"
"CYA 04G Black U14 Girls NCSL","FCVA Premier U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 06G Black U12 Girls NCSL","VSA 06G Pre Academy NCSL U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 01B Gold U17 Boys NCSL","DCST 01 Red Metros U17 Boys NCSL","U17","Boys","Westfield HS Turf"
"CYA 07G Gold U11 Girls NCSL","BETH Academy Green 07 U11 Girls NCSL","U11","Girls","Sully Highlands 1A"
"CYA 06B Gold U12 Boys NCSL","SAC United Blue U12 Boys NCSL","U12","Boys","Sully Highlands 1B"
"CYA 01B Gold U17 Boys NCSL","GRFL 01B Blue Omega U17 Boys NCSL","U17","Boys","Westfield HS Turf"
"CYA 06G Black U12 Girls NCSL","PAC Silver 06 U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 04G Black U14 Girls NCSL","POT Black 04 U14 Girls NCSL","U14","Girls","Poplar Tree Park #3"
"CYA 08G Gold U10 Girls NCSL","MSI MSC Academy Green U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 06G Gold U12 Girls NCSL","LOUD 06G Silver U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 05G Gold U13 Girls NCSL","FRSA ROX 05G Blue U13 Girls NCSL","U13","Girls","Poplar Tree Park #3"
"CYA 02B Gold U16 Boys NCSL","FPYC Strikers 02 U16 Boys NCSL","U16","Boys","Westfield HS Turf"
"CYA 08B Gold U10 Boys NCSL","VIST Shenandoah FC  Elite 08 U10 Boys NCSL","U10","Boys","Sully Highlands 1A"
"CYA 04B Gold U14 Boys NCSL","FPYC United Blue 04 U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 09G Purple U09 Girls NCSL","MSI Academy White U09 Girls NCSL","U09","Girls","Sully Highlands 1B"
"CYA 05B Gold U13 Boys NCSL","LAUR Lions U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 09B Gold U09 Boys NCSL","ALEX 09 Boys Blue U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 08B Purple U10 Boys NCSL","VIST Clifton Cobras U10 Boys NCSL","U10","Boys","Sully Highlands 1A"
"CYA 04B Black U14 Boys NCSL","GRFL 04B Azzurri Blue U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 03B Black U15 Boys NCSL","LMVS Patriots 2003 Blue U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 09B Purple U09 Boys NCSL","ALEX 09 Boys White U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 08G Purple U10 Girls NCSL","MSI MSC Academy White U10 Girls NCSL","U10","Girls","Sully Highlands 1A"
"CYA 00B Gold U18 Boys NCSL","FSCI Phoenix Orange U18 Boys U18 Boys NCSL","U18","Boys","Westfield HS Turf"
"CYA 05G Gold U13 Girls NCSL","FPYC United 05 U13 Girls NCSL","U13","Girls","Westfield HS Turf"
"CYA 09G Purple U09 Girls NCSL","HERN Calypso U09 Girls NCSL","U09","Girls","Sully Highlands 1A"
"CYA 06G Black U12 Girls NCSL","FCVA FCV Ashburn U12 Girls NCSL","U12","Girls","Sully Highlands 1B"
"CYA 04G Black U14 Girls NCSL","LAPL La Plata Lynx U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 08B Purple U10 Boys NCSL","MSI Academy Green U10 Boys NCSL","U10","Boys","Sully Highlands 1A"
"CYA 06B Black U12 Boys NCSL","TAFC Team America Spartans 2006 Red U12 Boys NCSL","U12","Boys","Sully Highlands 1B"
"CYA 03B Black U15 Boys NCSL","FRED FC Frederick '03 Royal II U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 08B Gold U10 Boys NCSL","MSI Academy White U10 Boys NCSL","U10","Boys","Sully Highlands 1A"
"CYA 00B Gold U18 Boys NCSL","CPSA CSC Comets 00B U18 Boys NCSL","U18","Boys","Westfield HS Turf"
"CYA 05B Gold U13 Boys NCSL","TAPK Takoma Galaxy U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 02B Gold U16 Boys NCSL","LAUR FC Strikers U16 Boys NCSL","U16","Boys","Westfield HS Turf"
"CYA 07B Gold U11 Boys NCSL","ASA Liverpool FCIAA MD 07B Academy U11 Boys NCSL","U11","Boys","Sully Highlands 1B"
"CYA 08G Purple U10 Girls NCSL","SMS Fusion U10 Girls NCSL","U10","Girls","Sully Highlands 1A"
"CYA 05B Black U13 Boys NCSL","FSCI FSCI-VISA Vasquez Academy 05 U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 08G Gold U10 Girls NCSL","LAPL La Plata Kraken U10 Girls NCSL","U10","Girls","Sully Highlands 1A"
"CYA 02G Gold U16 Girls NCSL","BRYC Elite Academy U16 Black U16 Girls NCSL","U16","Girls","Poplar Tree Park #3"
"CYA 00G Purple U18 Girls NCSL","CPSA CSC Comets 00G U18 Girls NCSL","U18","Girls","Chantilly High School Stadium Field"
"CYA 09B Gold U09 Boys NCSL","A3 West Brom U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 06B Black U12 Boys NCSL","A3 Spurs U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 07G Gold U11 Girls NCSL","ASA Tigresse 07 U11 Girls NCSL","U11","Girls","Sully Highlands 2A"
"CYA 00B Gold U18 Boys NCSL","BAC Union U18 Boys NCSL","U18","Boys","Westfield HS Turf"
"CYA 09B Purple U09 Boys NCSL","A3 Aston Villa U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 09G Purple U09 Girls NCSL","PWSI Girls 2009 Nike U09 Girls NCSL","U09","Girls","Sully Highlands 1A"
"CYA 04G Gold U14 Girls NCSL","ASA PGSA CD Alianza 04 U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 05B Gold U13 Boys NCSL","DCST White Metros U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 03B Black U15 Boys NCSL","ODFC Alliance U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 05B Black U13 Boys NCSL","BRYC Elite Academy U13 Black U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 05B Gold U13 Boys NCSL","PWSI Boys 2005 Pride U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 09B Purple U09 Boys NCSL","CALV Ponce Eagles 2009 U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 06G Gold U12 Girls NCSL","CSA Flames 06G U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 03B Gold U15 Boys NCSL","ARL 03B Blue U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 09B Gold U09 Boys NCSL","SCAA Green 09B U09 Boys NCSL","U09","Boys","Sully Highlands 1B"
"CYA 06B Black U12 Boys NCSL","FCVA United Premier 06B U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 02B Gold U16 Boys NCSL","ABGC United FC U16 Boys NCSL","U16","Boys","Westfield HS Turf"
"CYA 00B Gold U18 Boys NCSL","SDor BFC Barca '00 Elite U18 Boys NCSL","U18","Boys","Westfield HS Turf"
"CYA 05B Black U13 Boys NCSL","OLNY Rangers Red U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 03B Black U15 Boys NCSL","BAC America Mineiro U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 04G Black U14 Girls NCSL","A3 Fulham U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 01B Gold U17 Boys NCSL","HERN FC Munich U17 Boys NCSL","U17","Boys","Westfield HS Turf"
"CYA 07B Gold U11 Boys NCSL","POT Black 07 U11 Boys NCSL","U11","Boys","Sully Highlands 1A"
"CYA 07B Gold U11 Boys NCSL","SCAA Green 07B U11 Boys NCSL","U11","Boys","Sully Highlands 1A"
"CYA 04B Black U14 Boys NCSL","PAC Elite 04 White U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 06B Black U12 Boys NCSL","LMVS Patriots 2006 NCSL White U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 09G Purple U09 Girls NCSL","GRFL 09G Fire Blue U09 Girls NCSL","U09","Girls","Sully Highlands 1B"
"CYA 05G Gold U13 Girls NCSL","HERN Curve Red U13 Girls NCSL","U13","Girls","Poplar Tree Park #3"
"CYA 04G Gold U14 Girls NCSL","MRM Invictus '04G U14 Girls NCSL","U14","Girls","Westfield HS Turf"
"CYA 05B Black U13 Boys NCSL","SYC Lions 05 White U13 Boys NCSL","U13","Boys","Poplar Tree Park #3"
"CYA 08G Gold U10 Girls NCSL","A3 Oxford U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 00G Purple U18 Girls NCSL","LFC Intensity U18 Girls NCSL","U18","Girls","Westfield HS Turf"
"CYA 00B Gold U18 Boys NCSL","ALEX 00 Boys White U18 Boys NCSL","U18","Boys","Poplar Tree Park #3"
"CYA 08G Purple U10 Girls NCSL","A3 Arsenal U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 02G Gold U16 Girls NCSL","LFC Strikers U16 Girls NCSL","U16","Girls","Westfield HS Turf"
"CYA 04B Black U14 Boys NCSL","POT Black 04 U14 Boys NCSL","U14","Boys","Westfield HS Turf"
"CYA 01B Gold U17 Boys NCSL","TAFC Team America Spartans 01 U17 Boys NCSL","U17","Boys","Westfield HS Turf"
"CYA 05G Gold U13 Girls NCSL","ODFC Cesena '05 Girls White U13 Girls NCSL","U13","Girls","Westfield HS Turf"
"CYA 04B Gold U14 Boys NCSL","SMS United Premier U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 01B Gold U17 Boys NCSL","ALEX 01 Boys Red U17 Boys NCSL","U17","Boys","Chantilly High School Stadium Field"
"CYA 04B Black U14 Boys NCSL","FSCI VISA Vasquez Academy 04 U14 Boys NCSL","U14","Boys","Poplar Tree Park #3"
"CYA 09B Gold U09 Boys NCSL","HERN Atletico RED U09 Boys NCSL","U09","Boys","Sully Highlands 2A"
"CYA 09G Purple U09 Girls NCSL","VSA 09G Jr Academy Morgan U09 Girls NCSL","U09","Girls","Sully Highlands 1A"
"CYA 08G Purple U10 Girls NCSL","BETH Academy Blue 08 U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 09B Purple U09 Boys NCSL","HERN Atletico White U09 Boys NCSL","U09","Boys","Sully Highlands 2A"
"CYA 06B Gold U12 Boys NCSL","BSC United U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 08G Gold U10 Girls NCSL","BETH Academy White 08 U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 05B Gold U13 Boys NCSL","ARL 05B Blue U13 Boys NCSL","U13","Boys","Westfield HS Turf"
"CYA 02B Gold U16 Boys NCSL","REST 02 Avalanche U16 Boys NCSL","U16","Boys","Westfield HS Turf"
"CYA 05G Gold U13 Girls NCSL","SYC Pride 05 Orange U13 Girls NCSL","U13","Girls","Westfield HS Turf"
"CYA 00G Purple U18 Girls NCSL","LAPL Knights U18 Girls NCSL","U18","Girls","Westfield HS Turf"
"CYA 08G Purple U10 Girls NCSL","VSA 08G Jr Academy Morgan U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 06G Black U12 Girls NCSL","TAPK Takoma Marvels U12 Girls NCSL","U12","Girls","Sully Highlands 1A"
"CYA 04G Gold U14 Girls NCSL","HERN Deportivo Black U14 Girls NCSL","U14","Girls","Poplar Tree Park #3"
"CYA 06B Gold U12 Boys NCSL","WSC Brasil FC U12 Boys NCSL","U12","Boys","Sully Highlands 1A"
"CYA 03B Black U15 Boys NCSL","DCST White Metros U15 Boys NCSL","U15","Boys","Poplar Tree Park #3"
"CYA 08G Gold U10 Girls NCSL","VSA 08G Jr Academy Lloyd U10 Girls NCSL","U10","Girls","Sully Highlands 1B"
"CYA 03B Gold U15 Boys NCSL","ALEX 03 Boys Red U15 Boys NCSL","U15","Boys","Westfield HS Turf"
"CYA 07G Gold U11 Girls NCSL","TCSC 07 Triumph U11 Girls NCSL","U11","Girls","Sully Highlands 1A"
"CYA 06G Gold U12 Girls NCSL","ALEX 06 Girls Blue U12 Girls NCSL","U12","Girls","Sully Highlands 1B"
"CYA 05B Black U13 Boys NCSL","ASA Stampede 05 U13 Boys NCSL","U13","Boys","Poplar Tree Park #3"
"CYA 02G Gold U16 Girls NCSL","LFC Heat U16 Girls NCSL","U16","Girls","Westfield HS Turf"
"CYA 08B Gold U10 Boys NCSL","A3 Lions (Gold) U10 Boys NCSL","U10","Boys","Sully Highlands 1B"
"CYA 08B Purple U10 Boys NCSL","A3 Lions (Blue) U10 Boys NCSL","U10","Boys","Sully Highlands 1A"
"CYA 02B Gold U16 Boys NCSL","VBSC Vortex U16 Boys NCSL","U16","Boys","Poplar Tree Park #3"
"CYA 07B Gold U11 Boys NCSL","WSC Brasil FC U11 Boys NCSL","U11","Boys","Sully Highlands 1B"
"DAA Rebels U13 Girls NCSL","LFC Legends U13 Girls NCSL","U13","Girls","Davidsonville Park Field F"
"DAA Gators Green U11 Boys NCSL","MCLN 2007 Boys Silver U11 Boys NCSL","U11","Boys","Davidsonville Park Field B"
"DAA Rebels U13 Girls NCSL","LOUD 05G Silver U13 Girls NCSL","U13","Girls","Davidsonville Park Field F"
"DAA Gators Green U11 Boys NCSL","OLNY Rangers White U11 Boys NCSL","U11","Boys","Davidsonville Park Field B"
"DAA Gators Green U11 Boys NCSL","ARL 07B Blue U11 Boys NCSL","U11","Boys","Davidsonville Park Field B"
"DAA Rebels U13 Girls NCSL","MRM Rush 05G Coyotes U13 Girls NCSL","U13","Girls","Davidsonville Park Field F"
"DAA Gators Green U11 Boys NCSL","PWSI Boys 2007 White U11 Boys NCSL","U11","Boys","Davidsonville Park Field B"
"DAA Rebels U13 Girls NCSL","PAC Gold 05 U13 Girls NCSL","U13","Girls","Davidsonville Park Field F"
"DAA Rebels U13 Girls NCSL","CPSA CSC Comets 05G U13 Girls NCSL","U13","Girls","Davidsonville Park Field F"
"DAA Gators Green U11 Boys NCSL","HERN Central Red U11 Boys NCSL","U11","Boys","Davidsonville Park Field B"
"DCST White Metros U12 Boys NCSL","VYS 06B Black U12 Boys NCSL","U12","Boys","Shepherd ES"
"DCST Red Metros U17 Girls NCSL","MCLN 2001 Girls White U17 Girls NCSL","U17","Girls","Maryland SoccerPlex #3"
"DCST White Metros U12 Girls NCSL","LAPL La Plata Patriots U12 Girls NCSL","U12","Girls","Shepherd ES"
"DCST White Metros U13 Girls NCSL","LOUD 05G White U13 Girls NCSL","U13","Girls","Sidwell Friends Turf"
"DCST Black Metros U09 Boys NCSL","WIN United 09B Orange U09 Boys NCSL","U09","Boys","Shepherd ES"
"DCST White Metros U13 Boys NCSL","FWSA ES Aspirantes U13 Boys NCSL","U13","Boys","Sidwell Friends Turf"
"DCST White Metros U14 Boys NCSL","FRED FC Frederick '04 Royal II U14 Boys NCSL","U14","Boys","Sidwell Friends Turf"
"DCST White Metros U15 Boys NCSL","VSA 03B Academy Select U15 Boys NCSL","U15","Boys","Sidwell Friends Turf"
"DCST White Metros U12 Boys NCSL","GSC United Red 06 U12 Boys NCSL","U12","Boys",NA
"DCST Black Metros U10 Boys NCSL","VSA 08B Jr Academy Messi U10 Boys NCSL","U10","Boys","Shepherd ES"
"DCST White Metros U12 Girls NCSL","HERN Lightning White U12 Girls NCSL","U12","Girls","Jelleff Recreation Center SS #1"
"DCST Black Metros U12 Girls NCSL","MSI Academy White 06 (Storm) U12 Girls NCSL","U12","Girls","Jelleff Recreation Center SS #1"
"DCST Red Metros U17 Girls NCSL","PWSI Girls 2001 Pride U17 Girls NCSL","U17","Girls","Maryland SoccerPlex #3"
"DCST Black Metros U09 Boys NCSL","GRFL 09B Napoli U09 Boys NCSL","U09","Boys","Shepherd ES"
"DCST White Metros U11 Boys NCSL","STER FC Orange '07 U11 Boys NCSL","U11","Boys","Jelleff Recreation Center SS #1"
"DCST White Metros U15 Boys NCSL","CFC 03B Red U15 Boys NCSL","U15","Boys","Riggs LaSalle Community Center Field #1"
"DCST White Metros U14 Girls NCSL","PAC Cosmos U14 Girls NCSL","U14","Girls","Riggs LaSalle Community Center Field #1"
"DCST White Metros U13 Girls NCSL","ALEX 05 Girls White U13 Girls NCSL","U13","Girls","Riggs LaSalle Community Center Field #1"
"DCST White Metros U13 Boys NCSL","BETH Green 05 U13 Boys NCSL","U13","Boys","Riggs LaSalle Community Center Field #1"
"DCST White Metros U11 Boys NCSL","LAUR Lions White U11 Boys NCSL","U11","Boys","Jelleff Recreation Center SS #1"
"DCST Red Metros U17 Girls NCSL","MRM Rush Malietoa '01G U17 Girls NCSL","U17","Girls","Maryland SoccerPlex #16"
"DCST White Metros U11 Girls NCSL","GSC Spirit Red 07 U11 Girls NCSL","U11","Girls","Jelleff Recreation Center SS #1"
"DCST 01 Red Metros U17 Boys NCSL","TAFC Team America Spartans 01 U17 Boys NCSL","U17","Boys","Maryland SoccerPlex #5"
"DCST Black Metros U10 Boys NCSL","FPYC United Blue 08 U10 Boys NCSL","U10","Boys","Jelleff Recreation Center SS #1"
"DCST Black Metros U12 Girls NCSL","GRFL 06G Spurs White U12 Girls NCSL","U12","Girls","Jelleff Recreation Center SS #1"
"DCST White Metros U14 Girls NCSL","GRFL 04G Courage White U14 Girls NCSL","U14","Girls","Riggs LaSalle Community Center Field #1"
"DCST White Metros U15 Boys NCSL","FRED FC Frederick '03 Royal II U15 Boys NCSL","U15","Boys","Sidwell Friends Turf"
"DCST White Metros U11 Girls NCSL","SYC Pride 07 Orange U11 Girls NCSL","U11","Girls","Shepherd ES"
"DCST White Metros U14 Boys NCSL","BRYC Elite Academy U14 Black U14 Boys NCSL","U14","Boys","Sidwell Friends Turf"
"DCST 01 Red Metros U17 Boys NCSL","MCLN 2001 Boys White U17 Boys NCSL","U17","Boys","Maryland SoccerPlex #14"
"DCST Black Metros U10 Boys NCSL","MRM Lions Blue 08b U10 Boys NCSL","U10","Boys","Shepherd ES"
"DCST 01 Red Metros U17 Boys NCSL","STER FC Elite '01 Blackhawks U17 Boys NCSL","U17","Boys","Maryland SoccerPlex #3"
"DCST White Metros U13 Girls NCSL","GSC Spirit Red 05 U13 Girls NCSL","U13","Girls","Riggs LaSalle Community Center Field #1"
"DCST White Metros U12 Boys NCSL","PAC Elite 06 Navy U12 Boys NCSL","U12","Boys","Shepherd ES"
"DCST Black Metros U10 Boys NCSL","MCLN 2008 Boys Silver U10 Boys NCSL","U10","Boys","Shepherd ES"
"DCST White Metros U14 Boys NCSL","SAC United Black U14 Boys NCSL","U14","Boys","Sidwell Friends Turf"
"DCST Black Metros U09 Boys NCSL","CYA 09B Purple U09 Boys NCSL","U09","Boys","Shepherd ES"
"DCST White Metros U11 Girls NCSL","TAPK Takoma Pink Panthers U11 Girls NCSL","U11","Girls","Shepherd ES"
"DCST White Metros U13 Girls NCSL","MSI Academy Green U13 Girls NCSL","U13","Girls","Sidwell Friends Turf"
"DCST White Metros U13 Boys NCSL","PWSI Boys 2005 Pride U13 Boys NCSL","U13","Boys","Sidwell Friends Turf"
"DCST White Metros U15 Boys NCSL","ODFC Alliance U15 Boys NCSL","U15","Boys","Riggs LaSalle Community Center Field #1"
"DCST White Metros U12 Girls NCSL","MCLN 2006 Girls Silver U12 Girls NCSL","U12","Girls","Shepherd ES"
"DCST White Metros U12 Boys NCSL","FPYC United Gold 06 U12 Boys NCSL","U12","Boys","Palisades"
"DCST 01 Red Metros U17 Boys NCSL","CFC 01B Red U17 Boys NCSL","U17","Boys","Maryland SoccerPlex #3"
"DCST White Metros U11 Boys NCSL","BAC Dynamo U11 Boys NCSL","U11","Boys","Palisades"
"DCST White Metros U14 Girls NCSL","WIN United 04G Orange U14 Girls NCSL","U14","Girls","Riggs LaSalle Community Center Field #1"
"DCST Red Metros U17 Girls NCSL","GRFL 01G Renegades White U17 Girls NCSL","U17","Girls","Maryland SoccerPlex #3"
"DCST White Metros U14 Boys NCSL","MRM Vipers 04b U14 Boys NCSL","U14","Boys","Riggs LaSalle Community Center Field #1"
"DCST White Metros U13 Boys NCSL","LAUR Lions U13 Boys NCSL","U13","Boys","Riggs LaSalle Community Center Field #1"
"DCST White Metros U12 Girls NCSL","VYS 06G Black U12 Girls NCSL","U12","Girls","Shepherd ES"
"DCST White Metros U11 Girls NCSL","MSI MSC Academy White U11 Girls NCSL","U11","Girls","Shepherd ES"
"DCST Black Metros U12 Girls NCSL","SYC Pride 06 Orange U12 Girls NCSL","U12","Girls","Palisades"
"DCST White Metros U11 Boys NCSL","SYA Cardinals '07 Black U11 Boys NCSL","U11","Boys","Shepherd ES"
"DCST Black Metros U09 Boys NCSL","HERN Atletico White U09 Boys NCSL","U09","Boys","Palisades"
"DCST White Metros U12 Boys NCSL","POT Black 06 U12 Boys NCSL","U12","Boys","Shepherd ES"
"DCST White Metros U13 Boys NCSL","FTSC Future Monarchs White '05 U13 Boys NCSL","U13","Boys","Jelleff Recreation Center SS #1"
"DCST White Metros U14 Girls NCSL","SCAA Green 04G U14 Girls NCSL","U14","Girls","Jelleff Recreation Center SS #1"
"DCST White Metros U14 Boys NCSL","VSA 04B Pre Academy Select Red U14 Boys NCSL","U14","Boys","Jelleff Recreation Center SS #1"
"DSC Sparks U19 Girls NCSL","FRSA Wolves U19 Girls NCSL","U19","Girls","Maryland SoccerPlex #14"
"DSC Sparks U19 Girls NCSL","VYS Fusion U19 Girls NCSL","U19","Girls","Maryland SoccerPlex #6"
"DSC Sparks U19 Girls NCSL","LFC Tornado U19 Girls NCSL","U19","Girls","Maryland SoccerPlex #7"
