"Home","Away","Age.Group","Field","Gender"
"SYA 2007 U11 Male CCL II","Fredericksburg FC 2007 U11 Male CCL II","U11",,"Boys"
"Ellicott City 2007 U11 Female CCL II","LMVSC 2007 U11 Female CCL II","U11","Glenelg Country School #2","Girls"
"FC Frederick 2007 U11 Female CCL II","FCSC United 2007 U11 Female CCL II","U11","Urbana High School #Aux","Girls"
"Loudoun 2007 U11 Female CCL II","Potomac 2007 U11 Female CCL II","U11","Philip Bolen Park #16","Girls"
"DC Stoddert 2007 U11 Female CCL II","McLean 2007 U11 Female CCL II","U11","Palisades","Girls"
"SYC 2007 U11 Female CCL II","Arlington 2007 U11 Female CCL II","U11","Hooes Road Park #3","Girls"
"SYA 2007 U11 Female CCL II","Fredericksburg FC 2007 U11 Female CCL II","U11",,"Girls"
"LMVSC 2002 U16 Male CCL II","Loudoun 2002 U16 Male CCL II","U16","Edison High School (EHS) #Stadium","Boys"
"McLean 2002 U16 Female CCL II","Fredericksburg FC 2002 U16 Female CCL II","U16",,"Girls"
"Arlington 2003 U15 Male CCL II","DC Stoddert 2003 U15 Male CCL II","U15","Washington-Lee High School Stadium","Boys"
"McLean 2003 U15 Male CCL II","Potomac 2003 U15 Male CCL II","U15","Spring Hill Recreation Center #2","Boys"
"NVSC 2003 U15 Male CCL II","Ellicott City 2003 U15 Male CCL II","U15","Hellwig Park #7","Boys"
"Fredericksburg FC 2003 U15 Male CCL II","FC Frederick 2003 U15 Male CCL II","U15",,"Boys"
"LMVSC 2003 U15 Male CCL II","Loudoun 2003 U15 Male CCL II","U15","Edison High School (EHS) #Stadium","Boys"
"SYA 2003 U15 Male CCL II","SYC 2003 U15 Male CCL II","U15","Centerville High School #Stadium","Boys"
"Arlington 2003 U15 Female CCL II","DC Stoddert 2003 U15 Female CCL II","U15","Williamsburg Middle School #1","Girls"
"McLean 2003 U15 Female CCL II","Potomac 2003 U15 Female CCL II","U15","Lewinsville Park #2","Girls"
"NVSC 2003 U15 Female CCL II","Ellicott City 2003 U15 Female CCL II","U15",,"Girls"
"Fredericksburg FC 2003 U15 Female CCL II","FC Frederick 2003 U15 Female CCL II","U15","FFC Park #12","Girls"
"LMVSC 2003 U15 Female CCL II","Loudoun 2003 U15 Female CCL II","U15","Edison High School (EHS) #Stadium","Girls"
"SYA 2003 U15 Female CCL II","SYC 2003 U15 Female CCL II","U15","Centerville High School #Stadium","Girls"
"Arlington 2004 U14 Male CCL II","DC Stoddert 2004 U14 Male CCL II","U14","Virginia Highlands #1","Boys"
"McLean 2004 U14 Male CCL II","Potomac 2004 U14 Male CCL II","U14","Spring Hill Recreation Center #2","Boys"
"NVSC 2004 U14 Male CCL II","Ellicott City 2004 U14 Male CCL II","U14","Hellwig Park #7","Boys"
"Fredericksburg FC 2004 U14 Male CCL II","FC Frederick 2004 U14 Male CCL II","U14","FFC Park #13","Boys"
"LMVSC 2004 U14 Male CCL II","Loudoun 2004 U14 Male CCL II","U14","Edison High School (EHS) #Stadium","Boys"
"SYA 2004 U14 Male CCL II","SYC 2004 U14 Male CCL II","U14","Centerville High School #Stadium","Boys"
"Arlington 2004 U14 Female CCL II","DC Stoddert 2004 U14 Female CCL II","U14","Washington-Lee High School Stadium","Girls"
"McLean 2004 U14 Female CCL II","Potomac 2004 U14 Female CCL II","U14",,"Girls"
"NVSC 2004 U14 Female CCL II","Ellicott City 2004 U14 Female CCL II","U14","Hellwig Park #8","Girls"
"Fredericksburg FC 2004 U14 Female CCL II","FC Frederick 2004 U14 Female CCL II","U14","FFC Park #13","Girls"
"LMVSC 2004 U14 Female CCL II","Loudoun 2004 U14 Female CCL II","U14","Edison High School (EHS) #Lower","Girls"
"SYA 2004 U14 Female CCL II","SYC 2004 U14 Female CCL II","U14",,"Girls"
"Arlington 2005 U13 Male CCL II","DC Stoddert 2005 U13 Male CCL II","U13","Virginia Highlands #1","Boys"
"McLean 2005 U13 Male CCL II","Potomac 2005 U13 Male CCL II","U13","Spring Hill Recreation Center #2","Boys"
"NVSC 2005 U13 Male CCL II","Ellicott City 2005 U13 Male CCL II","U13","Hellwig Park #2","Boys"
"Fredericksburg FC 2005 U13 Male CCL II","FC Frederick 2005 U13 Male CCL II","U13","FFC Park #13","Boys"
"LMVSC 2005 U13 Male CCL II","Loudoun 2005 U13 Male CCL II","U13","Edison High School (EHS) #Stadium","Boys"
"SYA 2005 U13 Male CCL II","SYC 2005 U13 Male CCL II","U13","EC Lawrence Park #3","Boys"
"Arlington 2005 U13 Female CCL II","DC Stoddert 2005 U13 Female CCL II","U13","Williamsburg Middle School #1","Girls"
"McLean 2005 U13 Female CCL II","Potomac 2005 U13 Female CCL II","U13","Spring Hill Recreation Center #2","Girls"
"NVSC 2005 U13 Female CCL II","Ellicott City 2005 U13 Female CCL II","U13","Hellwig Park #2","Girls"
"Fredericksburg FC 2005 U13 Female CCL II","FC Frederick 2005 U13 Female CCL II","U13","FFC Park #13","Girls"
"LMVSC 2005 U13 Female CCL II","Loudoun 2005 U13 Female CCL II","U13","Edison High School (EHS) #Lower","Girls"
"SYA 2005 U13 Female CCL II","SYC 2005 U13 Female CCL II","U13","EC Lawrence Park #3","Girls"
"Arlington 2006 U12 Male CCL II","DC Stoddert 2006 U12 Male CCL II","U12","Williamsburg Middle School #1B","Boys"
"McLean 2006 U12 Male CCL II","Potomac 2006 U12 Male CCL II","U12","Spring Hill Recreation Center #3","Boys"
"NVSC 2006 U12 Male CCL II","Ellicott City 2006 U12 Male CCL II","U12","Hellwig Park #3","Boys"
"Fredericksburg FC 2006 U12 Male CCL II","FC Frederick 2006 U12 Male CCL II","U12","FFC Park #15a","Boys"
"LMVSC 2006 U12 Male CCL II","Loudoun 2006 U12 Male CCL II","U12","Edison High School (EHS) #Lower Left","Boys"
"SYA 2006 U12 Male CCL II","SYC 2006 U12 Male CCL II","U12","Centerville High School #Practice - Turf","Boys"
"Arlington 2006 U12 Female CCL II","DC Stoddert 2006 U12 Female CCL II","U12","Williamsburg Middle School #1A","Girls"
"McLean 2006 U12 Female CCL II","Potomac 2006 U12 Female CCL II","U12","Spring Hill Recreation Center #3","Girls"
"NVSC 2006 U12 Female CCL II","Ellicott City 2006 U12 Female CCL II","U12","Hellwig Park #2","Girls"
"Fredericksburg FC 2006 U12 Female CCL II","FC Frederick 2006 U12 Female CCL II","U12","FFC Park #15a","Girls"
"LMVSC 2006 U12 Female CCL II","Loudoun 2006 U12 Female CCL II","U12","Edison High School (EHS) #Lower Right","Girls"
"SYA 2006 U12 Female CCL II","SYC 2006 U12 Female CCL II","U12","Centerville High School #Practice - Turf","Girls"
"Arlington 2007 U11 Male CCL II","DC Stoddert 2007 U11 Male CCL II","U11","Williamsburg Middle School #1A","Boys"
"McLean 2007 U11 Male CCL II","Potomac 2007 U11 Male CCL II","U11","Spring Hill Recreation Center #3","Boys"
"NVSC 2007 U11 Male CCL II","Ellicott City 2007 U11 Male CCL II","U11","Hellwig Park #3","Boys"
"Fredericksburg FC 2007 U11 Male CCL II","FC Frederick 2007 U11 Male CCL II","U11",,"Boys"
"LMVSC 2007 U11 Male CCL II","Loudoun 2007 U11 Male CCL II","U11","Edison High School (EHS) #Lower Left","Boys"
"SYA 2007 U11 Male CCL II","SYC 2007 U11 Male CCL II","U11","Centerville High School #Practice - Turf","Boys"
"Arlington 2007 U11 Female CCL II","DC Stoddert 2007 U11 Female CCL II","U11","Williamsburg Middle School #1B","Girls"
"McLean 2007 U11 Female CCL II","Potomac 2007 U11 Female CCL II","U11","Spring Hill Recreation Center #3","Girls"
"NVSC 2007 U11 Female CCL II","Ellicott City 2007 U11 Female CCL II","U11","Hellwig Park #2","Girls"
"Fredericksburg FC 2007 U11 Female CCL II","FC Frederick 2007 U11 Female CCL II","U11",,"Girls"
"LMVSC 2007 U11 Female CCL II","Loudoun 2007 U11 Female CCL II","U11","Edison High School (EHS) #Lower Right","Girls"
"SYA 2007 U11 Female CCL II","SYC 2007 U11 Female CCL II","U11","Centerville High School #Practice - Turf","Girls"
"NVSC 2003 U15 Female CCL II","Fredericksburg FC 2003 U15 Female CCL II","U15","Hellwig Park #2","Girls"
"SYC 2003 U15 Male CCL II","McLean 2003 U15 Male CCL II","U15","Franconia Park #4","Boys"
"NVSC 2004 U14 Male CCL II","Fredericksburg FC 2004 U14 Male CCL II","U14","Hellwig Park #3","Boys"
"NVSC 2004 U14 Female CCL II","Fredericksburg FC 2004 U14 Female CCL II","U14","Hellwig Park #3","Girls"
"NVSC 2005 U13 Male CCL II","Fredericksburg FC 2005 U13 Male CCL II","U13","Hellwig Park #3","Boys"
"NVSC 2005 U13 Female CCL II","Fredericksburg FC 2005 U13 Female CCL II","U13","Hellwig Park #3","Girls"
"NVSC 2006 U12 Male CCL II","Fredericksburg FC 2006 U12 Male CCL II","U12","Hellwig Park #3","Boys"
"NVSC 2006 U12 Female CCL II","Fredericksburg FC 2006 U12 Female CCL II","U12","Hellwig Park #3","Girls"
"DC Stoddert 2002 U16 Male CCL II","Fredericksburg FC 2002 U16 Male CCL II","U16","Riggs La Salle","Boys"
"FCSC United 2002 U16 Male CCL II","McLean 2002 U16 Male CCL II","U16",,"Boys"
"SYC 2002 U16 Male CCL II","Loudoun 2002 U16 Male CCL II","U16","Loisdale Park #Turf","Boys"
"NVSC 2002 U16 Female CCL II","SYA 2002 U16 Female CCL II","U16",,"Girls"
"SYC 2002 U16 Female CCL II","Loudoun 2002 U16 Female CCL II","U16","Loisdale Park #Turf","Girls"
"Ellicott City 2003 U15 Male CCL II","SYA 2003 U15 Male CCL II","U15","River Hill HS #Stadium","Boys"
"FC Frederick 2003 U15 Male CCL II","NVSC 2003 U15 Male CCL II","U15","Urbana High School #Stadium","Boys"
"Potomac 2003 U15 Male CCL II","SYC 2003 U15 Male CCL II","U15","Maryland SoccerPlex #4","Boys"
"LMVSC 2003 U15 Male CCL II","Arlington 2003 U15 Male CCL II","U15","Bryant Alternative School #Stadium","Boys"
"DC Stoddert 2003 U15 Male CCL II","Fredericksburg FC 2003 U15 Male CCL II","U15",,"Boys"
"FCSC United 2003 U15 Male CCL II","McLean 2003 U15 Male CCL II","U15","Athey Complex #Coun","Boys"
"Ellicott City 2003 U15 Female CCL II","SYA 2003 U15 Female CCL II","U15",,"Girls"
"FC Frederick 2003 U15 Female CCL II","NVSC 2003 U15 Female CCL II","U15",,"Girls"
"Potomac 2003 U15 Female CCL II","SYC 2003 U15 Female CCL II","U15","Maryland SoccerPlex #4","Girls"
"LMVSC 2003 U15 Female CCL II","Arlington 2003 U15 Female CCL II","U15","Edison High School (EHS)","Girls"
"DC Stoddert 2003 U15 Female CCL II","Fredericksburg FC 2003 U15 Female CCL II","U15","Sidwell Friends HS","Girls"
"FCSC United 2003 U15 Female CCL II","McLean 2003 U15 Female CCL II","U15","Athey Complex #Country Chevrolet","Girls"
"Ellicott City 2004 U14 Male CCL II","SYA 2004 U14 Male CCL II","U14","River Hill HS #Stadium","Boys"
"FC Frederick 2004 U14 Male CCL II","NVSC 2004 U14 Male CCL II","U14","Urbana High School #Stadium","Boys"
"Potomac 2004 U14 Male CCL II","SYC 2004 U14 Male CCL II","U14","Maryland SoccerPlex #4","Boys"
"LMVSC 2004 U14 Male CCL II","Arlington 2004 U14 Male CCL II","U14","Lee District Park (LDP) #4 (full)","Boys"
"DC Stoddert 2004 U14 Male CCL II","Fredericksburg FC 2004 U14 Male CCL II","U14","Jelleff","Boys"
"FCSC United 2004 U14 Male CCL II","McLean 2004 U14 Male CCL II","U14","Athey Complex #Country Chevrolet","Boys"
"Ellicott City 2004 U14 Female CCL II","SYA 2004 U14 Female CCL II","U14",,"Girls"
"FC Frederick 2004 U14 Female CCL II","NVSC 2004 U14 Female CCL II","U14","Urbana High School #Stadium","Girls"
"Potomac 2004 U14 Female CCL II","SYC 2004 U14 Female CCL II","U14","Maryland SoccerPlex #4","Girls"
"LMVSC 2004 U14 Female CCL II","Arlington 2004 U14 Female CCL II","U14","Lee District Park (LDP) #4 (full)","Girls"
"DC Stoddert 2004 U14 Female CCL II","Fredericksburg FC 2004 U14 Female CCL II","U14","Jelleff","Girls"
"FCSC United 2004 U14 Female CCL II","McLean 2004 U14 Female CCL II","U14",,"Girls"
"Ellicott City 2005 U13 Male CCL II","SYA 2005 U13 Male CCL II","U13","River Hill HS #Stadium","Boys"
"FC Frederick 2005 U13 Male CCL II","NVSC 2005 U13 Male CCL II","U13","Urbana High School #Stadium","Boys"
"Potomac 2005 U13 Male CCL II","SYC 2005 U13 Male CCL II","U13","Maryland SoccerPlex #4","Boys"
"LMVSC 2005 U13 Male CCL II","Arlington 2005 U13 Male CCL II","U13","Lee District Park (LDP) #4 (full)","Boys"
"DC Stoddert 2005 U13 Male CCL II","Fredericksburg FC 2005 U13 Male CCL II","U13","Riggs La Salle","Boys"
"FCSC United 2005 U13 Male CCL II","McLean 2005 U13 Male CCL II","U13","Athey Complex #Country Chevrolet","Boys"
"Ellicott City 2005 U13 Female CCL II","SYA 2005 U13 Female CCL II","U13","River Hill HS #Stadium Field","Girls"
"FC Frederick 2005 U13 Female CCL II","NVSC 2005 U13 Female CCL II","U13","Urbana High School #Stadium","Girls"
"Potomac 2005 U13 Female CCL II","SYC 2005 U13 Female CCL II","U13","Maryland SoccerPlex #4","Girls"
"LMVSC 2005 U13 Female CCL II","Arlington 2005 U13 Female CCL II","U13","Lee District Park (LDP) #4 (full)","Girls"
"DC Stoddert 2005 U13 Female CCL II","Fredericksburg FC 2005 U13 Female CCL II","U13","Jelleff","Girls"
"FCSC United 2005 U13 Female CCL II","McLean 2005 U13 Female CCL II","U13",,"Girls"
"Ellicott City 2006 U12 Male CCL II","SYA 2006 U12 Male CCL II","U12","Glenelg Country School #2","Boys"
"FC Frederick 2006 U12 Male CCL II","NVSC 2006 U12 Male CCL II","U12","Urbana High School #Aux","Boys"
"Potomac 2006 U12 Male CCL II","SYC 2006 U12 Male CCL II","U12","Maryland SoccerPlex #6a","Boys"
"LMVSC 2006 U12 Male CCL II","Arlington 2006 U12 Male CCL II","U12","Edison High School (EHS) #Lower Right","Boys"
"DC Stoddert 2006 U12 Male CCL II","Fredericksburg FC 2006 U12 Male CCL II","U12","Palisades","Boys"
"FCSC United 2006 U12 Male CCL II","McLean 2006 U12 Male CCL II","U12","Athey Complex #Angler 1","Boys"
"Ellicott City 2006 U12 Female CCL II","SYA 2006 U12 Female CCL II","U12","Glenelg Country School #2","Girls"
"FC Frederick 2006 U12 Female CCL II","NVSC 2006 U12 Female CCL II","U12","Urbana High School #Aux","Girls"
"Potomac 2006 U12 Female CCL II","SYC 2006 U12 Female CCL II","U12","Maryland SoccerPlex #6b","Girls"
"LMVSC 2006 U12 Female CCL II","Arlington 2006 U12 Female CCL II","U12","Edison High School (EHS) #Lower Right","Girls"
"DC Stoddert 2006 U12 Female CCL II","Fredericksburg FC 2006 U12 Female CCL II","U12","Palisades","Girls"
"FCSC United 2006 U12 Female CCL II","McLean 2006 U12 Female CCL II","U12","Athey Complex #Angler 1","Girls"
"Ellicott City 2007 U11 Male CCL II","SYA 2007 U11 Male CCL II","U11","Glenelg Country School #2","Boys"
"FC Frederick 2007 U11 Male CCL II","NVSC 2007 U11 Male CCL II","U11","Urbana High School #Aux","Boys"
"Potomac 2007 U11 Male CCL II","SYC 2007 U11 Male CCL II","U11","Maryland SoccerPlex #6a","Boys"
"LMVSC 2007 U11 Male CCL II","Arlington 2007 U11 Male CCL II","U11","Edison High School (EHS) #Lower Left","Boys"
"DC Stoddert 2007 U11 Male CCL II","Fredericksburg FC 2007 U11 Male CCL II","U11",,"Boys"
"FCSC United 2007 U11 Male CCL II","McLean 2007 U11 Male CCL II","U11","Athey Complex #Angler 1","Boys"
"Ellicott City 2007 U11 Female CCL II","SYA 2007 U11 Female CCL II","U11","Glenelg Country School #2","Girls"
"FC Frederick 2007 U11 Female CCL II","NVSC 2007 U11 Female CCL II","U11","Urbana High School #Aux","Girls"
"Potomac 2007 U11 Female CCL II","SYC 2007 U11 Female CCL II","U11","Maryland SoccerPlex #6b","Girls"
"LMVSC 2007 U11 Female CCL II","Arlington 2007 U11 Female CCL II","U11","Edison High School (EHS) #Lower Left","Girls"
"DC Stoddert 2007 U11 Female CCL II","Fredericksburg FC 2007 U11 Female CCL II","U11",,"Girls"
"FCSC United 2007 U11 Female CCL II","McLean 2007 U11 Female CCL II","U11","Athey Complex #Angler 1","Girls"
"Ellicott City 2002 U16 Male CCL II","FCSC United 2002 U16 Male CCL II","U16","Glenelg Country School #Stadium Field","Boys"
"LMVSC 2002 U16 Male CCL II","FC Frederick 2002 U16 Male CCL II","U16","Thomas Jefferson High School #Aux Field (Turf)","Boys"
"LMVSC 2002 U16 Female CCL II","FC Frederick 2002 U16 Female CCL II","U16","Edison High School (EHS) #Lower","Girls"
"Ellicott City 2002 U16 Female CCL II","SYC 2002 U16 Female CCL II","U16","Glenelg Country School #Stadium Field","Girls"
"Loudoun 2002 U16 Female CCL II","Potomac 2002 U16 Female CCL II","U16","East Gate Park #1","Girls"
"Ellicott City 2003 U15 Male CCL II","FCSC United 2003 U15 Male CCL II","U15","River Hill HS #Stadium","Boys"
"LMVSC 2003 U15 Male CCL II","FC Frederick 2003 U15 Male CCL II","U15","Edison High School (EHS) #Lower","Boys"
"DC Stoddert 2003 U15 Male CCL II","Loudoun 2003 U15 Male CCL II","U15","The Barrie School","Boys"
"McLean 2003 U15 Male CCL II","SYA 2003 U15 Male CCL II","U15","Linway","Boys"
"Fredericksburg FC 2003 U15 Male CCL II","SYC 2003 U15 Male CCL II","U15",,"Boys"
"NVSC 2003 U15 Male CCL II","Potomac 2003 U15 Male CCL II","U15","Hellwig Park #8","Boys"
"Ellicott City 2003 U15 Female CCL II","FCSC United 2003 U15 Female CCL II","U15",,"Girls"
"LMVSC 2003 U15 Female CCL II","FC Frederick 2003 U15 Female CCL II","U15","Edison High School (EHS) #Lower","Girls"
"DC Stoddert 2003 U15 Female CCL II","Loudoun 2003 U15 Female CCL II","U15","The Barrie School","Girls"
"McLean 2003 U15 Female CCL II","SYA 2003 U15 Female CCL II","U15","Linway","Girls"
"Fredericksburg FC 2003 U15 Female CCL II","SYC 2003 U15 Female CCL II","U15","FFC Park #13","Girls"
"NVSC 2003 U15 Female CCL II","Potomac 2003 U15 Female CCL II","U15","Hellwig Park #8","Girls"
"Ellicott City 2004 U14 Male CCL II","FCSC United 2004 U14 Male CCL II","U14","River Hill HS #Stadium","Boys"
"LMVSC 2004 U14 Male CCL II","FC Frederick 2004 U14 Male CCL II","U14","Thomas Jefferson High School #Aux Field (Turf)","Boys"
"DC Stoddert 2004 U14 Male CCL II","Loudoun 2004 U14 Male CCL II","U14","The Barrie School","Boys"
"McLean 2004 U14 Male CCL II","SYA 2004 U14 Male CCL II","U14","Linway","Boys"
"Fredericksburg FC 2004 U14 Male CCL II","SYC 2004 U14 Male CCL II","U14","FFC Park #13","Boys"
"NVSC 2004 U14 Male CCL II","Potomac 2004 U14 Male CCL II","U14","Hellwig Park #8","Boys"
"Ellicott City 2004 U14 Female CCL II","FCSC United 2004 U14 Female CCL II","U14","River Hill HS #Stadium","Girls"
"LMVSC 2004 U14 Female CCL II","FC Frederick 2004 U14 Female CCL II","U14","Thomas Jefferson High School #Aux Field (Turf)","Girls"
"DC Stoddert 2004 U14 Female CCL II","Loudoun 2004 U14 Female CCL II","U14","The Barrie School","Girls"
"McLean 2004 U14 Female CCL II","SYA 2004 U14 Female CCL II","U14",,"Girls"
"Fredericksburg FC 2004 U14 Female CCL II","SYC 2004 U14 Female CCL II","U14","FFC Park #13","Girls"
"NVSC 2004 U14 Female CCL II","Potomac 2004 U14 Female CCL II","U14","Hellwig Park #2","Girls"
"Ellicott City 2005 U13 Male CCL II","FCSC United 2005 U13 Male CCL II","U13","River Hill HS #Stadium","Boys"
"LMVSC 2005 U13 Male CCL II","FC Frederick 2005 U13 Male CCL II","U13","Thomas Jefferson High School #Aux Field (Turf)","Boys"
"DC Stoddert 2005 U13 Male CCL II","Loudoun 2005 U13 Male CCL II","U13","The Barrie School","Boys"
"McLean 2005 U13 Male CCL II","SYA 2005 U13 Male CCL II","U13","Linway","Boys"
"Fredericksburg FC 2005 U13 Male CCL II","SYC 2005 U13 Male CCL II","U13","FFC Park #13","Boys"
"NVSC 2005 U13 Male CCL II","Potomac 2005 U13 Male CCL II","U13","Hellwig Park #2","Boys"
"Ellicott City 2005 U13 Female CCL II","FCSC United 2005 U13 Female CCL II","U13","River Hill HS","Girls"
"LMVSC 2005 U13 Female CCL II","FC Frederick 2005 U13 Female CCL II","U13","Edison High School (EHS) #Lower","Girls"
"DC Stoddert 2005 U13 Female CCL II","Loudoun 2005 U13 Female CCL II","U13","The Barrie School","Girls"
"McLean 2005 U13 Female CCL II","SYA 2005 U13 Female CCL II","U13","Linway","Girls"
"Fredericksburg FC 2005 U13 Female CCL II","SYC 2005 U13 Female CCL II","U13","FFC Park #13","Girls"
"NVSC 2005 U13 Female CCL II","Potomac 2005 U13 Female CCL II","U13","Hellwig Park #3","Girls"
"Ellicott City 2006 U12 Male CCL II","FCSC United 2006 U12 Male CCL II","U12","Glenelg Country School #2","Boys"
"LMVSC 2006 U12 Male CCL II","FC Frederick 2006 U12 Male CCL II","U12","Edison High School (EHS) #Lower Left","Boys"
"DC Stoddert 2006 U12 Male CCL II","Loudoun 2006 U12 Male CCL II","U12","Jelleff Recreation Center","Boys"
"McLean 2006 U12 Male CCL II","SYA 2006 U12 Male CCL II","U12","Police Field","Boys"
"Fredericksburg FC 2006 U12 Male CCL II","SYC 2006 U12 Male CCL II","U12","FFC Park #15a","Boys"
"NVSC 2006 U12 Male CCL II","Potomac 2006 U12 Male CCL II","U12","Hellwig Park #3","Boys"
"Ellicott City 2006 U12 Female CCL II","FCSC United 2006 U12 Female CCL II","U12","Glenelg Country School #2","Girls"
"LMVSC 2006 U12 Female CCL II","FC Frederick 2006 U12 Female CCL II","U12","Edison High School (EHS) #Lower Right","Girls"
"DC Stoddert 2006 U12 Female CCL II","Loudoun 2006 U12 Female CCL II","U12","Jelleff Recreation Center","Girls"
"McLean 2006 U12 Female CCL II","SYA 2006 U12 Female CCL II","U12","Police Field","Girls"
"Fredericksburg FC 2006 U12 Female CCL II","SYC 2006 U12 Female CCL II","U12","FFC Park #15a","Girls"
"NVSC 2006 U12 Female CCL II","Potomac 2006 U12 Female CCL II","U12","Hellwig Park #3","Girls"
"Ellicott City 2007 U11 Male CCL II","FCSC United 2007 U11 Male CCL II","U11","Glenelg Country School #2","Boys"
