"Home","Away","Age.Group","Field","Gender"
"FCSC United 2007 U11 Female CCL II","SYA 2007 U11 Female CCL II","U11","Athey Complex #Angler 1","Girls"
"Fredericksburg FC 2007 U11 Female CCL II","LMVSC 2007 U11 Female CCL II","U11",,"Girls"
"Loudoun 2007 U11 Female CCL II","NVSC 2007 U11 Female CCL II","U11","Philip Bolen Park #1","Girls"
"Potomac 2002 U16 Female CCL II","LMVSC 2002 U16 Female CCL II","U16",,"Girls"
"SYC 2002 U16 Female CCL II","NVSC 2002 U16 Female CCL II","U16",,"Girls"
"FC Frederick 2003 U15 Male CCL II","Ellicott City 2003 U15 Male CCL II","U15","Saint John’s Catholic Prep #1","Boys"
"Potomac 2003 U15 Male CCL II","DC Stoddert 2003 U15 Male CCL II","U15","Maryland SoccerPlex #6","Boys"
"Fredericksburg FC 2003 U15 Male CCL II","FCSC United 2003 U15 Male CCL II","U15",,"Boys"
"NVSC 2003 U15 Male CCL II","LMVSC 2003 U15 Male CCL II","U15","Valley View Park #5","Boys"
"Loudoun 2003 U15 Male CCL II","Arlington 2003 U15 Male CCL II","U15","Philip Bolen Park #2","Boys"
"FC Frederick 2003 U15 Female CCL II","Ellicott City 2003 U15 Female CCL II","U15",,"Girls"
"Potomac 2003 U15 Female CCL II","DC Stoddert 2003 U15 Female CCL II","U15","Maryland SoccerPlex #6","Girls"
"Fredericksburg FC 2003 U15 Female CCL II","FCSC United 2003 U15 Female CCL II","U15","FFC Park #13","Girls"
"Loudoun 2003 U15 Female CCL II","Arlington 2003 U15 Female CCL II","U15","Philip Bolen Park #12","Girls"
"NVSC 2003 U15 Female CCL II","LMVSC 2003 U15 Female CCL II","U15",,"Girls"
"FC Frederick 2004 U14 Male CCL II","Ellicott City 2004 U14 Male CCL II","U14","Saint John’s Catholic Prep #1","Boys"
"Potomac 2004 U14 Male CCL II","DC Stoddert 2004 U14 Male CCL II","U14","Maryland SoccerPlex #6","Boys"
"Fredericksburg FC 2004 U14 Male CCL II","FCSC United 2004 U14 Male CCL II","U14","FFC Park #13","Boys"
"NVSC 2004 U14 Male CCL II","LMVSC 2004 U14 Male CCL II","U14","Valley View Park #5","Boys"
"Loudoun 2004 U14 Male CCL II","Arlington 2004 U14 Male CCL II","U14","Philip Bolen Park #2","Boys"
"SYC 2004 U14 Male CCL II","McLean 2004 U14 Male CCL II","U14","Loisdale Park #Turf","Boys"
"FC Frederick 2004 U14 Female CCL II","Ellicott City 2004 U14 Female CCL II","U14","Saint John’s Catholic Prep #1","Girls"
"Potomac 2004 U14 Female CCL II","DC Stoddert 2004 U14 Female CCL II","U14","Maryland SoccerPlex #6","Girls"
"Fredericksburg FC 2004 U14 Female CCL II","FCSC United 2004 U14 Female CCL II","U14","FFC Park #13","Girls"
"NVSC 2004 U14 Female CCL II","LMVSC 2004 U14 Female CCL II","U14","Valley View Park #5","Girls"
"Loudoun 2004 U14 Female CCL II","Arlington 2004 U14 Female CCL II","U14","Philip Bolen Park #12","Girls"
"SYC 2004 U14 Female CCL II","McLean 2004 U14 Female CCL II","U14",,"Girls"
"FC Frederick 2005 U13 Male CCL II","Ellicott City 2005 U13 Male CCL II","U13","Saint John’s Catholic Prep #1","Boys"
"Potomac 2005 U13 Male CCL II","DC Stoddert 2005 U13 Male CCL II","U13","Maryland SoccerPlex #6","Boys"
"Fredericksburg FC 2005 U13 Male CCL II","FCSC United 2005 U13 Male CCL II","U13","FFC Park #13","Boys"
"NVSC 2005 U13 Male CCL II","LMVSC 2005 U13 Male CCL II","U13","Valley View Park #5","Boys"
"Loudoun 2005 U13 Male CCL II","Arlington 2005 U13 Male CCL II","U13","Philip Bolen Park #2","Boys"
"SYC 2005 U13 Male CCL II","McLean 2005 U13 Male CCL II","U13","Hooes Road Park #3","Boys"
"FC Frederick 2005 U13 Female CCL II","Ellicott City 2005 U13 Female CCL II","U13","Saint John’s Catholic Prep #1","Girls"
"Potomac 2005 U13 Female CCL II","DC Stoddert 2005 U13 Female CCL II","U13","Maryland SoccerPlex #6","Girls"
"Fredericksburg FC 2005 U13 Female CCL II","FCSC United 2005 U13 Female CCL II","U13",,"Girls"
"NVSC 2005 U13 Female CCL II","LMVSC 2005 U13 Female CCL II","U13","Valley View Park #5","Girls"
"Loudoun 2005 U13 Female CCL II","Arlington 2005 U13 Female CCL II","U13","Philip Bolen Park #12","Girls"
"SYC 2005 U13 Female CCL II","McLean 2005 U13 Female CCL II","U13","Hooes Road Park #3","Girls"
"FC Frederick 2006 U12 Male CCL II","Ellicott City 2006 U12 Male CCL II","U12","Saint John’s Catholic Prep #2","Boys"
"Potomac 2006 U12 Male CCL II","DC Stoddert 2006 U12 Male CCL II","U12","Maryland SoccerPlex #7a","Boys"
"Fredericksburg FC 2006 U12 Male CCL II","FCSC United 2006 U12 Male CCL II","U12","FFC Park #15a","Boys"
"NVSC 2006 U12 Male CCL II","LMVSC 2006 U12 Male CCL II","U12","Hellwig Park #3","Boys"
"Loudoun 2006 U12 Male CCL II","Arlington 2006 U12 Male CCL II","U12","Philip Bolen Park #1","Boys"
"SYC 2006 U12 Male CCL II","McLean 2006 U12 Male CCL II","U12","Hooes Road Park #3","Boys"
"FC Frederick 2006 U12 Female CCL II","Ellicott City 2006 U12 Female CCL II","U12","Saint John’s Catholic Prep #2","Girls"
"Potomac 2006 U12 Female CCL II","DC Stoddert 2006 U12 Female CCL II","U12","Maryland SoccerPlex #7b","Girls"
"Fredericksburg FC 2006 U12 Female CCL II","FCSC United 2006 U12 Female CCL II","U12","FFC Park #15a","Girls"
"NVSC 2006 U12 Female CCL II","LMVSC 2006 U12 Female CCL II","U12","Hellwig Park #3","Girls"
"Loudoun 2006 U12 Female CCL II","Arlington 2006 U12 Female CCL II","U12","Philip Bolen Park #1","Girls"
"SYC 2006 U12 Female CCL II","McLean 2006 U12 Female CCL II","U12","Hooes Road Park #3","Girls"
"FC Frederick 2007 U11 Male CCL II","Ellicott City 2007 U11 Male CCL II","U11","Saint John’s Catholic Prep #2","Boys"
"Potomac 2007 U11 Male CCL II","DC Stoddert 2007 U11 Male CCL II","U11","Maryland SoccerPlex #7a","Boys"
"Fredericksburg FC 2007 U11 Male CCL II","FCSC United 2007 U11 Male CCL II","U11",,"Boys"
"NVSC 2007 U11 Male CCL II","LMVSC 2007 U11 Male CCL II","U11","Hellwig Park #3","Boys"
"Loudoun 2007 U11 Male CCL II","Arlington 2007 U11 Male CCL II","U11","Philip Bolen Park #1","Boys"
"SYC 2007 U11 Male CCL II","McLean 2007 U11 Male CCL II","U11","Hooes Road Park #3","Boys"
"FC Frederick 2007 U11 Female CCL II","Ellicott City 2007 U11 Female CCL II","U11","Saint John’s Catholic Prep #2","Girls"
"Potomac 2007 U11 Female CCL II","DC Stoddert 2007 U11 Female CCL II","U11","Maryland SoccerPlex #7b","Girls"
"Fredericksburg FC 2007 U11 Female CCL II","FCSC United 2007 U11 Female CCL II","U11",,"Girls"
"NVSC 2007 U11 Female CCL II","LMVSC 2007 U11 Female CCL II","U11","Hellwig Park #3","Girls"
"Loudoun 2007 U11 Female CCL II","Arlington 2007 U11 Female CCL II","U11","Philip Bolen Park #1","Girls"
"SYC 2007 U11 Female CCL II","McLean 2007 U11 Female CCL II","U11","Hooes Road Park #3","Girls"
"Ellicott City 2002 U16 Female CCL II","Loudoun 2002 U16 Female CCL II","U16",,"Girls"
"SYC 2002 U16 Female CCL II","LMVSC 2002 U16 Female CCL II","U16",,"Girls"
"SYA 2003 U15 Male CCL II","FC Frederick 2003 U15 Male CCL II","U15","Centerville High School #Practice - Turf","Boys"
"Ellicott City 2003 U15 Male CCL II","Fredericksburg FC 2003 U15 Male CCL II","U15",,"Boys"
"FCSC United 2003 U15 Male CCL II","NVSC 2003 U15 Male CCL II","U15","Athey Complex #Country Chevrolet","Boys"
"Arlington 2003 U15 Male CCL II","Potomac 2003 U15 Male CCL II","U15","Long Bridge Park #4","Boys"
"McLean 2003 U15 Male CCL II","Loudoun 2003 U15 Male CCL II","U15","Lewinsville Park #3","Boys"
"SYC 2003 U15 Male CCL II","DC Stoddert 2003 U15 Male CCL II","U15","Loisdale Park #Turf","Boys"
"SYA 2003 U15 Female CCL II","FC Frederick 2003 U15 Female CCL II","U15","Centerville High School #Practice - Turf","Girls"
"Ellicott City 2003 U15 Female CCL II","Fredericksburg FC 2003 U15 Female CCL II","U15",,"Girls"
"FCSC United 2003 U15 Female CCL II","NVSC 2003 U15 Female CCL II","U15","Athey Complex #Country Chevrolet","Girls"
"Arlington 2003 U15 Female CCL II","Potomac 2003 U15 Female CCL II","U15","Long Bridge Park #3","Girls"
"McLean 2003 U15 Female CCL II","Loudoun 2003 U15 Female CCL II","U15","Lewinsville Park #3","Girls"
"SYC 2003 U15 Female CCL II","DC Stoddert 2003 U15 Female CCL II","U15","Loisdale Park #Turf","Girls"
"SYA 2004 U14 Male CCL II","FC Frederick 2004 U14 Male CCL II","U14","SYA Sports Park #4","Boys"
"Ellicott City 2004 U14 Male CCL II","Fredericksburg FC 2004 U14 Male CCL II","U14","River Hill HS #Stadium","Boys"
"FCSC United 2004 U14 Male CCL II","NVSC 2004 U14 Male CCL II","U14","Athey Complex #Country Chevrolet","Boys"
"Arlington 2004 U14 Male CCL II","Potomac 2004 U14 Male CCL II","U14","Long Bridge Park #4","Boys"
"McLean 2004 U14 Male CCL II","Loudoun 2004 U14 Male CCL II","U14","Lewinsville Park #3","Boys"
"SYC 2004 U14 Male CCL II","DC Stoddert 2004 U14 Male CCL II","U14","Loisdale Park #Turf","Boys"
"SYA 2004 U14 Female CCL II","FC Frederick 2004 U14 Female CCL II","U14",,"Girls"
"Ellicott City 2004 U14 Female CCL II","Fredericksburg FC 2004 U14 Female CCL II","U14","River Hill HS #Stadium","Girls"
"FCSC United 2004 U14 Female CCL II","NVSC 2004 U14 Female CCL II","U14","Athey Complex #Country Chevrolet","Girls"
"Arlington 2004 U14 Female CCL II","Potomac 2004 U14 Female CCL II","U14","Long Bridge Park #3","Girls"
"McLean 2004 U14 Female CCL II","Loudoun 2004 U14 Female CCL II","U14",,"Girls"
"SYC 2004 U14 Female CCL II","DC Stoddert 2004 U14 Female CCL II","U14","Loisdale Park #Turf","Girls"
"SYA 2005 U13 Male CCL II","FC Frederick 2005 U13 Male CCL II","U13","SYA Sports Park #4","Boys"
"Ellicott City 2005 U13 Male CCL II","Fredericksburg FC 2005 U13 Male CCL II","U13","River Hill HS #Stadium","Boys"
"FCSC United 2005 U13 Male CCL II","NVSC 2005 U13 Male CCL II","U13","Athey Complex #Country Chevrolet","Boys"
"Arlington 2005 U13 Male CCL II","Potomac 2005 U13 Male CCL II","U13","Long Bridge Park #4","Boys"
"McLean 2005 U13 Male CCL II","Loudoun 2005 U13 Male CCL II","U13","Spring Hill Recreation Center #2","Boys"
"SYC 2005 U13 Male CCL II","DC Stoddert 2005 U13 Male CCL II","U13","Hooes Road Park #3","Boys"
"SYA 2005 U13 Female CCL II","FC Frederick 2005 U13 Female CCL II","U13","SYA Sports Park #4","Girls"
"Ellicott City 2005 U13 Female CCL II","Fredericksburg FC 2005 U13 Female CCL II","U13","River Hill HS #Stadium","Girls"
"FCSC United 2005 U13 Female CCL II","NVSC 2005 U13 Female CCL II","U13",,"Girls"
"Arlington 2005 U13 Female CCL II","Potomac 2005 U13 Female CCL II","U13","Long Bridge Park #3","Girls"
"McLean 2005 U13 Female CCL II","Loudoun 2005 U13 Female CCL II","U13","Spring Hill Recreation Center #2","Girls"
"SYC 2005 U13 Female CCL II","DC Stoddert 2005 U13 Female CCL II","U13","Hooes Road Park #3","Girls"
"SYA 2006 U12 Male CCL II","FC Frederick 2006 U12 Male CCL II","U12","SYA Sports Park #2","Boys"
"Ellicott City 2006 U12 Male CCL II","Fredericksburg FC 2006 U12 Male CCL II","U12","Glenelg Country School #2","Boys"
"FCSC United 2006 U12 Male CCL II","NVSC 2006 U12 Male CCL II","U12","Athey Complex #Angler 1","Boys"
"Arlington 2006 U12 Male CCL II","Potomac 2006 U12 Male CCL II","U12","Virginia Highlands #1","Boys"
"McLean 2006 U12 Male CCL II","Loudoun 2006 U12 Male CCL II","U12","Police Field","Boys"
"SYC 2006 U12 Male CCL II","DC Stoddert 2006 U12 Male CCL II","U12","Hooes Road Park #3","Boys"
"SYA 2006 U12 Female CCL II","FC Frederick 2006 U12 Female CCL II","U12","SYA Sports Park #2","Girls"
"Ellicott City 2006 U12 Female CCL II","Fredericksburg FC 2006 U12 Female CCL II","U12","Glenelg Country School #2","Girls"
"FCSC United 2006 U12 Female CCL II","NVSC 2006 U12 Female CCL II","U12","Athey Complex #Tepeyac","Girls"
"Arlington 2006 U12 Female CCL II","Potomac 2006 U12 Female CCL II","U12","Virginia Highlands #1","Girls"
"McLean 2006 U12 Female CCL II","Loudoun 2006 U12 Female CCL II","U12","Police Field","Girls"
"SYC 2006 U12 Female CCL II","DC Stoddert 2006 U12 Female CCL II","U12","Hooes Road Park #3","Girls"
"SYA 2007 U11 Male CCL II","FC Frederick 2007 U11 Male CCL II","U11","SYA Sports Park #2","Boys"
"Ellicott City 2007 U11 Male CCL II","Fredericksburg FC 2007 U11 Male CCL II","U11",,"Boys"
"FCSC United 2007 U11 Male CCL II","NVSC 2007 U11 Male CCL II","U11","Athey Complex #Angler 1","Boys"
"Arlington 2007 U11 Male CCL II","Potomac 2007 U11 Male CCL II","U11","Virginia Highlands #1","Boys"
"McLean 2007 U11 Male CCL II","Loudoun 2007 U11 Male CCL II","U11","Police Field","Boys"
"SYC 2007 U11 Male CCL II","DC Stoddert 2007 U11 Male CCL II","U11","Hooes Road Park #3","Boys"
"SYA 2007 U11 Female CCL II","FC Frederick 2007 U11 Female CCL II","U11","SYA Sports Park #2","Girls"
"Ellicott City 2007 U11 Female CCL II","Fredericksburg FC 2007 U11 Female CCL II","U11",,"Girls"
"FCSC United 2007 U11 Female CCL II","NVSC 2007 U11 Female CCL II","U11","Athey Complex #Tepeyac","Girls"
"Arlington 2007 U11 Female CCL II","Potomac 2007 U11 Female CCL II","U11","Virginia Highlands #1","Girls"
"McLean 2007 U11 Female CCL II","Loudoun 2007 U11 Female CCL II","U11","Police Field","Girls"
"SYC 2007 U11 Female CCL II","DC Stoddert 2007 U11 Female CCL II","U11","Hooes Road Park #3","Girls"
"LMVSC 2002 U16 Female CCL II","Arlington 2002 U16 Female CCL II","U16","Edison High School (EHS) #Stadium","Girls"
"DC Stoddert 2002 U16 Male CCL II","FC Frederick 2002 U16 Male CCL II","U16","Washington Adventist University","Boys"
"DC Stoddert 2003 U15 Male CCL II","FC Frederick 2003 U15 Male CCL II","U15","Sidwell Friends HS","Boys"
"Potomac 2003 U15 Male CCL II","Ellicott City 2003 U15 Male CCL II","U15","Maryland SoccerPlex #5","Boys"
"LMVSC 2003 U15 Male CCL II","FCSC United 2003 U15 Male CCL II","U15","Edison High School (EHS) #Stadium","Boys"
"NVSC 2003 U15 Male CCL II","SYA 2003 U15 Male CCL II","U15","Hellwig Park #7","Boys"
"Loudoun 2003 U15 Male CCL II","SYC 2003 U15 Male CCL II","U15","Loudoun Soccer Park #1","Boys"
"McLean 2003 U15 Male CCL II","Arlington 2003 U15 Male CCL II","U15","Lewinsville Park #2","Boys"
"DC Stoddert 2003 U15 Female CCL II","FC Frederick 2003 U15 Female CCL II","U15","Sidwell Friends HS","Girls"
"Potomac 2003 U15 Female CCL II","Ellicott City 2003 U15 Female CCL II","U15",,"Girls"
"LMVSC 2003 U15 Female CCL II","FCSC United 2003 U15 Female CCL II","U15","Edison High School (EHS) #Stadium","Girls"
"NVSC 2003 U15 Female CCL II","SYA 2003 U15 Female CCL II","U15","Hellwig Park #2","Girls"
"Loudoun 2003 U15 Female CCL II","SYC 2003 U15 Female CCL II","U15","Philip Bolen Park #12","Girls"
"McLean 2003 U15 Female CCL II","Arlington 2003 U15 Female CCL II","U15","Lewinsville Park #2","Girls"
"DC Stoddert 2004 U14 Male CCL II","FC Frederick 2004 U14 Male CCL II","U14","Sidwell Friends HS","Boys"
"Potomac 2004 U14 Male CCL II","Ellicott City 2004 U14 Male CCL II","U14","Maryland SoccerPlex #5","Boys"
"LMVSC 2004 U14 Male CCL II","FCSC United 2004 U14 Male CCL II","U14","Edison High School (EHS) #Stadium","Boys"
"NVSC 2004 U14 Male CCL II","SYA 2004 U14 Male CCL II","U14","Hellwig Park #2","Boys"
"Loudoun 2004 U14 Male CCL II","SYC 2004 U14 Male CCL II","U14","Philip Bolen Park #12","Boys"
"McLean 2004 U14 Male CCL II","Arlington 2004 U14 Male CCL II","U14","Spring Hill Recreation Center #2","Boys"
"DC Stoddert 2004 U14 Female CCL II","FC Frederick 2004 U14 Female CCL II","U14","Sidwell Friends HS","Girls"
"Potomac 2004 U14 Female CCL II","Ellicott City 2004 U14 Female CCL II","U14","Maryland SoccerPlex #5","Girls"
"LMVSC 2004 U14 Female CCL II","FCSC United 2004 U14 Female CCL II","U14","Edison High School (EHS) #Stadium","Girls"
"NVSC 2004 U14 Female CCL II","SYA 2004 U14 Female CCL II","U14",,"Girls"
"Loudoun 2004 U14 Female CCL II","SYC 2004 U14 Female CCL II","U14","Loudoun Soccer Park #2","Girls"
"McLean 2004 U14 Female CCL II","Arlington 2004 U14 Female CCL II","U14","Spring Hill Recreation Center #2","Girls"
"DC Stoddert 2005 U13 Male CCL II","FC Frederick 2005 U13 Male CCL II","U13","Sidwell Friends HS","Boys"
"Potomac 2005 U13 Male CCL II","Ellicott City 2005 U13 Male CCL II","U13","Maryland SoccerPlex #5","Boys"
"LMVSC 2005 U13 Male CCL II","FCSC United 2005 U13 Male CCL II","U13","Edison High School (EHS) #Stadium","Boys"
"NVSC 2005 U13 Male CCL II","SYA 2005 U13 Male CCL II","U13","Hellwig Park #2","Boys"
"Loudoun 2005 U13 Male CCL II","SYC 2005 U13 Male CCL II","U13","Loudoun Soccer Park #1","Boys"
"McLean 2005 U13 Male CCL II","Arlington 2005 U13 Male CCL II","U13","Spring Hill Recreation Center #2","Boys"
"DC Stoddert 2005 U13 Female CCL II","FC Frederick 2005 U13 Female CCL II","U13","Washington Adventist University","Girls"
"Potomac 2005 U13 Female CCL II","Ellicott City 2005 U13 Female CCL II","U13","Maryland SoccerPlex #5","Girls"
"LMVSC 2005 U13 Female CCL II","FCSC United 2005 U13 Female CCL II","U13",,"Girls"
"NVSC 2005 U13 Female CCL II","SYA 2005 U13 Female CCL II","U13","Hellwig Park #2","Girls"
"Loudoun 2005 U13 Female CCL II","SYC 2005 U13 Female CCL II","U13","Loudoun Soccer Park #2","Girls"
"McLean 2005 U13 Female CCL II","Arlington 2005 U13 Female CCL II","U13","Spring Hill Recreation Center #2","Girls"
"DC Stoddert 2006 U12 Male CCL II","FC Frederick 2006 U12 Male CCL II","U12","Jelleff","Boys"
"Potomac 2006 U12 Male CCL II","Ellicott City 2006 U12 Male CCL II","U12","Maryland SoccerPlex #7a","Boys"
"LMVSC 2006 U12 Male CCL II","FCSC United 2006 U12 Male CCL II","U12","Edison High School (EHS) #Lower Left","Boys"
"NVSC 2006 U12 Male CCL II","SYA 2006 U12 Male CCL II","U12","Hellwig Park #3","Boys"
"Loudoun 2006 U12 Male CCL II","SYC 2006 U12 Male CCL II","U12","Philip Bolen Park #16","Boys"
"McLean 2006 U12 Male CCL II","Arlington 2006 U12 Male CCL II","U12","Spring Hill Recreation Center #3","Boys"
"DC Stoddert 2006 U12 Female CCL II","FC Frederick 2006 U12 Female CCL II","U12","Jelleff","Girls"
"Potomac 2006 U12 Female CCL II","Ellicott City 2006 U12 Female CCL II","U12","Maryland SoccerPlex #7b","Girls"
"LMVSC 2006 U12 Female CCL II","FCSC United 2006 U12 Female CCL II","U12","Edison High School (EHS) #Lower Right","Girls"
"NVSC 2006 U12 Female CCL II","SYA 2006 U12 Female CCL II","U12","Hellwig Park #3","Girls"
"Loudoun 2006 U12 Female CCL II","SYC 2006 U12 Female CCL II","U12","Philip Bolen Park #16","Girls"
"McLean 2006 U12 Female CCL II","Arlington 2006 U12 Female CCL II","U12","Spring Hill Recreation Center #3","Girls"
"DC Stoddert 2007 U11 Male CCL II","FC Frederick 2007 U11 Male CCL II","U11","Jelleff","Boys"
"Potomac 2007 U11 Male CCL II","Ellicott City 2007 U11 Male CCL II","U11","Maryland SoccerPlex #7a","Boys"
"LMVSC 2007 U11 Male CCL II","FCSC United 2007 U11 Male CCL II","U11","Edison High School (EHS) #Lower Left","Boys"
"NVSC 2007 U11 Male CCL II","SYA 2007 U11 Male CCL II","U11","Hellwig Park #3","Boys"
"Loudoun 2007 U11 Male CCL II","SYC 2007 U11 Male CCL II","U11","Philip Bolen Park #16","Boys"
"McLean 2007 U11 Male CCL II","Arlington 2007 U11 Male CCL II","U11","Spring Hill Recreation Center #3","Boys"
"DC Stoddert 2007 U11 Female CCL II","FC Frederick 2007 U11 Female CCL II","U11","Shepherd Elementary School","Girls"
"Potomac 2007 U11 Female CCL II","Ellicott City 2007 U11 Female CCL II","U11","Maryland SoccerPlex #7b","Girls"
"LMVSC 2007 U11 Female CCL II","FCSC United 2007 U11 Female CCL II","U11","Edison High School (EHS) #Lower Right","Girls"
"NVSC 2007 U11 Female CCL II","SYA 2007 U11 Female CCL II","U11","Hellwig Park #3","Girls"
"Loudoun 2007 U11 Female CCL II","SYC 2007 U11 Female CCL II","U11","Philip Bolen Park #16","Girls"
"McLean 2007 U11 Female CCL II","Arlington 2007 U11 Female CCL II","U11","Spring Hill Recreation Center #3","Girls"
"FCSC United 2002 U16 Male CCL II","LMVSC 2002 U16 Male CCL II","U16",,"Boys"
"FCSC United 2002 U16 Female CCL II","LMVSC 2002 U16 Female CCL II","U16",,"Girls"
"SYA 2002 U16 Female CCL II","Loudoun 2002 U16 Female CCL II","U16","Braddock Park #7","Girls"
"Ellicott City 2003 U15 Male CCL II","LMVSC 2003 U15 Male CCL II","U15","River Hill HS #Stadium","Boys"
"FC Frederick 2003 U15 Male CCL II","FCSC United 2003 U15 Male CCL II","U15","Urbana High School #Stadium","Boys"
"Loudoun 2003 U15 Male CCL II","Potomac 2003 U15 Male CCL II","U15","Loudoun Soccer Park #1","Boys"
"DC Stoddert 2003 U15 Male CCL II","McLean 2003 U15 Male CCL II","U15","Sidwell Friends HS","Boys"
"SYC 2003 U15 Male CCL II","Arlington 2003 U15 Male CCL II","U15","Loisdale Park #Turf","Boys"
"SYA 2003 U15 Male CCL II","Fredericksburg FC 2003 U15 Male CCL II","U15",,"Boys"
"Ellicott City 2003 U15 Female CCL II","LMVSC 2003 U15 Female CCL II","U15",,"Girls"
"FC Frederick 2003 U15 Female CCL II","FCSC United 2003 U15 Female CCL II","U15","Urbana High School #Stadium","Girls"
"Loudoun 2003 U15 Female CCL II","Potomac 2003 U15 Female CCL II","U15","Loudoun Soccer Park #2","Girls"
"DC Stoddert 2003 U15 Female CCL II","McLean 2003 U15 Female CCL II","U15","Jelleff Recreation Center","Girls"
"SYC 2003 U15 Female CCL II","Arlington 2003 U15 Female CCL II","U15","Loisdale Park #Turf","Girls"
"SYA 2003 U15 Female CCL II","Fredericksburg FC 2003 U15 Female CCL II","U15","Braddock Park #7","Girls"
"Ellicott City 2004 U14 Male CCL II","LMVSC 2004 U14 Male CCL II","U14","River Hill HS #Stadium","Boys"
"FC Frederick 2004 U14 Male CCL II","FCSC United 2004 U14 Male CCL II","U14","Urbana High School #Stadium","Boys"
"Loudoun 2004 U14 Male CCL II","Potomac 2004 U14 Male CCL II","U14","Loudoun Soccer Park #1","Boys"
"DC Stoddert 2004 U14 Male CCL II","McLean 2004 U14 Male CCL II","U14","Sidwell Friends HS","Boys"
"SYC 2004 U14 Male CCL II","Arlington 2004 U14 Male CCL II","U14","Loisdale Park #Turf","Boys"
"SYA 2004 U14 Male CCL II","Fredericksburg FC 2004 U14 Male CCL II","U14","Braddock Park #7","Boys"
"Ellicott City 2004 U14 Female CCL II","LMVSC 2004 U14 Female CCL II","U14","River Hill HS #Stadium","Girls"
"FC Frederick 2004 U14 Female CCL II","FCSC United 2004 U14 Female CCL II","U14","Urbana High School #Stadium","Girls"
"Loudoun 2004 U14 Female CCL II","Potomac 2004 U14 Female CCL II","U14","Loudoun Soccer Park #2","Girls"
"DC Stoddert 2004 U14 Female CCL II","McLean 2004 U14 Female CCL II","U14",,"Girls"
"SYC 2004 U14 Female CCL II","Arlington 2004 U14 Female CCL II","U14","Loisdale Park #Turf","Girls"
"SYA 2004 U14 Female CCL II","Fredericksburg FC 2004 U14 Female CCL II","U14",,"Girls"
"Ellicott City 2005 U13 Male CCL II","LMVSC 2005 U13 Male CCL II","U13","River Hill HS #Stadium","Boys"
"FC Frederick 2005 U13 Male CCL II","FCSC United 2005 U13 Male CCL II","U13","Urbana High School #Stadium","Boys"
"Loudoun 2005 U13 Male CCL II","Potomac 2005 U13 Male CCL II","U13","Loudoun Soccer Park #1","Boys"
"DC Stoddert 2005 U13 Male CCL II","McLean 2005 U13 Male CCL II","U13","Jelleff Recreation Center","Boys"
"SYC 2005 U13 Male CCL II","Arlington 2005 U13 Male CCL II","U13","Hooes Road Park #3","Boys"
"SYA 2005 U13 Male CCL II","Fredericksburg FC 2005 U13 Male CCL II","U13","Braddock Park #7","Boys"
"Ellicott City 2005 U13 Female CCL II","LMVSC 2005 U13 Female CCL II","U13",,"Girls"
"FC Frederick 2005 U13 Female CCL II","FCSC United 2005 U13 Female CCL II","U13",,"Girls"
"DC Stoddert 2005 U13 Female CCL II","McLean 2005 U13 Female CCL II","U13","Jelleff Recreation Center","Girls"
"SYC 2005 U13 Female CCL II","Arlington 2005 U13 Female CCL II","U13","Hooes Road Park #3","Girls"
"SYA 2005 U13 Female CCL II","Fredericksburg FC 2005 U13 Female CCL II","U13","Braddock Park #7","Girls"
"Ellicott City 2006 U12 Male CCL II","LMVSC 2006 U12 Male CCL II","U12","Glenelg Country School #2","Boys"
"FC Frederick 2006 U12 Male CCL II","FCSC United 2006 U12 Male CCL II","U12","Urbana High School #Aux","Boys"
"Loudoun 2006 U12 Male CCL II","Potomac 2006 U12 Male CCL II","U12","Philip Bolen Park #16","Boys"
"DC Stoddert 2006 U12 Male CCL II","McLean 2006 U12 Male CCL II","U12","Palisades","Boys"
"SYC 2006 U12 Male CCL II","Arlington 2006 U12 Male CCL II","U12","Hooes Road Park #3","Boys"
"SYA 2006 U12 Male CCL II","Fredericksburg FC 2006 U12 Male CCL II","U12","SYA Sports Park #2","Boys"
"Ellicott City 2006 U12 Female CCL II","LMVSC 2006 U12 Female CCL II","U12","Glenelg Country School #2","Girls"
"FC Frederick 2006 U12 Female CCL II","FCSC United 2006 U12 Female CCL II","U12","Urbana High School #Aux","Girls"
"Loudoun 2006 U12 Female CCL II","Potomac 2006 U12 Female CCL II","U12","Philip Bolen Park #16","Girls"
"DC Stoddert 2006 U12 Female CCL II","McLean 2006 U12 Female CCL II","U12","Shepherd Elementary School","Girls"
"SYC 2006 U12 Female CCL II","Arlington 2006 U12 Female CCL II","U12","Hooes Road Park #3","Girls"
"SYA 2006 U12 Female CCL II","Fredericksburg FC 2006 U12 Female CCL II","U12","SYA Sports Park #2","Girls"
"Ellicott City 2007 U11 Male CCL II","LMVSC 2007 U11 Male CCL II","U11","Glenelg Country School #2","Boys"
"FC Frederick 2007 U11 Male CCL II","FCSC United 2007 U11 Male CCL II","U11","Urbana High School #Aux","Boys"
"Loudoun 2007 U11 Male CCL II","Potomac 2007 U11 Male CCL II","U11","Philip Bolen Park #16","Boys"
"DC Stoddert 2007 U11 Male CCL II","McLean 2007 U11 Male CCL II","U11","Palisades","Boys"
"SYC 2007 U11 Male CCL II","Arlington 2007 U11 Male CCL II","U11","Hooes Road Park #3","Boys"
