"Field","Street Address","City","State","Zip Code"
"Ukrainian Nationals Sports Complex #1","1 Lower State Road","North Wales","PA","19454"
"Ukrainian Nationals Sports Complex #2","1 Lower State Rd","North Wales","PA","19454"
"Ukrainian Nationals Sports Complex5A","1 Lower State Rd","North Wales","PA","19454"
"Ukrainian Nationals Sports Complex #6","1 Lower State Rd","North Wales","PA","19454"
"Ukrainian Nationals Sports Complex6A","1 Lower State Rd","North Wales","PA","19454"
"Ulla Popken #1","12201 Long Green Pike","Glen Arm","MD","21057"
"Union College Park",,,,
"United Sports #05","1426 Marshallton-Thorndale Road","Downingtown","PA","19335"
"United Sports #07","1426 Marshallton-Thorndale Road","Downingtown","PA","19335"
"University of Bridgeport Knights Field #1","113 University Ave","Bridgeport","CT","06604"
"Upper Esternay","813 Fairmount Avenue","Chatham","NJ","07928"
"Valley Fields North","441 W. Timonium Road","Lutherville-Timonium","MD","21093"
"Valleybrook #1","10 Golfview Drive","Blackwood","NJ","08012"
"Vanderburg #10","134 Vanderburg Road","Marlboro","NJ","07746"
"Vanderburg #13","134 Vanderburg Road","Marlboro","NJ","07746"
"Vanderburg #15","134 Vanderburg Road","Marlboro","NJ","07746"
"Vanderburg #9","134 Vanderburg Road","Marlboro","NJ","07746"
"Venetian Shores Park","850 Venetian Blvd","Lindenhurst","NY","11757"
"Venetian Shores Park #1","xxx","Lindenhurst","NY","11757"
"Vermes Field #1","Tenby Chase Drive","Delran","NJ","08077"
"Verrazano Sports Complex at Calvert Vaux Park #2","1990 Shore Parkway","Brooklyn","NJ","11214"
"Veteran's Athletic Field #1","Veteran's Drive","South River","NJ","08882"
"VeteransTurf 1","1855 US Highway 46","Parsippany","NJ","07054"
"Veterans Athletic Field #1","Veterans Drive","South River","NJ","08882"
"Veterans Field","15 Oak Lane","Essex Fells","NJ","07021"
"Veterans Park #1","2264 Kuser Road","Hamilton","NJ","08690"
"Veterans Park #1","279 Bellerose Avenue","East Northport","NY","11731"
"Veterans Park (11v11)","234 Durham Road (Route 413)","Newtown","PA","18940"
"Veterans Park 9V9","2388 Kuser Rd","Hamilton","NJ","08690"
"Veterans Park Hamilton 9v9 #1","2388 Kuser Rd","Hamilton","NJ","08690"
"Vets Field #1","366 Sporthill Rd","Easton","CT","06612"
"volunteer #2",,,,
"Volunteers Park Lower #9","1 Seminole Avenue","Lake Hiawatha","NJ","07034"
"Voorhees SA",,,,
"Votee Park SportsPlex #1","1308 Palisade Ave","Teaneck","NJ","07666"
"W.N.Y. Centennial Soccer Field","11 Port Imperial Blvd","West New York","NJ","07093"
"Walker Mill RegionalPark","8100 Walker Mill Rd","District Heights","MD","20747"
"Walker Mill RP","8100 Walker Mill Road","District Heights","MD","20747"
"Walker Mill RP #1","8840 Walker Mill Road","District Heights","MD","20747"
"Walter Johnson HS #1","6400 Rock Spring Dr","Bethesda","MD","20814"
"Walter Johnson HSTurf","6400 Rock Spring Drive","Bethesda","MD","20814"
"Wardlaw Hartridge HS Turf #1","1295 Inman Ave","Edison","NJ","08820"
"Wardlaw Hartridge School #1","1295 Inman Ave","Edison","NJ","08820"
"Warinanco Track",,,,
"Warwick Town ParkA1","117 Union Corners Road","Warwick","NY","10990"
"Warwick Town ParkP1","116 Union Corners Road","Warwick","NY","10990"
"Washington Bible College #1","6511 Princess Garden Pkwy","Lanham","MD","20706"
"Washington Crossing #111v11","1240 Bear Tavern Road","Titusville","NJ","08560"
"Washingtonville High SchoolUpper","54 West Main Street","Washingtonville","NY","10992"
"Watchung Hills High SchoolTozier","108 Stirling Road","Warren","NJ","07059"
"Waterfront Field #1",,,,
"Watsessing Field","2 Conger St","Bloomfield","NJ","07003"
"Watsessing Park","542 Bloomfield Avenue","Bloomfield","NJ","07003"
"Watsessing Park","Conger St. & Bloomfield Ave.","Bloomfield","NJ","07003"
"Waugh Chapel ES (9v9)","840 Sunflower Drive","Odenton","MD","21113"
"Wayne Hills HS Turf","272 Berdan Avenue","Wayne","NJ","07470"
"Wayne Valley High School","551 Valley Road","Wayne","NJ","07470"
"WCP #7","1234 Newtown Road","Warminster, Bucks County","PA","18974"
"Wehr's Dam Scoreboard #1","2430 Lapp Rd.","Allentown","PA","18104"
"Wehr's Dam Scoreboard #1","2430 Lapp Rd","Allentown","PA","18104"
"Weimann Field #1","400 Delanco Road","Edgewater Park","NJ","08075"
"Welsh Valley Middle School #1","325 Tower Ln","Narberth","PA","19072"
"WEST CALDWELL MEMORIAL FIELD8 vs 8","95 Dodd Road","West Caldwell","NJ","07006"
"West Front","1699 West Front Street","Lincroft","NJ","07738"
"West Orange Armory/Soccer Palace","1315 Pleasant Valley Way","West Orange","NJ","07052"
"Westbeach Turf","796 Shippan Ave","Stamford","CT","06902"
"Western Reg. ParkField 04","14800 Carrs Mill Road","Woodbine","MD","21723"
"Western Regional Park#5","14800 Carrs Mill Road","Woodbine","MD","21797"
"Western Regional Park #4","14800 Carrs Mill Road","Woodbine","MD","21797"
"Western Regional Park #7","14800 Carrs Mill Rd","Woodbine","MD","21723"
"Western Regional ParkField 4","14700 Carrs Mill Road","Woodbine","MD","21797"
"Westhampton Turf #2","315 Bridge Street","Westhampton","NJ","08060"
"Westminster School 26 #1","635 Westminster Ave","Elizabeth","NJ","07208"
"Wheeler Park #1","US-1","Linden","NJ","07036"
"White Marsh Park (Eastern Shore)B","200 Bloomfield Farm Lane","Centreville","MD","21617"
"White Oak Park",,,,
"White Oak Park #1","220/221 Baird Road","Branchburg","NJ","08876"
"White Plains High School Grass #5","550 North St","White Plains","NY","10604"
"White Plains High School Turf #1","550 North St","White Plains","NY","10604"
"Whitemarsh ParkE","200 Bloomfield Farm Lane","Centreville","MD","21617"
"Whitemarsh Park (E.Shore)A","200 Bloomfield Farm Lane","Centreville","MD","21617"
"Wilde Memorial Park #1","683 Maple Ave","Glen Rock","NJ","07452"
"William Wilt Soccer Complex",,,,
"William Wilt Soccer ComplexA","162 Walters Rd","Mullica Hill","NJ","08062"
"Willow Pond Park","500 Dorothy Ave","Perth Amboy","NJ","08861"
"Wilson Farm Park #1","500 Lee Road","Wayne","PA","19087"
"Wilson Farm Park (PA) #1","500 Lee Road","Wayne","PA","19087"
"Winding Hills EastC","901 E Winding Hill Rd","Mechanicsburg","PA","17055"
"Witter Fields #1","2700 Witter Drive","Alexandria","VA","22304"
"WLP #3",,,,
"WLP #4",,,,
"WLP #5",,,,
"WLP (9v9) #7",,,,
"WLP (9v9) #8",,,,
"Woodbridge High School Football Turf","25 Samuel Lupo Place","Woodbridge","NJ","07095"
"Wooton High SchoolTurf","2100 Wootton Pkwy","Rockville","MD","20850"
"Wootton HSTurf","2100 Wootton Pkwy","Rockville","MD","20850"
"Work House Fields#1","Apple Orchard Ln.","North Brunswick","NJ","08902"
"World Class FC (NY)",,,,
"World Class FC/Waldwick SuperDome #1","134 Hopper Ave","Waldwick","NJ","07463"
"World Class Turf #4","200 Old Orangeburg Rd","Orangeburg","NY","10962"
"World Class Turf #5","200 Old Orangeburg Rd","Orangeburg","NY","10962"
"World Class/Orangetown Soccer ComplexArtifical turf #1","175 Old Orangeburg Rd","Orangeburg","NY","10962"
"WSC-SS01A","1900 Bailey's Corner Road","Wall","NJ","07719"
"WSC-SS01B","1900 Bailey's Corner Road","Wall","NJ","07719"
"WSC-SS #04","1900 Bailey's Corner Road","Wall","NJ","07719"
"WSC-SS #05","1900 Bailey's Corner Road","Wall","NJ","07719"
"WTHS (11/12) Turf #10",,,,
"Yorktown Sports Complex #1","3000 Navajo St","Yorktown Heights","NY","10598"
"YSC Sports #1","224 County Line Road","Wayne","PA","19087"
