"Field","Street Address","City","State","Zip Code"
"Fox Run Fields9 v 9","1297 Van Buren Rd.","Easton","PA","18045"
"Franconia Park #4","6100 Cloud Drive","Springfield","VA","22150"
"Franklin Ave Middle School  FAMS","755 franklin ave (franklin ave/pullis rd)","frankin lakes","NJ","07417"
"Freedom Field - Large Sided #1","880 Bloomfield Avenue","Verona","NJ","07044"
"Freedom HS #1","25450 Riding Center Dr.","Chantilly","VA","20152"
"Friends Park#1","35 E Jarrettsville Rd","Forest Hill","MD","21050"
"Friendship Fields",,,,
"Friendship ParkC","1901 Fisher Road","Mechanicsburg","PA","17055"
"Froehner Field","422 Runnymede Drive","Wayne","NJ","07470"
"FS Horse Shoe Lake #05","72 Eyland Avenue","Succasunna","NJ","07876"
"FS Horse Shoe Lake #11","72 Eyland Avenue","Succasunna","NJ","07876"
"FSA #5","11 Executive Drive","Farmington","CT","06032"
"Ft. Stevens Recreation Center","1327 Van Buren Street, N.W.","Washington","DC","20012"
"Ft. Ward ParkTurf","4301 W Braddock Rd","Alexandria","VA","22304"
"FTYSA #1","880 Dutch Mill Rd","Newfield","NJ","08344"
"Full90 Turf #1","235 Hope Road","Tinton Falls","NJ","07724"
"GAK Main","215 Uncle Pete's Rd","Yardville","NJ","08691-3733"
"Garrison Forest School","300 GARRISON FOREST RD","OWINGS MILLS","MD","21117"
"Garrison Forest SchoolTurf","300 Garrison Forest Rd","Owings Mills","MD","21117"
"Garrison Forest School- Hopkins Grass Field #2","300 Garrison Forest Rd","Owings Mills","MD","21117"
"Garwood Sports & Recreation Complex","140 Myrtle Avenue","Garwood","NJ","07027"
"Gateway Field/Hans Soliz #1","500 Grand St","Jersey City","NJ","07306"
"Geick Field #10","Old Bridge Matawan Rd","Matawan","NJ","07747"
"Geick Park","4209 Highway 516","Matawan","NJ","07747"
"Geick Park #10","4209 rt 516 old bridge high school","matawan","NJ","07747"
"General Van Fleet Field #1","Myrtle Avenue & 3rd Street","Fort Lee","NJ","07024"
"General Van Fleet Park","Myrte and 3rd street","Fort Lee","NJ","07024"
"Genesee Valley#2",,,,
"German American Kickers",,,,
"Gibbons Field #1","901 Caton Avenue","Baltimore","MD","21229"
"Gidney Field","449 Gidney Avenue","Newburgh","NY","12550"
"Gill Saint Bernard's - Grass","25 Saint Bernard's Road","Gladstone","NJ","07934"
"Gill Saint Bernard's - Turf","25 Saint Bernard's Road","Gladstone","NJ","07934"
"Glen Burnie High SchoolBermuda","512-538 Amberly Rd","Glen Burnie","MD","21061"
"Glenelg High School #1","14025 Burntwoods Rd","Glenelg","MD","21737"
"Gloucester Township Park Turf","380 Hickstown Road","Sicklerville","NJ","08081"
"Gloucester Twp Community ParkB","380 Hickstown Road","Sicklerville","NJ","08081"
"GOFFLE BROOK PARK","62 DIAMOND BRIDGE AVENUE","HAWTHORNE","NJ","07506"
"Golda Och Academy","1418 Pleasant Valley W","West Orange","NJ","07052"
"Goshen - Davies Complex #1","626 Goshen Road","Cape May Court House","NJ","08210"
"Gough ParkField 01","9201 Honeygo Boulevard","Perry Hall","MD","21128"
"Grace Episcopal Church Field","313 Main Street","Hulmeville","PA","19047"
"Greater Flemington SC",,,,
"Green Acres #19",,,,
"Green Acres #22",,,,
"Green Brook Middle School","132 Jefferson Ave","Greenbrook","NJ","08812"
"Greenway Meadows Park","275 rosedale Road","Princeton","NJ","08540"
"Greenway Meadows Park SS","275 Rosedale Road","Princeton","NJ","08540"
"Greenwich Catholic #1","471 North Street","Greenwich","NJ","06830"
"Greystone Park #4","59 Koch Ave","Morris Plains","NJ","07950"
"Gunnel Oval #3","520 Schuyler ave","Kearny","NJ","07032"
"Gunnel Oval Rec Field","520 Schuyler Ave","Kearny","NJ","07032"
"Gunnell Oval Complex","490 Schuyler Ave","Kearny","NJ","07032"
"Gwynn Park High School #1","13800 Brandywine Road","Brandywine","MD","20613"
"Hackettstown High School #1","599 Warren Street","Hackettstown","NJ","07840"
"Hackley School Benedict Field #1","293 Benedict Avenue","Tarrytown NY","NY","10538"
"Hackley School North Turf Field #1","293 Benedict Avenue","Tarrytown NY","NY","10538"
"Hackley School South Turf Field #1","293 Benedict Avenue","Tarrytown NY","NY","10538"
"Hackley School-- Benedict Field","293 Benedict Avenue","Tarrytown","NY","10591"
"Haddonfield Memorial High School","401 Kings Highway East","Haddonfield","NJ","08033"
"Hainesport Municipal Complex11v11","1401 Marne Hwy","Hainesport","NJ","08036"
"Hamden Hall Country Day School - Beckerman Athletic Fields (Back Turf Field) #1","225 Skiff Street","Hamden","CT","06517"
"Hamptonburgh #1","18 Bull Road","Campbell Hall","NY","10916"
"Hamptonburgh Park #1","18 BULL RD","Campbell Hall","NY","10916"
"Harford Community CollegeGrass","401 Thomas Run Road","Bel Air","MD","21015"
"Harford Community CollegeTurf","401 Thomas Run Rd","Bel Air","MD","21015"
"Harford Technical High School #1","200 Thomas Run Road","Bel Air","MD","21015"
"Harry Dunham Park","234 Liberty Corner Road","Basking Ridge","NJ","07920"
"Harvey Field #1","280 Schuyler Ave","Kearny","NJ","07032"
"Haverford Reserve #1","9000 Parkview Dr","Haverford","PA","19041"
"Heavenly Farms TurfA","440 Dunhams Corner Rd","East Brunswick","NJ","08816"
"Heavenly Farms TurfB","440 Dunhams Corner Road","East Brunswick","NJ","08816"
"Heavenly Farms TurfB","440 Dunhams Corner Rd","East Brunswick","NJ","08816"
"Heebner #1","3115-3145 Heebner Rd","Colelgeville","PA","19426"
"Heebner #1","3115-3145 Heebner Rd","Colelgeville","PA","19426"
"Heebner #2","3115-3145 Heebner Rd","Colelgeville","PA","19426"
"Hennings #1",,,,
"Herbert Hoover ElementaryFS","501 Trenton Road","Langhorne","PA","19047"
"Herbert Hoover ES #4","501 Trenton Road","Langhorne","PA","19047"
"Herbst #2","5480 Durham Rd","Pipersville","PA","18947"
"Herndon High School #1","700 Bennett Street","Herndon","VA","20170"
"Herndon High school Aux Field #2","700 Bennett St","Herndon","VA","20170"
"Hetzel FieldA","1301 E. Columbia Avenue (Columbia Ave & Thompson St)","Philadelphia","PA","19125"
"Hibernian Club","2419 Kuser Road","Hamilton","NJ","08690"
"Hickory St Soccer1 FS","5766 Hickory St","Mays Landing","NJ","08330"
"Hickory St Soccer2 SS","5766 Hickory St","Mays Landing","NJ","08330"
"Hidden Creek #1",,,,
"Hidden Creek Park #1","50 Millfording Road","Mechanicsburg","PA","17050"
"Higgins Field","200 higgins Road","old bridge","NJ","08857"
"Highland Park HS","105 Nth 5th St","Highland Park","NJ","08904"
"Highland Park HS","255 Wayne St","Highland Park","NJ","08904"
"Hill Top #3","560 Royersford Rd","Royersford","PA","19468"
"Hill Top4A","560 Royersford Rd","Royersford","PA","19468"
"Hill Top4B","560 Royersford Rd","Royersford","PA","19468"
"Hill Top #9","560 Royersford Rd","Royersford","PA","19468"
"Hillsborough SC - Country Classics #1",,,,
"Hillsborough SC - Country Classics #2",,,,
"Hillsborough SC - Southwoods Rd #2",,,,
"Hilltop Park","400 Bunn Drive","Princeton","NJ","08540"
"Holmdel High SchoolTurf","36 Crawford's Corner Road","Holmdel","NJ","07733"
"Holy Cross Academy #1","5035 Route 130 South","Delran Township","NJ","08075"
"Home DepotFields","1555 St. George's ave Route 35","Colonia","NJ","07067"
"Hommocks Field #1","130 Hommocks Road","Larchmont","NY","10538"
"Hommocks Middle School #1","130 Hommocks Rd","Larchmont","NY","10538"
"Honeygo ParkGrass","9033 Honeygo BLVD","Perry Hall","MD","21228"
"Honeygo ParkTurf","9033 Honeygo BLVD","Perry Hall","MD","21228"
"Honeygo Run ParkTurf","9033 Honeygo Blvd","Perry Hall","MD","21128"
"Horseshoe Lake #5","72 Eyland Ave","Succasunna","NJ","07876"
"Houlihan","1600 Rahway Avenue","Westfield","NJ","07090"
"HTRSA Full Sided #2","1242 Yardville-Allentown Rd","Hamilton","NJ","08501"
"Hungarian American Citizens Club #1","95 Port Reading Ave","Woodbridge","NJ","07095"
"HUSA Complex#2","29 Green Acre Drive","Hazlet","NJ","07730"
"HUSA Complex#3","29 Green Acre Drive","Hazlet","NJ","07730"
"HUSA Complex#4","29 Green Acre Drive","Hazlet","NJ","07730"
"HUSA Complex#5","29 Green Acre Drive","Hazlet","NJ","07730"
"Huston - Allen Pond Park #1","3330 Northview Drive","Bowie","MD","20716"
"Hutchison ElementaryTurf","13209 Parcher Ave","Herndon","VA","20170"
"Indian Creek HSField 01","1130 Anne Chambers Way","Crownsville","MD","21032"
"Indian Creek HSField 02","1130 Anne Chambers Way","Crownsville","MD","21032"
"Indian Creek Upper School Field #1","1130 Anne Chambers Way","Crownsville","MD","21032"
"Indian Creek Upper School Field #1","1130 Anne Chambers Way","Crownsville","MD","21032"
"Indian Creek Upper School Field #2","1130 Anne Chambers Way","Crownsville","MD","21032"
"Iron Lakes Turf Field #1","3625 Shankweiler Road","Allentown","PA","18104"
"Ironbound Rec Center #1","44 ST CHARLES ST","NEWARK","NJ","07105"
"Ironbound StadiumB","108 Saint Charles Street","Newark","NJ","07105"
"Irvington high school #1",,,,
"Iselin Middle School","900 Panther Way","Iselin","NJ","08830"
"Jackson Justice Complex #1","1 Jackson Drive","Jackson Township","NJ","08527"
"Jackson Mills2 (9v9)","334 Jackson Mills Road","Jackson","NJ","08527"
"Jackson MillsJM1","116 Jackson Mils","Freehold","NJ","07728"
"Jackson MillsJM3","116 Jackson Mills Road","Freehold","NJ","07728"
"Jackson MillsJM5","116 Jackson Mills Road","Freehold","NJ","07728"
"Jackson Mills Field Complex #1","116 Jackson Mills Road","Freehold","NJ","07728"
"Jakes Branch County Park #1","1100 Double Trouble Road","Beachwood","NJ","08722"
"Jakes Branch County Park #1","1100 Double Trouble Road","Beachwood","NJ","08722"
"Jannarone ParkTurf","1 Walsh Dr","Parsippany","NJ","07054"
"Jean McInaw Field","Fort Washington Ave & 152 Limekiln Pike","Maple Glen","PA","19002"
"Jean McInaw Memorial Field #1","Fort Washington Avenue and Route 152 (Limekiln Pike)","Maple Glen","PA","19002"
"Jean McInaw Memorial Field #1","1580 Fort Washington Ave","Maple Glen","PA","19002"
"Jefferson Houston - Full Sided #1","1501 Cameron Street","Alexandria","VA","22314"
"Jelleff Recreation CenterTurf","3265 S St NW","Washington","DC","20007"
"Jersey Knights Complex","2186 Route 27","North Brunswick","NJ","08902"
"Jersey Knights Complex #1",,,,
"JFK High School Turf","200 Washington Ave","Iselin","NJ","08830"
"Jim Dietrich Park #2 11v11","4899 Stoudts Ferry Bridge Rd.","Reading","PA","19605"
"John Carroll HS","703 E Churchville Road","Bel Air","MD","21014"
"John Carroll School #1","703 Churchville Rd","Bel Air","MD","21014"
"John F Kennedy Memorial High School","200 Washington Avenue","Iselin","NJ","08830"
"John F. Kennedy Middle School Field #1",,,,
"John J Burns Park #1","4990 Merrick Rd","Massapequa Park","NY","11762"
"John Patrick Sports Complex #1","1100 Vine Street","Lakewood","NJ","08701"
"John Patrick Sports Complex #2","1111 Vine Street","Lakewood","NJ","08701"
"John Rudy Park #1","400 Mundis Race Rd","York","PA","17406"
"Justice Complex1B",,,,
"Kantor Park","915 Valley Road","Gillette","NJ","07933"
"Kenas #2","1170 Kenas Rd.","North Wales","PA","19454"
"Kennedy #2","355 North Main Street","New City","NY","10956"
"Kennedy Catholic High School #1",,,,
"Kennedy Dells Park #1","355 North Main Street","New City","NY","10956"
"Kennedy Dells Park #1","355 North Main Street","New City","NY","10956"
"Kennedy Dells Park #1","355 North Main Street","New City","NY","10956"
"Kennedy Dells Park #2",,,,
"Kennedy FieldKen","455 Broadway","Norwood","NJ","07648"
"Keystone  Large-Sided #1",,,,
"Keystone  Large-Sided #3","4218 Manor Drive","Stroudsburg","PA","18360"
"Keystone Small-Sided #2","4218 Manor Drive","Stroudsburg","PA","18360"
"Keystone Small-Sided #4","4218 Manor Drive","Stroudsburg","PA","18360"
"KildaresPubWC-Turf Field #1","601 Westtown Road","West Chester","PA","19382"
"Kinder Park LowerField 01","1001 Kinder Farm Park Road","Millersville","MD","21108"
"Kinder Park LowerField 02","1 Gali Sanchez Way","Millersville","MD","21108"
"Kinder Park UpperField B","Gali Sanchez Way","Millersville","MD","21108"
"King II#1 Upper","5000 Kelly Rd","Warrington","PA","18976"
"King II#2 Lower","5000 Kelly Rd","Warrington","PA","18976"
"Kings Park IILower","5000 Kelly Drive","Warrington","PA","18976"
"Kings Park IIUpper","5000 Kelly Drive","Warrington","PA","18976"
"kirkwood park #2",,,,
"Kirkwood Soccer ClubField","1220 River Road","New Castle","DE","19706"
"Kohler Park","1100 Limekiln Pike","Maple Glen","PA","19002"
"Kohler Park #2","1100 Limekiln Pike","Maple Glen","PA","19002"
"KSC Complex#7","1220 River Rd","New Castle","DE","19720"
"KSC Field #01","1220 River Road","New Castle","DE","19720"
"Lakeside School #1","111 Chestnut Lane","North Wales","PA","19454"
"Lancaster Bible College #1","901 Eden Road","Lancaster","PA","17601"
"Landon SchoolTriplett","6101 Wilson Lane","Bethesda","MD","20817"
"Langtree School","2080 Whatley Rd.","Hamilton Township","NJ","08690"
"Latrobe Park - Banner Field","1627 E Fort Ave","Baltimore","MD","21230"
"Latteri Park #1","81 Allwood Place","Clifton","NJ","07013"
"Laurel Hill Park","Laurel Hill Rd","Secaucus","NJ","07086"
"Laurel Springs Regional Park #2","5940 Radio Station Road","La Plata","MD","20646"
"Laurel Springs Regional Park #2",,,,
"Laurel Springs Regional Park Field #1",,,,
"Legion Field #1","613-699 Chestnut St","Palmyra","NJ","08065"
"Lehigh County #12","4200 Broadway","Allentown","PA","18104"
"Lehigh County #2","Lehigh County Sports Fields","Allentown","PA","18062"
"Lehigh County Large #7","Lehigh County Sports Fields","Allentown","PA","18062"
"Lehigh County Large #8","Lehigh County Sports Fields","Allentown","PA","18062"
"Lehigh County Sport Field #4","466 Parkway Rd","Allentown","PA","18104"
"Lehigh County Sport Field #5","466 Parkway Rd","Allentown","PA","18104"
"Lehigh County Sports Fields #1","4400 Broadway","Allentown","PA","18104"
"Lehigh County Sports Fields #2","4400 Broadway","Allentown","PA","18104"
"Lehigh County Sports Fields #6","4400 Broadway","Allentown","PA","18104"
"Lehigh U KaufmanA",,,,
"Lehigh U KaufmanD","123 Goodman Drive","Bethlehem","PA","18015"
"Lehigh University Goodman Campus KaufmanD","150 Goodman Dr","Bethlehem","PA","18105"
"Lehman Stadium #1","1128 Old Route 115","Lehman","PA","18627"
"Lenape Field Complex #3","119 Sergeantsville Road","Flemington","NJ","08822"
"Lenape Field Complex #4","119 Sergeantsville Road","Flemington","NJ","08822"
"Levans#1","3421 Levans Rd","Coplay","PA","18037"
"Lewis Cole Middle School","467 Stillwell Ave","Fort lee","NJ","07024"
"Lewisburg High School #1","545 Newman Road","Lewisburg","PA","17837"
"Lighted Field #3","130 Davisville Rd","Warminster","PA","18974"
"Lighthouse Soccer Field #1","2694-2698 Southampton Rd","Philadelphia,","PA","19116"
"Lighthouse Soccer Field #1","2694-2698 Southampton Rd","Philadelphia,","PA","19116"
"Lilly Field #1","395 Danbury Rd","Wilton","CT","06897"
"LiMato Field","10 Chief William Forst Ln.","Ewing","NJ","08628"
"Lincoln",,,,
"Lindenhurst Middle School #1","350 S Wellwood Ave.","Lindenhurst","NY","11757"
"Linganore High Schoolstadium","12013 Old Annapolis Rd","Frederick","MD","21701"
"Linover Park","7600%E2%80%937644 Lillian Holt Dr","Nottingham","MD","21237"
"Linover Park #1","7664 Lillian Holt Drive","Rosedale","MD","21237"
"LIU: CW Post Campus #1",,,,
"LMSA Soccer ComplexF1","100 S. Colonial dr","Manchester","NJ","08759"
"LMSA Soccer ComplexF2","100 S. Colonial dr","Manchester","NJ","08759"
"Loantaka Brook Park #1","468 South Street","Morristown","NJ","07692"
"Locke AveG","2nd Street and Locke Ave","Swedesboro","NJ","08085"
"Loisdale ParkTurf","7601 Loisdale Road","Springfield","VA","22150"
"Long Hill GrassField","915 Valley Road","GIllette","NJ","07933"
"Long Reach HSStadium","6101 Old Dobbin Lane","Columbia","MD","21045"
"Lower Dauphin Middle School Grass #1","251 Quarry Rd","Hummelstown","PA","17036"
"Lower Dauphin Middle School WestTurf","251 Quarry Rd","Hummelstown","PA","17036"
"Lower Memorial","94 Ashland Road","Summit","NJ","07901"
"Lower Nazareth Elementary9v9","4422 Newburg Rd","Nazareth","PA","18064"
"Lucy D Field","Myrtle Ave","Madison","NJ","07940"
"Lum Turf 1","21 Lum Avenue","Chatham","NJ","07928"
"Lurker Park - LP3","Eagle Rock and Ridegdale Ave","East Hanover","NJ","07936"
"Luzerne County Sports ComplexA","2009 Wyoming Avenue","Forty Fort","PA","18704"
"Lynbrook South Middle SchoolScoreboa","333 Union Avenue","Lynbrook","NY","11563"
"MacArthur High School #10","3369 Old Jerusalem Road","Levittown","NY","11756"
"Macclesfield ParkC","1000 River Road","Yardley","PA","19067"
"Macclesfield ParkD","1000 River Road","Yardley","PA","19067"
"Macclesfield ParkF","1000 River Rd","Yardley","PA","19067"
"Macclesfield ParkI","1000 River Road","Lower Makefield","PA","19067"
"Macclesfield ParkL","1000 River Road","Yardley","PA","19067"
"Madison Area YMCA - Y Field #4","111 Kings Rd","Madison","NJ","07940"
"Madison High School","170 Ridgedale Ave","Madison","NJ","07940"
"Magruder Park #1","3911 Hamilton St","Hyattsville","MD","20781"
"Main WSC #08","1900 Bailey's Corner Road","Wall","NJ","07719"
"Main WSCTurf #1","1900 Bailey's Corner Road","Wall","NJ","07719"
"Manahasset Creek Park Turf",,,,
"Manahassett Creek Park #1","555 Long Branch Ave","Long Branch","NJ","07740"
"Manahassett Creek Park #1","555 Long Branch Ave","Long Branch","NJ","07740"
"Manalapan Rec CenterB","93 Freehold Road","Manalapan","NJ","07726"
"Manhattanville College","2900 Purchase Street","Purchase","NY","10577"
"Manhattanville CollegeTurf","2900 Purchase Street","Purchase","NY","10577"
"Maple Shade Turf Field","330 Collins Lane","maple shade","NJ","08052"
"Marine Barracks Field","1009 7th St SE","Washington","DC","20003"
"MARITIME CollegeA",,,,
"Mark Harbourt #3","577 Old York Road","Allentown","NJ","08501"
"Mark Harbourt #4","577 Old York Road","Allentown","NJ","08501"
"Mark Harbourt Complex #4","577 Old York Road","Allentown","NJ","08501"
"Marlboro Meadows #1","4428 Dery Road","Upper Marlboro","MD","20722"
"Marlboro Middle School #6","355 County Rd 520","Marlboro","NJ","07746"
"Marlton SC",,,,
"Marriotts Ridge High School","12100 Woodford Drive","Marriottsville","MD","21104"
"Marriotts Ridge High SchoolStadium","12100 Woodford Drive","Marriottsville","MD","21104"
"Marriotts Ridge High Schoolstadium","12100 Woodford Dr","Marriottsville","MD","21104"
"Marriotts Ridge HS","12100 Woodford Drive","Marriottsville","MD","21104"
"Marriotts Ridge HS","12100 Woodford Drive","Marriottsville","MD","21104"
"Marriotts Ridge HSStadium","12100 Woodford Dr","Marriottsville","MD","21104"
"Marter Field #4","2093 Old York Road","Burlington (Florence Township)","NJ","08518"
"Martin Luther King Pk","1120 Jackson Rd.","Silver Spring","MD","20904"
"Martin Luther King Pk #4","1120 Jackson Rd.","Silver Spring","MD","20904"
"Martin Luther King PkTurf","1120 Jackson Road","Silver Spring","MD","20904"
"Maryland SoccerPlex#12","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex#13B","18031 Central Park Cir","Boyds","MD","20841"
"Maryland SoccerPlex12A","18031 Central Park Circle","Boyds","MD","20841"
"Maryland Soccerplex #17","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex20A","18031 Central Park Cir","Boyds","MD","20841"
"Maryland SoccerPlex #4","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex #7","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex7B","18031 Central Park Cir","Boyds","MD","20841"
"Maryland SoccerPlex #8","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex #9","18031 Central Park Circle","Boyds","MD","20841"
"Maryland SoccerPlex9A","18031 Central Park Circle","Boyds","MD","20841"
"Masters School #1","49 Clinton Ave","Dobbs Ferry","NY","10522"
"Mattano Park",,,,
"Maxson School","920 E.7th st","Plainfield","NJ","07060"
"MAYS (Mid-Atlantic Youth Sportsplex) #1","6605 Morris Road","Pittsville","MD","21850"
"McDonogh School #1","8600 McDonogh Road","Owings Mills","MD","21117"
"McDonogh School #13","8600 McDonogh Road","Owings Mills","MD","21117"
"Mcinaw","1580 Fort Washington Avenue","Maple Glen","PA","19034"
"Md SoccerPlex#12B","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlexField 03","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlexField 13","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlexField 13","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlexField 13","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlexField 16","18031 Central Park Circle","Boyds","MD","20841"
"Md SoccerPlex Field06A","18031 Central Park Circle","Boyds","MD","20841"
"Meade HSTurf","1100 Clark Road","Fort Meade","MD","20755"
"Meadowood Regional Park #2","10650 Falls Rd","Lutherville-Timonium,","MD","21093"
"Meadows Field #2","130 Davisville Rd","Warminster","PA","18974"
"Medford",,,,
"Medford Soccer Club - Bende Park #1","291 Mt Holly Road","Medford","NJ","08055"
"Medford Soccer Club - Bende Park #2","291 Mt Holly Road","Medford","NJ","08055"
"Medford Strikers",,,,
"Medford Strikers Ark Road Complex #3","61 Ark Road","Medford","NJ","08055"
"Mehrhof Turf Field #1","179 Mehrhof Road","Little Ferry","NJ","07643"
"Memorial","685 Maple Avenue","Glen Rock","NJ","07452"
"Memorial Field Park Ridge","Jack J Healey Dr","Park Ridge","NJ","07656"
"Memorial Park #1","Intersection of Leonola & Forklanding Roads","Cinnaminson","NJ","08077"
"Memorial ParkMG 1",,,,
"Memorial ParkMG5",,,,
"Memorial Park FIeld Upper #1","1200 Wabash Ave","Linwood","NJ","08221"
"Memorial Sports ComplexM01a","1040 E.Tuckerton Rd","Marlton","NJ","08053"
"Memorial Sports ComplexM02a","1040 E.Tuckerton Rd","Marlton","NJ","08053"
"Memorial Sports ComplexM02b","1040 E.Tuckerton Rd","Marlton","NJ","08053"
"Memorial Sports ComplexM03",,,,
"Memorial Sports ComplexM2","1040 E Tuckerton Rd","Marlton","NJ","08053"
"Mercer County College","1200 Old Trenton Rd","West Windsor","NJ","08550"
"Mercer County CollegeTurf","1200 Old Trenton Rd","West Windsor","NJ","08550"
"mercer county park field #1","1638 Old Trenton Rd","West Windsor Township","NJ","08550"
"Merle Ave #1",,,,
"Merrill Park","342 Fairview Ave","Colonia","NJ","07067"
"Metropolitan Oval","6060 60th Street","Flushing","NY","11378"
"Meyer Way Community Park #3","1600 Meyer Way","Jamison","PA","18929"
"Middletown Village Field #2","300 Fields Way","Middletown","DE","19709"
"Millburn High School","462 Millburn Ave","Millburn","NJ","07041"
"MILLER FIELD #1",,,,
"Miller Field #5",,,,
"Miller Fields","New Dorp Lane","Staten Island","NY","10306"
"Millville Soccer Assoc.-McCafferty #1","1400 McCafferty Blvd.","Millville","NJ","08332"
"Minisink Soccer Complex","2 Paper Mill Rd","Delaware Water Gap","PA","18327"
"Mitchel Athletic Complex #1","1 Charles Lindbergh Blvd","Uniondale","NY","11553"
"MLK Rec Park Turf","1120 Jackson Road","Silver Spring","MD","20904"
"MLK Stadium Field #1","1120 Jackson Road","Silver Spring","MD","20904"
"Mombasha","398 West Mombasha Road","Monroe","NY","10950"
"Monroe Soccer Complex #5","Perrineville Rd & Prospect Plains Rd","Monroe","NJ","08831"
"Monroe Soccer Complex #6","Perrineville Rd & Prospect Plains Rd","Monroe","NJ","08831"
"Monroe Soccer Complex Field #6","1601 Perrineville Rd","Monroe Township","NJ","08831"
"Monsignor Farrell High School #1","2900 Amboy Road","Staten Island","NY","10306"
"Montclair State University","1 Normal Ave","Montclair","NJ","07042"
"Montgomery County CC #7","340 Dekalb Pike","Blue Bell","PA","19422"
"Montville Community Park #1","130 Changebridge Rd","Montville","NJ","07045"
"Montville Community Park #2","130 Changebridge Rd","Montville","NJ","07045"
"Montville Community Park #3","130 Changebridge Rd","Montville","NJ","07045"
"Montville Community Park #4","130 Changebridge Rd","Montville","NJ","07045"
"Montville Community Turf #1","130 Changebridge Road","Montville","NJ","07045"
"Montville Community Turf #4","130 Changebridge Road","Montville","NJ","07054"
"Moravian Academy Upper School","4313 Green Pond Road","Bethlehem","PA","18020"
"Morehouse Lower FieldGrass","515 Morehouse Rd","Easton","CT","06612"
"Morris CatholicLower","200 Morris Ave","Denville","NJ","07834"
"Morris Catholic HS","200 Morris Ave","Denville","NJ","07834"
"Morris Catholic HS Upper #1","200 Morris Ave","Denville","NJ","07834"
"Morris United - Jean St #1","4 Jean St","Morristown","NJ","07960"
"Morris United-Ketch Field #1",,,,
"Morristown Beard School - Lower #2","70 Whippany Road","Morristown","NJ","07960"
"Mount Laurel United",,,,
"Mount Olive Middle SchoolTurf","160 Wolfe Road","Budd Lake","NJ","07828"
"Mount Saint Joseph High School","4403 Frederick Avenue","Baltimore","MD","21229"
"Mount Saint Mary College #1","330 Powell Ave","Newburgh","NY","12550"
"Mountain Park","2 Mountain Rd","Basking Ridge","NJ","07920"
"Mountain Park","2 Mountain Road","Basking Ridge","NJ","07920"
"MountainsideMTN","501 Upper Mountain Ave.","Montclair","NJ","07043"
"Moyer Rd","10000 Moyer Rd","Damascus","MD","20872"
"Moyer Road Park #1","10000 Moyer Road","Damascus","MD","20872"
"MS Horse Shoe Lake #06","72 Eyland Avenue","Succasunna","NJ","07876"
"MSU – Pittser Field #1","1 Normal Avenue","Monclair","NJ","07043"
"Mt St Mary College #1","330 Powell Avenue","Newburgh","NY","12550"
"Mt. Hebron High Schoolstadium","9440 Old Frederick Rd","Ellicott City","MD","21042"
"Mt. Hebron High SchoolTurf","9440 Old Frederick Rd","Ellicott City","MD","21042"
"Mt. Hebron High School (turf)","9440 Old Frederick Road","Ellicott City","MD","21042"
"Mt. Hebron HS Turf","9440 Old Frederick Rd","Ellicott City","MD","21042"
"Muldoon's FarmField 07",,,,
"Muldoons Farm#7","18911 Beallsville Rd","Poolesville","MD","20837"
"Municipal Park #1","201 Hatboro Road","Southampton","PA","18966"
"Municipal Park #2","201 Hatboro Road","Southampton","PA","18966"
"Municipal Park #3","201 Hatboro Road","Churchville","PA","18966"
"Munro Park #1","1234 Newtown Road","Warminster, Bucks County","PA","18974"
"Murtaugh 1Turf","3400 Northview Drive","Bowie","MD","20716"
"Murtaugh Field 02",,,,
"MV#2","300 Fields Way","Middletown","DE","19709"
"MV#3","300 Fields Way","Middletown","DE","19709"
"NASA - George Washington Middle School","68 Lenox Rd","Wayne","NJ","07470"
"NASA - PCTI","45 Reinhardt Road","Wayne","NJ","07470"
"Nesbitt Field / Wyoming Seminary HS #1","191 West Hoyt Street","Kingston","PA","18704"
"New Market #1","44 Stelton Rd","Piscataway","NJ","08854"
"New Oxford Senior High School #1","130 Berlin Road","New Oxford","PA","17350"
"New Town High School #1","4931 New Town Blvd.","Owings Mills","MD","21117"
"New York Red Bulls Training FacilityA","24 Melanie Lane","East Hanover","NJ","07936"
"Newark Academy","91 South orange ave","Livingston","NJ","07039"
"Newark Academy #1","91 South Orange Ave","Livingston","NJ","07039"
"Newark Academy Grass","91 South orange Ave","Livingston","NJ","07039"
"Newton High School","44 Ryerson ave","Newton","NJ","07860"
"Nike Park #7","1111 Utterback Store Rd","Great Falls","VA","22066"
"Niles Field #1","151 Garfield Ave","Madison","NJ","07940"
"NLSA Fenton Lane Fields #2","15 Fenton Lane","Chesterfield","NJ","08515"
"NLSA-Green Street @ Pennington School Field","14 Green Street","Pennington","NJ","08534"
