Home,Away
YORKTOWN FC UNITED U19 Girls VSL,VA RUSH NERO 99G U19 Girls VSL
PDA AGUERO U11 Boys EDP,CEDAR STARS ACADEMY NEWARK 2007 GREEN U11 Boys EDP
PDA AGUERO U11 Boys EDP,WAYNE SC QUICK TOUCH 2007 U11 Boys EDP
PDA AGUERO U11 Boys EDP,PRINCETON FC LIVERPOOL U11 Boys EDP
SAN JUAN BAUTISTA 2007B U11 Boys EDP,WEST MORRIS SC PREMIER 07B U11 Boys EDP
WASHINGTON UNITED ELITE '07 BOYS U11 Boys EDP,PRINCETON SA PREMIER ELITE 07 WHITE U11 Boys EDP
SAN JUAN BAUTISTA 2007B U11 Boys EDP,SubDiv A Team 3 U11 Boys EDP
FC SPORTIKA CLUB U11 Boys EDP,ROBBINSVILLE SA RAIDERS U11 Boys EDP
LIVERPOOL FCIA NEW JERSEY REDS U11 Boys EDP,NJ WILDCATS LIONS U11 Boys EDP
WESTFIELD SA COLO COLO U11 Boys EDP,MARLTON GPS NJ PREMIER 07B U11 Boys EDP
WEST NEW YORK WNY TIGERS U11 U11 Boys EDP,SubDiv A Team 4 U11 Boys EDP
STA 2007 BOYS EDP U11 Boys EDP,FC EUROPA 07' PREMIER U11 Boys EDP
WEST NEW YORK WNY TIGERS U11 U11 Boys EDP,SubDiv A Team 4 U11 Boys EDP
GLOBAL GSA 06 JERSEY CITY U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP
BSM ELITE 06B U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP
KEARNY UNITED REDS 0607 U12 Boys EDP,CLUB VALLEY 2010 LIONS U12 Boys EDP
NY STARS PREMIER SCORPIO U12 Boys EDP,PLAYERS EYE FC BOYS 2006 U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP,SubDiv A Team 4 U12 Boys EDP
SubDiv A Team 4 U12 Boys EDP,CLUB VALLEY 2010 LIONS U12 Boys EDP
WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP,STA-MUSC 2006B EDP U12 Boys EDP
CLUB VALLEY 2010 LIONS U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP
CLUB VALLEY 2010 LIONS U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP
TITANES ESTUDIANTES U12 Boys EDP,WAYNE SC QUICK TOUCH 2006 U12 Boys EDP
ARSENAL SOCCER SCHOOLS ACADEMY 2006 WRIGHT U12 Boys EDP,JERSEY CREW SC GRIFFINS U12 Boys EDP
CEDAR STARS ACADEMY BERGEN WEST U12 NOVA WHITE U12 Boys EDP,SPORTING PREMIER FC SCP 2006 U12 Boys EDP
PDA ZIDANE U12 Boys EDP,MATCH FIT ACADEMY FC PRE ECNL 06 HEAT U12 Boys EDP
WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP,SCOTCH PLAINS FANWOOD SA SPF VANPERSIE U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP
SDFC 2006B YELLOW U12 Boys EDP,WAYNE SC QUICK TOUCH 2006 U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP,SubDiv A Team 6 U12 Boys EDP
PDA ZIDANE U12 Boys EDP,WASHINGTON UNITED 06 U12 Boys EDP
WORLD CLASS FC '06 NJ WHITE U12 Boys EDP,CLARKSTOWN 2006 WHITE U12 Boys EDP
PDA ZIDANE U12 Boys EDP,FC COPA ACADEMY B06 BLACK U12 Boys EDP
SubDiv A Team 5 U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP
MERAKI F.C. PRE ACADEMY 2006 U12 Boys EDP,EPIC SPORTING STARS 2006/2007 BLUE U12 Boys EDP
ELIZABETH YSC LIONS U12 Boys EDP,CEDAR STARS ACADEMY NEWARK 2006 WHITE U12 Boys EDP
DUTCH ELITE '05 BOYS U13 Boys EDP,JERSEY CREW SC JAGUARS U13 Boys EDP
SubDiv A Team 3 U13 Boys EDP,WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP
HENLOPEN STINGRAYS U13 Boys EDP,EWING UNITED FORCE U13 Boys EDP
EAST BRUNSWICK STA TITANS U13 Boys EDP,CLUB VALLEY 2010 DREAM CHASERS U13 Boys EDP
UNIVERSAL USCSOCCER05 U13 Boys EDP,FREEHOLD SL SCORPIONS BLUE U13 Boys EDP
JERSEY UNITED SOCCER SPARTANS 05B U13 Boys EDP,JERSEY STARS JUVENTUS U13 Boys EDP
FC SPORTIKA ACADEMY 2005B U13 Boys EDP,NJ WILDCATS UNION U13 Boys EDP
OLD BRIDGE SL CREW U13 Boys EDP,ELITE PLAINFIELD ELITE REVOLUTION U13 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP,EAST BRUNSWICK STA TITANS U13 Boys EDP
FC SPORTIKA ACADEMY 2005B U13 Boys EDP,WSC ELITE BREAKERS U13 Boys EDP
DEPTFORD PREMIER FC '05 THUNDER U13 Boys EDP,CEDAR STARS ACADEMY MONMOUTH B-2005 GREEN U13 Boys EDP
WATCHUNG HILLS NJ ELITE 2005B PSV U13 Boys EDP,CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Boys EDP
UNION CITY UNITED SOCCER FC UNITED SAUL U-14 U14 Boys EDP,WEST NEW YORK S.C. WNY TIGERS U14 U14 Boys EDP
SubDiv A Team 4 U14 Boys EDP,UNION CITY UNITED SOCCER FC UNITED SAUL U-14 U14 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U14 U14 Boys EDP,A.S. JUNIOR ELITE - 2004 BOYS U14 Boys EDP
PDA HIBERNIAN DRAXLER U14 Boys EDP,WAYNE SC QUICK TOUCH 2004 U14 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U14 U14 Boys EDP,AC MILAN OF N J AC MILAN U14 Boys EDP
CEDAR STARS ACADEMY BERGEN 2004 U14 Boys EDP,PARSIPPANY SC 2004 BOYS ACADEMY BLUE U14 Boys EDP
YMS PREMIER THUNDER 04 U14 Boys EDP,LOWER MERION AMBUSH U14 Boys EDP
FC SPORTIKA PRE-ACADEMY 2004B U14 Boys EDP,PHILADELPHIA UKRAINIAN NATIONALS 04 RED U14 Boys EDP
HMMS FC ATLETICO U14 Boys EDP,DELAWARE FOOTBALL DEFC 04 BOYS U14 Boys EDP
LAKE GROVE NEWFIELD SC DYNAMITE U15 Boys EDP,DEN OF LIONS GUNNERS U15 Boys EDP
ABINGDON FOOTBALL FURY U15 Boys EDP,LA PLATA SPARTANS 03/04 U15 Boys EDP
NJ WILDCATS 04 U15 Boys EDP,NJ WILDCATS WAVE UNITED U15 Boys EDP
AMERICAS UNITED MANCHESTER U15 Boys EDP,VALENCIA CF ACADEMY NY 2003 WHITE U15 Boys EDP
MARYLAND RUSH RUSH 03B U15 Boys EDP,ASA FC ATLETICO JUVENIL 03 U15 Boys EDP
NIRVANA 360 MILAN 03 U15 Boys EDP,VALENCIA CF ACADEMY NY 2003 BLACK U15 Boys EDP
WESTFIELD SA MONTERREY U15 Boys EDP,SPORTING PREMIER FC SCP 2003 U15 Boys EDP
WSC RANGERS U15 Boys EDP,FC SPORTIKA 2003 BOYS U15 Boys EDP
HOLMDEL FC NJX VALENCIA U15 Boys EDP,SCOTCH PLAINS FANWOOD SA SPF RONALDO U15 Boys EDP
LIGHTHOUSE SOCCER 2002'S U16 Boys EDP,SOLEBURY SC SSC FURY U16 Boys EDP
PARKLAND AREA PASC RED DEVILS U16 Boys EDP,SOMERSET COUNTY FC PIT 02B U16 Boys EDP
LAWRENCE HAMNETT SA LIONS U16 Boys EDP,BUCKINGHAM UNITED BLUE 2002 U16 Boys EDP
OCEAN TOWNSHIP UNITED SA 02 ELITE U16 Boys EDP,LAWRENCE HAMNETT SA LIONS U16 Boys EDP
PDA SHORE BAGGIO 2001 U17 Boys EDP,WEST NEW YORK S.C. WNY TIGER 01-02 U17 Boys EDP
FAIRMOUNT UNITED PHILLY SOCCER 2001 BOYS BLUE U17 Boys EDP,LIVERPOOL FCIA REDS U17 Boys EDP
BOUND BROOK FC B.B LEGENDS U17 Boys EDP,PA RUSH '01 U17 Boys EDP
LIVERPOOL FCIA REDS U17 Boys EDP,OCEAN TOWNSHIP UNITED SA 01/02 ELITE WHITE U17 Boys EDP
MONMOUTH UNITED SC STRIKERS U17 Boys EDP,LIVERPOOL FCIA REDS U17 Boys EDP
LIVERPOOL FCIA REDS U17 Boys EDP,SWSA CYCLONES U17 Boys EDP
FC SPORTIKA 2001 BOYS U17 Boys EDP,OCEAN TOWNSHIP UNITED SA 01 ELITE RED U17 Boys EDP
FCUSA MARYLAND BLACK 01 U17 Boys EDP,ALLIANCE (ARGONAUTS) PREMIER 01 U17 Boys EDP
MONMOUTH UNITED SC KNIGHTS U19 Boys EDP,NIRVANA 360 FC CITY '00 U19 Boys EDP
FA EURO NEW YORK 2000 U19 Boys EDP,NEW YORK SURF SC GOLDEN TOUCH 99B ACADEMY U19 Boys EDP
NEW YORK SURF SC GOLDEN TOUCH 99B ACADEMY U19 Boys EDP,FA EURO NEW YORK 2000 U19 Boys EDP
COUNCIL ROCK UNITED FC BUCKS WARRIORS U19 Boys EDP,VALENCIA CF ACADEMY NY 2000 BLACK U19 Boys EDP
TSF ACADEMY 2007G U11 Girls EDP,CLARKSTOWN '07 ELITE SAMIMI U11 Girls EDP
TSF ACADEMY 2007G U11 Girls EDP,WORLD CLASS FC REVOLUTION RED U11 Girls EDP
NIRVANA 360 FREEDOM U12 Girls EDP,JERSEY CREW SC LYNX U12 Girls EDP
FC COPA ACADEMY G06 BLACK U12 Girls EDP,CENTERCOURT FC 06G GREEN U12 Girls EDP
YMS FREEDOM 06 U12 Girls EDP,NEW JERSEY RUSH 06 GREY U12 Girls EDP
TSF ACADEMY 2006G U12 Girls EDP,WIZARDS SPORTS ISTA ELITE U12 Girls EDP
PASCO TIMBERS U12 Girls EDP,JERSEY CREW SC CHEETAHS U12 Girls EDP
WESTFIELD SA UNION COUNTY FC PREMIER SAO PAULO U12 Girls EDP,MORRIS ELITE 06G EDP U12 Girls EDP
NIRVANA 360 FREEDOM U12 Girls EDP,EDISON UNITED SA REAL BLAST U12 Girls EDP
TSF ACADEMY 2006G U12 Girls EDP,CEDAR STARS ACADEMY BEGEN 2006 GREEN U12 Girls EDP
WESTFIELD SA UNION COUNTY FC PREMIER SAO PAULO U12 Girls EDP,HOLMDEL FC NJX FLASH U12 Girls EDP
SDFC 2006G YELLOW U12 Girls EDP,STA 2006G EDP U12 Girls EDP
TSF ACADEMY 2006G U12 Girls EDP,CENTERCOURT FC 06 GREEN'S U12 Girls EDP
MATCH FIT MONTCLAIR UNITED 2006 GIRLS U12 Girls EDP,WEST MORRIS SC PREMIER 06G U12 Girls EDP
CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Girls EDP,CENTERCOURT FC 05 GREEN U13 Girls EDP
CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Girls EDP,A-GAME 2005 U13 Girls EDP
CEDAR STARS ACADEMY MORRIS COUNTY 2005 U13 Girls EDP,NEXT LEVEL SA 05 GIRLS U13 Girls EDP
LDC UNITED LDC IMPACT 05 U13 Girls EDP,SAC PREMIER BLUE 05 U13 Girls EDP
PRINCETON SA PREMIER ELITE 05 U13 Girls EDP,WEST MORRIS SC PREMIER 05 RED U13 Girls EDP
BEEKMAN FIRE ELITE U14 Girls EDP,LEVITTOWN LADY GALAXY U14 Girls EDP
TSF ACADEMY 2004G U14 Girls EDP,TWIN COUNTY SA SKY BLUE 2004 U14 Girls EDP
VILLAGE OF THE BRANCH G04 UNITED U14 Girls EDP,BEEKMAN FIRE ELITE U14 Girls EDP
NIRVANA 360 COURAGE U14 Girls EDP,NYXFC NYXTREME U14 Girls EDP
SPORTFRIENDS SC BANSHEES U14 Girls EDP,BERKELEY HEIGHTS YSC UNITED U14 Girls EDP
SPORTFRIENDS SC BANSHEES U14 Girls EDP,WAYNE BOYS AND GIRLS PIRO U14 Girls EDP
TSF ACADEMY 2004G U14 Girls EDP,ARSENAL ORDNANCE U14 Girls EDP
VILLAGE OF THE BRANCH G04 UNITED U14 Girls EDP,CONNECTICUT FC CFC SOUTH ORANGE 2004 U14 Girls EDP
BEEKMAN FIRE ELITE U14 Girls EDP,SOUTH CENTRAL PREMIER U14 Girls EDP
BEEKMAN FIRE ELITE U14 Girls EDP,CFC SOUND 2004 U14 Girls EDP
CONNECTICUT FC CFC SOUTH ORANGE 2004 U14 Girls EDP,BEEKMAN FIRE ELITE U14 Girls EDP
SPORTFRIENDS SC BANSHEES U14 Girls EDP,CENTERCOURT FC 04 BLUE U14 Girls EDP
PARSIPPANY SC 2003 ACADEMY BLUE U15 Girls EDP,PDA SHORE SURF U15 Girls EDP
PDA SHORE SURF U15 Girls EDP,JERSEY SOUTH FC GALAXY U15 Girls EDP
EAST BRUNSWICK SC STRIKERS FC U15 Girls EDP,BROOKLYN CITY F.C. G03 U15 Girls EDP
MAINLAND UNITED SA AMBUSH U15 Girls EDP,FOX CHASE ARMADA U15 Girls EDP
TBA U15 Girls EDP,PENN FUSION SA PREACADEMY 2003 (RADU) U15 Girls EDP
PATRIOT FC 03 RED U15 Girls EDP,EAST BRUNSWICK SC STRIKERS FC U15 Girls EDP
WATCHUNG HILLS NJ ELITE 2002G FUSION U16 Girls EDP,FC BERNA LEGACY 02G BLACK U16 Girls EDP
YMS HEAT U16 Girls EDP,WARRINGTON WHITE WILDCATS U16 Girls EDP
PATRIOT FC RED DRAGONS U16 Girls EDP,YMS HEAT U16 Girls EDP
MD RUSH MONTGOMERY RUSH '01G U17 Girls EDP,SAC PREMIER BLUE U17 Girls EDP
FC BERNA LEGACY 01G BLACK U17 Girls EDP,YMS PREMIER 01 BANSHEES U17 Girls EDP
PENN ALLIANCE SELECT BLACK LIGHTNING U19 Girls EDP,HMMS EAGLE FC VILLA '99 U19 Girls EDP
MANALAPAN MAYHEM U19 Girls EDP,PENN FUSION SA PREACADEMY 2000 (BISSETT) U19 Girls EDP
PENN FUSION SA PREACADEMY 2000 (BISSETT) U19 Girls EDP,PHILADELPHIA UKRAINIAN NATIONALS VORSKLA BLACK U19 Girls EDP
SAN JUAN BAUTISTA 2007B U11 Boys EDP,WEST NEW YORK WNY TIGERS U11 U11 Boys EDP
SAN JUAN BAUTISTA 2007B U11 Boys EDP,WEST NEW YORK WNY TIGERS U11 U11 Boys EDP
PDA AGUERO U11 Boys EDP,MARLBORO SA 2007 GUNNERS BLUE U11 Boys EDP
AMERICAS UNITED PARIS SAINT-GERMAIN U11 Boys EDP,WIZARDS SPORTS MADRID U11 Boys EDP
NY STARS PREMIER GRAVITY U11 Boys EDP,PLAYERS EYE FC BOYS 2007 U11 Boys EDP
WEST MORRIS SC PREMIER 07B U11 Boys EDP,WEST NEW YORK WNY TIGERS U11 U11 Boys EDP
WESTFIELD SA COLO COLO U11 Boys EDP,ELITE PLAINFIELD CREW U11 Boys EDP
WEST NEW YORK WNY TIGERS U11 U11 Boys EDP,SubDiv A Team 4 U11 Boys EDP
WESTFIELD SA COLO COLO U11 Boys EDP,EAST BRUNSWICK SC STA LIVERPOOL U11 Boys EDP
SubDiv A Team 3 U11 Boys EDP,SAN JUAN BAUTISTA 2007B U11 Boys EDP
PDA AGUERO U11 Boys EDP,PRINCETON SA PREMIER ELITE 07 ORANGE U11 Boys EDP
EAST BRUNSWICK SC STA LIVERPOOL U11 Boys EDP,BORDENTOWN FC FUEL U11 Boys EDP
WEST NEW YORK WNY TIGERS U11 U11 Boys EDP,SAN JUAN BAUTISTA 2007B U11 Boys EDP
HANS SOLIZ SOCCER SCHOOL UNITED U12 Boys EDP,CLUB VALLEY 2010 LIONS U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP,JERSEY KNIGHTS SC SIEGE U12 Boys EDP
PDA ZIDANE U12 Boys EDP,CEDAR STARS ACADEMY BERGEN 2006 GREEN U12 Boys EDP
HILLSBOROUGH 06B RAIDERS RED U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP
XAFC NJ GREEN U12 Boys EDP,MIDDLETOWN SC ATTACK BLACK U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP
PDA ZIDANE U12 Boys EDP,FC EUROPA 06' ELITE U12 Boys EDP
SDFC 2006B YELLOW U12 Boys EDP,DEN OF LIONS SPORTING ELITE U12 Boys EDP
TSF ACADEMY 2006B EDP U12 Boys EDP,CEDAR STARS ACADEMY STATEN ISLAND 2006 CRYUFF U12 Boys EDP
MODERN SA KNIGHTS U12 Boys EDP,NIRVANA 360 BAYERN YELLOW U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP,CLUB VALLEY 2010 LIONS U12 Boys EDP
ELIZABETH YSC LIONS U12 Boys EDP,FC COPA ACADEMY B06 RED U12 Boys EDP
CEDAR STARS ACADEMY BERGEN 2006 GREEN U12 Boys EDP,CEDAR STARS ACADEMY NEWARK 2006 GREEN U12 Boys EDP
TITANES ESTUDIANTES U12 Boys EDP,SDFC 2006B YELLOW U12 Boys EDP
WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP,CEDAR STARS ACADEMY STATEN ISLAND 2006 CRYUFF U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP,CLUB VALLEY 2010 LIONS U12 Boys EDP
TSF ACADEMY 2006B EDP U12 Boys EDP,TORPEDOES SC DUKA U12 Boys EDP
ELIZABETH YSC LIONS U12 Boys EDP,BRIDGEWATER SA BAYERN U12 Boys EDP
SubDiv A Team 5 U12 Boys EDP,UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP
BUCKINGHAM UNITED BLUE 2006 U12 Boys EDP,YMS CELTIC 06 U12 Boys EDP
CLUB VALLEY 2010 LIONS U12 Boys EDP,ELIZABETH YSC LIONS U12 Boys EDP
UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP,SubDiv A Team 6 U12 Boys EDP
CEDAR STARS ACADEMY BERGEN WEST U12 NOVA WHITE U12 Boys EDP,FC COPA ACADEMY B06 RED U12 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP,CLUB VALLEY 2010 DREAM CHASERS U13 Boys EDP
CLUB VALLEY 2010 DREAM CHASERS U13 Boys EDP,WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP
OLD BRIDGE SL CREW U13 Boys EDP,FA EURO NEW YORK 2005/2006 U13 Boys EDP
CLUB VALLEY 2010 DREAM CHASERS U13 Boys EDP,WAYNE SC MILAN 2005-2006 U13 Boys EDP
DEPTFORD PREMIER FC '05 THUNDER U13 Boys EDP,FC EUROPA 06' ELITE - 11 V 11 U13 Boys EDP
FUSA ARSENAL U13 Boys EDP,FUTURE_SA_05 U13 Boys EDP
SPORTING PREMIER FC SCPÊ NIGHTHAWKS 05 U13 Boys EDP,JERSEY STARS JUVENTUS U13 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP,TSF ACADEMY 2005B WHITE U13 Boys EDP
EAST BRUNSWICK STA TITANS U13 Boys EDP,AMERICAS UNITED CELTIC U13 Boys EDP
SPORTING PREMIER FC SCPÊ NIGHTHAWKS 05 U13 Boys EDP,FA EURO NEW YORK 2005/2006 U13 Boys EDP
SubDiv A Team 4 U13 Boys EDP,CLUB VALLEY 2010 DREAM CHASERS U13 Boys EDP
DUTCH ELITE '05 BOYS U13 Boys EDP,STRONGHOLD SC CHELSEA U13 Boys EDP
TBA U13 Boys EDP,EPIC SPORTING STARS 2005 BLUE U13 Boys EDP
DEPTFORD PREMIER FC '05 THUNDER U13 Boys EDP,FCUSA PHILADELPHIA 2005 BOYS BLACK U13 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U13 U13 Boys EDP,SubDiv A Team 3 U13 Boys EDP
PARSIPPANY SC 2005 BOYS ACADEMY BLUE U13 Boys EDP,PHILADELPHIA UKRAINIAN NATIONALS '05 BLACK U13 Boys EDP
NJ STALLIONS ACADEMY 04 ROMA EDP U14 Boys EDP,CEDAR STARS ACADEMY BERGEN WEST U14 FLASH GREEN U14 Boys EDP
WEST NEW YORK S.C. WNY TIGERS U14 U14 Boys EDP,UNION CITY UNITED SOCCER FC UNITED SAUL U-14 U14 Boys EDP
PDA HIBERNIAN DRAXLER U14 Boys EDP,IRONBOUND SC 04RED-BARCA U14 Boys EDP
LOWER MERION INVICTUS U14 Boys EDP,SJEB RUSH 04 BOYS ACADEMY U14 Boys EDP
UNION CITY UNITED SOCCER FC UNITED SAUL U-14 U14 Boys EDP,SFL REVOLUTION U14 Boys EDP
NJ STALLIONS ACADEMY 04 ROMA EDP U14 Boys EDP,WAYNE SC PSG ST GERMAIN U14 Boys EDP
AMERICAS UNITED AJAX U14 Boys EDP,HILLSBOROUGH 04B RAIDERS RED U14 Boys EDP
SAC BALTIMORE ARMOUR PREACADEMY U14 Boys EDP,JOGA SC JOGA 2004/2005 U14 Boys EDP
DELAWARE FOOTBALL DEFC 04 BOYS U14 Boys EDP,FC EUROPA 04' ELITE U14 Boys EDP
NY STARS PREMIER GALAXY U14 Boys EDP,BEACHSIDE OF CONNECTICUT SC BOYS 2004 U14 Boys EDP
FC EUROPA 04' ELITE U14 Boys EDP,HMMS FC ATLETICO U14 Boys EDP
DEN OF LIONS UNITED U14 Boys EDP,FC EUROPA SA UNITED U14 Boys EDP
AMERICAS UNITED MANCHESTER U15 Boys EDP,TSF ACADEMY 2004B U15 Boys EDP
DEPTFORD PREMIER FC '03/'04 BOYS U15 Boys EDP,BURLINGTON COUNTY BCSA BOYS 2003 U15 Boys EDP
NJ WILDCATS 04 U15 Boys EDP,MONROE TOWNSHIP YOUTH SOCCER MONROE 3 LIONS LAMPARD U15 Boys EDP
NJ WILDCATS 04 U15 Boys EDP,HADDONFIELD SC 03 RED DAWGS U15 Boys EDP
PENINSULA UNITED EAGLES U15 Boys EDP,UNION COUNTY FC PREMIER UCFC ZURICH U15 Boys EDP
CEDAR STARS ACADEMY - MONMOUTH 2003B GREEN U15 Boys EDP,DUSC B2003 BLUE U15 Boys EDP
LEHIGH VALLEY UNITED LVU 2003 BOYS BLACK U15 Boys EDP,YARDLEY MAKEFIELD SOCCER PREMIER '03 CELTIC-1967 U15 Boys EDP
HENLOPEN HAMMERHEADS U15 Boys EDP,ASA DMV ELITE '03 U15 Boys EDP
SOMERSET COUNTY FC PIT 02B U16 Boys EDP,PARKLAND AREA PASC RED DEVILS U16 Boys EDP
BRAUSA UNITED FUTEBOL BLUE 02 U16 Boys EDP,SAC B2002 PREMIER BLUE U16 Boys EDP
SOMERSET COUNTY FC PIT 02B U16 Boys EDP,COUNCIL ROCK UNITED FC BUCKS STORM U16 Boys EDP
FC BERNA LEGACY 02B GOLD U16 Boys EDP,HULMEVILLE SC HORNETS U16 Boys EDP
PHILADELPHIA UKRAINIAN NATIONALS ZORIA RED U16 Boys EDP,LAWRENCE HAMNETT SA LIONS U16 Boys EDP
PDA SHORE 2002 SUAREZ U16 Boys EDP,AMERICAS UNITED ARSENAL U16 Boys EDP
SOMERSET COUNTY FC PIT 01B U17 Boys EDP,WEST NEW YORK S.C. WNY TIGER 01-02 U17 Boys EDP
DELAWARE FOOTBALL DEFC 01 BOYS U17 Boys EDP,KIRKWOOD KSC '01 BLUE U17 Boys EDP
MT OLIVE SC PREMIER BLACK 01 U17 Boys EDP,VALENCIA 01/02 BLACK U17 Boys EDP
SOMERSET COUNTY FC PIT 01B U17 Boys EDP,PDA SHORE BAGGIO 2001 U17 Boys EDP
SWSA CYCLONES U17 Boys EDP,FAIRMOUNT UNITED PHILLY SOCCER 2001 BOYS BLUE U17 Boys EDP
SWSA CYCLONES U17 Boys EDP,DONEGAL YOUTH SOCCER THUNDER '01 U17 Boys EDP
FORT WASHINGTON FC UNITED U19 Boys EDP,CAPITAL FC 99B RED (DIPLOMATS) U19 Boys EDP
MT OLIVE SC PREMIER RED U19 Boys EDP,GERMAN AMERICAN KICKERS AZZURRI U19 Boys EDP
GERMAN AMERICAN KICKERS AZZURRI U19 Boys EDP,MANALAPAN HEAT U19 Boys EDP
MONMOUTH UNITED SC KNIGHTS U19 Boys EDP,PISCATAWAY SC LAZIO U19 Boys EDP
SOMERSET COUNTY FC PIT 00B U19 Boys EDP,DUSC B2000 ORANGE U19 Boys EDP
TSF ACADEMY 2007G U11 Girls EDP,STA 2007G NPL U11 Girls EDP
NEW YORK SC ELITE G07 EDP U11 Girls EDP,SABA NYC G07 U11 Girls EDP
NJ WILDCATS F.C. STRIKERS U11 Girls EDP,MONROE TOWNSHIP SC 07 PURPLE MENACE U11 Girls EDP
CENTERCOURT FC 07G GREEN U11 Girls EDP,FC COPA ACADEMY G07 BLACK U11 Girls EDP
NIRVANA 360 FREEDOM U12 Girls EDP,FC BERNA LEGACY 06G U12 Girls EDP
CEDAR STARS ACADEMY BERGEN 2006 GIRLS BLACK U12 Girls EDP,A-GAME 2006 U12 Girls EDP
CEDAR STARS ACADEMY BERGEN 2006 GIRLS BLACK U12 Girls EDP,FC COPA ACADEMY G06 BLACK U12 Girls EDP
EAST HANOVER PESA TORCIDA U12 Girls EDP,BROOKLYN CITY F.C. 2006 U12 Girls EDP
CEDAR STARS ACADEMY BERGEN 2006 GIRLS BLACK U12 Girls EDP,WORLD CLASS FC '06 NJ RED U12 Girls EDP
YMS FREEDOM 06 U12 Girls EDP,PENN LEGACY 06 BLACK F U12 Girls EDP
TSF ACADEMY 2006G U12 Girls EDP,GPS NJ CENTRAL 06G RED U12 Girls EDP
NIRVANA 360 FREEDOM U12 Girls EDP,WEST MORRIS SC PREMIER 06G U12 Girls EDP
YMS FREEDOM 06 U12 Girls EDP,WARRINGTON FC STRIKERS U12 Girls EDP
STA 2006G NPL U12 Girls EDP,PRINCETON SA PREMIER ELITE 06 ORANGE U12 Girls EDP
WESTFIELD SA UNION COUNTY FC PREMIER SAO PAULO U12 Girls EDP,FISHTOWN AC FUSION 06/07 U12 Girls EDP
FC COPA ACADEMY G06 RED U12 Girls EDP,PRINCETON SA PREMIER ELITE 06 WHITE U12 Girls EDP
CEDAR STARS ACADEMY BERGEN 2006 GIRLS BLACK U12 Girls EDP,STA 2006G NPL U12 Girls EDP
PRINCETON SA PREMIER ELITE 06 ORANGE U12 Girls EDP,LIVERPOOL FCIA REDS U12 Girls EDP
PRINCETON SA PREMIER ELITE 06 ORANGE U12 Girls EDP,NJ WILDCATS ADAMS-NPL U12 Girls EDP
NEW YORK SC ELITE G06 EDP U12 Girls EDP,CEDAR STARS ACADEMY BEGEN 2006 GREEN U12 Girls EDP
TSF ACADEMY 2005G U13 Girls EDP,WORLD CLASS FC '06 X-TREME U13 Girls EDP
CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Girls EDP,FARMINGDALE SC REBELS UNITED U13 Girls EDP
FARMINGDALE SC REBELS UNITED U13 Girls EDP,NEW YORK SURF G05 U13 Girls EDP
CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Girls EDP,ELIZABETH YSC REVOLUTION U13 Girls EDP
CEDAR STARS ACADEMY BERGEN 2005 GREEN U13 Girls EDP,ALLEYCATS ACADEMY PRE-NPL RED 2005G U13 Girls EDP
