"GMDATE","GMTIME","GAMECODE","HOME_TEAMCODE","HOME_TEAM","FINAL1","FINAL2","AWAY_TEAMCODE","AWAY_TEAM","FIELD","DIVISION","LEAGUE"
"10/01/2017","01:30 PM","215","OD0918G","VSA 09G Jr Academy Pugh",2,8,"OD0915G","ARL 09G Silver","Long Park Turf #5B","U09 Girls Div Calypso","ODSL"
"10/01/2017","03:00 PM","1212","OD0557B","VSA 06B Pre Academy Select Red",1,5,"OD0657B","WBSC STRIKERS 06B BLUE","Long Park Turf #5B","U12 Division B1","ODSL"
"10/01/2017","04:30 PM","908","OD0715G","VSA 07G Pre Academy Select Red",7,1,"OD0501G","ALEX 07 Girls Blue","Long Park Turf #5B","U11 Division G1","ODSL"
"10/15/2017","01:30 PM","767","OD0634B","VSA 07B Pre Academy Select Red",0,1,"OD0710B","GRFL 07 Verona","Long Park Turf #5B","U11 Division B2","ODSL"
"10/15/2017","03:00 PM","67","OD0908B","VSA 09B Jr Academy Pogba",0,14,"OD0919B","RWFC Barrio Boys Elite 09","Long Park Turf #5B","U09 Boys Div Jefferson","ODSL"
"10/15/2017","04:30 PM","414","OD0825B","VSA 08B Jr Academy Pogba",0,12,"OD0830B","PWSI Courage Boys 2008 Pride","Long Park Turf #5B","U10 Division B3","ODSL"
"10/21/2017","01:00 PM","920","OD0715G","VSA 07G Pre Academy Select Red",0,4,"OD0629G","ARL 07G Silver","Long Park Turf #6B","U11 Division G1","ODSL"
"10/22/2017","08:30 AM","1474","OD0462G","VSA 06G Pre Academy Select Red",1,1,"OD0665G","BRYC Tornados","Long Park Turf #5B","U12 Division G1","ODSL"
"10/22/2017","10:30 AM","1217","OD0557B","VSA 06B Pre Academy Select Red",2,2,"OD0569B","IFC United II","Long Park #2B","U12 Division B1","ODSL"
"10/22/2017","12:00 PM","123","OD0911B","VSA 09B Jr Academy Ronaldo",0,5,"OD0907B","LOUD 09B Gray","Long Park #2B","U09 Boys Div Monroe","ODSL"
"10/22/2017","01:30 PM","527","OD0814G","VSA 08G Jr Academy Pugh",0,0,"OD0836G","BRYC Spirit","Long Park #2B","U10 Division G1","ODSL"
"10/29/2017","10:30 AM","776","OD0634B","VSA 07B Pre Academy Select Red",4,0,"OD0734B","TCSC Force Blue","Long Park Turf #6B","U11 Division B2","ODSL"
"10/29/2017","12:00 PM","1220","OD0557B","VSA 06B Pre Academy Select Red",0,2,"OD0663B","RWFC Gremio USA","Long Park Turf #6B","U12 Division B1","ODSL"
"10/29/2017","01:30 PM","228","OD0918G","VSA 09G Jr Academy Pugh",1,3,"OD0917G","LOUD 09G Gray","Long Park Turf #6B","U09 Girls Div Calypso","ODSL"
"11/05/2017","10:30 AM","79","OD0908B","VSA 09B Jr Academy Pogba",1,8,"OD0906B","GSC 09 Boys White","Long Park Turf #5B","U09 Boys Div Jefferson","ODSL"
"11/05/2017","12:00 PM","230","OD0918G","VSA 09G Jr Academy Pugh",0,0,"OD0913G","ALEX 09 Girls Blue","Long Park Turf #5B","U09 Girls Div Calypso","ODSL"
"11/05/2017","01:30 PM","132","OD0911B","VSA 09B Jr Academy Ronaldo",6,7,"OD0922B","IFC International FC 09B","Long Park Turf #5B","U09 Boys Div Monroe","ODSL"
"11/05/2017","03:00 PM","423","OD0825B","VSA 08B Jr Academy Pogba",3,1,"OD0831B","SCSL Gladiators","Long Park Turf #5B","U10 Division B3","ODSL"
"11/05/2017","04:30 PM","916","OD0715G","VSA 07G Pre Academy Select Red",2,3,"OD0709G","FRSA ROX 07G Blue","Long Park Turf #5B","U11 Division G1","ODSL"
"11/10/2017","07:00 PM","537","OD0814G","VSA 08G Jr Academy Pugh",1,3,"OD0806G","BRYC Lightning","Long Park Turf #6B","U10 Division G1","ODSL"
"11/12/2017","08:00 AM","417","OD0825B","VSA 08B Jr Academy Pogba",2,6,"OD0833B","CYA 08 White","Long Park Turf #5B","U10 Division B3","ODSL"
"11/12/2017","10:30 AM","1486","OD0462G","VSA 06G Pre Academy Select Red",6,0,"OD0650G","BRYC Stars","Long Park Turf #5B","U12 Division G1","ODSL"
"11/12/2017","12:00 PM","544","OD0814G","VSA 08G Jr Academy Pugh",7,1,"OD0835G","ALEX 08 Girls Blue","Long Park Turf #5B","U10 Division G1","ODSL"
"09/09/2017","09:00 AM","1675","OD0466B","WYSC Mustangs 05B",1,1,"OD0587B","WIN 2005 Blue","ATHEY Complex WYSC Highland School Field","U13 Division B1","ODSL"
"09/16/2017","11:30 AM","2185","OD0486B","WYSC Mustangs 04B",3,1,"OD03101B","CYA 04B White","ATHEY Complex WYSC Highland School Field","U14 Division B2","ODSL"
"09/23/2017","09:00 AM","1664","OD0466B","WYSC Mustangs 05B",1,6,"OD0575B","DFC Scorpions","ATHEY Complex WYSC Highland School Field","U13 Division B1","ODSL"
"09/23/2017","10:30 AM","2164","OD0486B","WYSC Mustangs 04B",3,2,"OD0379B","PAC Elite 04 Gold","ATHEY Complex WYSC Highland School Field","U14 Division B2","ODSL"
"10/14/2017","09:00 AM","2175","OD0486B","WYSC Mustangs 04B",1,4,"OD04101B","LOUD 04B Silver","ATHEY Complex WYSC Highland School Field","U14 Division B2","ODSL"
"10/21/2017","09:00 AM","1679","OD0466B","WYSC Mustangs 05B",5,2,"OD0526B","LOUD 05B Gray","ATHEY Complex WYSC Highland School Field","U13 Division B1","ODSL"
"10/21/2017","10:30 AM","2179","OD0486B","WYSC Mustangs 04B",2,5,"OD04117B","PWSI Courage Boys 2004 Classic","ATHEY Complex WYSC Highland School Field","U14 Division B2","ODSL"
"11/04/2017","09:00 AM","1685","OD0466B","WYSC Mustangs 05B",4,1,"OD0400B","ALEX 05 Boys Black","ATHEY Complex WYSC Highland School Field","U13 Division B1","ODSL"
"11/05/2017","10:30 AM","2192","OD0486B","WYSC Mustangs 04B",1,3,"OD04116B","CULP CSC Comets 04B","ATHEY Complex WYSC Highland School Field","U14 Division B2","ODSL"
"11/11/2017","09:00 AM","1692","OD0466B","WYSC Mustangs 05B",2,2,"OD0511B","BRYC United","ATHEY Complex WYSC Highland School Field","U13 Division B1","ODSL"
"09/10/2017","10:30 AM","353","OD0817B","WIN 08B Orange",6,1,"OD0829B","MSC Lions 08 Black","Sherando Park #1B","U10 Division B2","ODSL"
"09/17/2017","10:30 AM","958","OD0717G","WIN United 2007G Blue",1,4,"OD0736G","CULP CSC Comets 07G","Sherando Park #6","U11 Division G2","ODSL"
"09/24/2017","10:30 AM","960","OD0717G","WIN United 2007G Blue",3,6,"OD0728G","BRYC Griffins","Sherando Park #6","U11 Division G2","ODSL"
"09/24/2017","12:00 PM","1665","OD0587B","WIN 2005 Blue",2,0,"OD0484B","PAC Elite 05 Gold","Sherando Park #4 Large","U13 Division B1","ODSL"
"10/01/2017","10:30 AM","361","OD0817B","WIN 08B Orange",11,2,"OD0828B","GSC 08 Boys Black","Sherando Park #1B","U10 Division B2","ODSL"
"10/01/2017","10:30 AM","766","OD0716B","WIN United 2007B Blue",0,1,"OD0634B","VSA 07B Pre Academy Select Red","Sherando Park #6","U11 Division B2","ODSL"
"10/15/2017","10:30 AM","770","OD0716B","WIN United 2007B Blue",3,5,"OD0708B","FRSA ROX 07B Blue","Sherando Park #6","U11 Division B2","ODSL"
"10/15/2017","12:00 PM","969","OD0717G","WIN United 2007G Blue",7,0,"OD0735G","BRYC Phoenix","Sherando Park #6","U11 Division G2","ODSL"
"10/15/2017","05:15 PM","365","OD0817B","WIN 08B Orange",6,4,"OD0832B","CFC 08B Red","Sherando Park #1B","U10 Division B2","ODSL"
"10/22/2017","03:30 PM","1680","OD0587B","WIN 2005 Blue",0,9,"OD0590B","MSC Lions 05","Sherando Park #4 Large","U13 Division B1","ODSL"
"11/04/2017","04:00 PM","377","OD0817B","WIN 08B Orange",13,1,"OD0801B","ALEX 08 Boys Silver","Sherando Park #1B","U10 Division B2","ODSL"
"11/05/2017","10:30 AM","782","OD0716B","WIN United 2007B Blue",3,0,"OD0732B","GSC 07 Boys","Sherando Park #6","U11 Division B2","ODSL"
"11/05/2017","12:00 PM","1690","OD0587B","WIN 2005 Blue",2,3,"OD0575B","DFC Scorpions","Sherando Park #4 Large","U13 Division B1","ODSL"
"11/12/2017","10:30 AM","784","OD0716B","WIN United 2007B Blue",7,6,"OD0710B","GRFL 07 Verona","Sherando Park #6","U11 Division B2","ODSL"
"11/12/2017","12:00 PM","1691","OD0587B","WIN 2005 Blue",3,0,"OD0400B","ALEX 05 Boys Black","Sherando Park #4 Large","U13 Division B1","ODSL"
"11/12/2017","12:00 PM","983","OD0717G","WIN United 2007G Blue",1,6,"OD0737G","LOUD 07G Gray","Sherando Park #6","U11 Division G2","ODSL"
"09/17/2017","10:30 AM","2305","OD03112G","WBSC Strikers 04G Blue",0,1,"OD04121G","FRED 04 Royal II","Lake Ridge Middle School Football/Soccer","U14 Division G2","ODSL"
"09/17/2017","12:00 PM","2110","OD04115B","WBSC STRIKERS 04B BLUE",4,0,"OD03104B","IFC International FC","Lake Ridge Middle School Football/Soccer","U14 Division B1","ODSL"
"09/23/2017","03:00 PM","2119","OD04115B","WBSC STRIKERS 04B BLUE",2,0,"OD0479B","DFC Loudoun Timberwolves","Lake Ridge Middle School Football/Soccer","U14 Division B1","ODSL"
"10/01/2017","05:00 PM","2310","OD03112G","WBSC Strikers 04G Blue",0,4,"OD04123G","PWSI Courage Girls 2004 Classic","Lake Ridge Middle School Football/Soccer","U14 Division G2","ODSL"
"10/15/2017","03:00 PM","2314","OD03112G","WBSC Strikers 04G Blue",4,0,"OD04119G","CYC Cougars 04G","Lake Ridge Middle School Football/Soccer","U14 Division G2","ODSL"
"10/22/2017","10:30 AM","1218","OD0657B","WBSC STRIKERS 06B BLUE",4,0,"OD0653B","HCFC Harrisonburg City F.C. 06","Lake Ridge Middle School (Grass Field)","U12 Division B1","ODSL"
"10/22/2017","12:00 PM","1322","OD0591B","WBSC Strikers 06B White",1,1,"OD0660B","BRYC Bulldogs","Lake Ridge Middle School (Grass Field)","U12 Division B3","ODSL"
"10/29/2017","10:30 AM","1221","OD0657B","WBSC STRIKERS 06B BLUE",5,0,"OD0569B","IFC United II","Lake Ridge Middle School (Grass Field)","U12 Division B1","ODSL"
"10/29/2017","05:00 PM","2319","OD03112G","WBSC Strikers 04G Blue",2,0,"OD04124G","SYA Wolves","Lake Ridge Middle School Football/Soccer","U14 Division G2","ODSL"
"11/04/2017","09:00 AM","2139","OD04115B","WBSC STRIKERS 04B BLUE",9,0,"OD03126B","RWFC VA Allstars FC","Lake Ridge Middle School Football/Soccer","U14 Division B1","ODSL"
"11/04/2017","10:30 AM","1311","OD0591B","WBSC Strikers 06B White",13,1,"OD0661B","FSCI Vasquez Academy 06","Lake Ridge Middle School (Grass Field)","U12 Division B3","ODSL"
"11/11/2017","10:30 AM","1204","OD0657B","WBSC STRIKERS 06B BLUE",3,1,"OD0539B","MSC Lions 06","Lake Ridge Middle School (Grass Field)","U12 Division B1","ODSL"
"11/11/2017","12:00 PM","1330","OD0591B","WBSC Strikers 06B White",2,0,"OD0641B","FRED '06 Gray","Lake Ridge Middle School (Grass Field)","U12 Division B3","ODSL"
"11/12/2017","10:30 AM","1228","OD0657B","WBSC STRIKERS 06B BLUE",3,1,"OD0557B","VSA 06B Pre Academy Select Red","Lake Ridge Middle School (Grass Field)","U12 Division B1","ODSL"
"11/12/2017","12:00 PM","1335","OD0591B","WBSC Strikers 06B White",1,3,"OD0659B","ABGC United Black 06","Lake Ridge Middle School (Grass Field)","U12 Division B3","ODSL"
"11/12/2017","12:00 PM","2143","OD04115B","WBSC STRIKERS 04B BLUE",5,1,"OD03127B","HCFC Harrisonburg City F.C. 04","Lake Ridge Middle School Football/Soccer","U14 Division B1","ODSL"
