"Home","Age.Group","Gender"
"SWVA 14U (04Coed) Nero U14 Boys BRSL","U14","Boys"
"SWVA 15U (03B) Nero U15 Boys BRSL","U15","Boys"
"SWVA 15U (03B) Rush U15 Boys BRSL","U15","Boys"
"SWVA 19U (99B) Rush U19 Boys BRSL","U19","Boys"
"SWVA 19U (99G) Nero U19 Girls BRSL","U19","Girls"
"SWVA 19U (99G) Rush U19 Girls BRSL","U19","Girls"
"VAFC Xpress 00G Bedford U19 Girls BRSL","U19","Girls"
"VAFC Xpress 02B Black U15 Boys BRSL","U15","Boys"
"VAFC Xpress 99B Black U19 Boys BRSL","U19","Boys"
"VAFC Xpress BRFC Eagles High School Boys U19 Boys BRSL","U19","Boys"
"VAFC Xpress BRFC Eagles High School Girls U19 Girls BRSL","U19","Girls"
